Time,ACC_X.raw,ACC_Y.raw,ACC_Z.raw,ACC_X.norm,ACC_Y.norm,ACC_Z.norm,GYRO_X.raw,GYRO_Y.raw,GYRO_Z.raw,GYRO_X.norm,GYRO_Y.norm,GYRO_Z.norm,Ceramic_Piezo,Film_Piezo,Weighted_Film_Piezo,Vibration_Sensor,Activity_Name ,New_Window,,,,,,
observation 1,,,,,,,,,,,,,,,,,,,,millisec diff,sec diff ,,avg sampling rate/sec ,
4897,-4,-624,16924,-0.02,-0.4,10.05,65,17,32,-0.15,-0.18,-0.01,137,248,281,0,human_fall,no,7,,,,,
5596,-40,-544,16936,-0.05,-0.35,10.16,63,20,32,0.03,0,0.05,164,314,399,0,human_fall,no,8,,,,,
6296,-88,-612,16700,0,-0.38,10.07,67,20,33,0.1,0,-0.13,186,337,429,0,human_fall,no,9,,,,,
6996,-16,-604,16764,0,-0.35,10.04,67,18,31,0.03,0,0.05,188,349,432,0,human_fall,no,10,,,,,
7696,-88,-644,16832,0,-0.36,10.1,65,19,32,-0.03,0.06,-0.01,186,346,439,0,human_fall,no,11,,,,,
8396,-28,-608,16808,0.03,-0.36,10.06,68,19,33,0.16,0,0.05,187,338,436,0,human_fall,no,12,,,,,
9096,-16,-692,16952,0.01,-0.4,10.15,63,18,31,-0.09,0,-0.01,191,337,420,0,human_fall,no,13,,,,,
9795,-4,-600,17044,0.01,-0.36,10.14,67,20,35,-0.09,0.06,0.18,183,342,445,0,human_fall,no,14,,,,,
10496,-112,-664,16836,-0.02,-0.37,10.12,69,18,35,-0.09,0.06,0.05,178,329,429,0,human_fall,no,15,,,,,
observation 37,,,,,,,,,,,,,,,,,,,,,,,,
697,-72,-644,16832,0.02,-0.37,10.1,65,18,32,0.03,0,-0.01,141,200,257,0,human_fall,yes,1,,,,,
1396,-48,-656,16952,-0.01,-0.37,10.08,65,21,33,-0.03,0.06,-0.13,134,193,243,0,human_fall,no,2,,,,,
2097,-40,-540,16800,-0.02,-0.33,10.06,66,19,33,-0.09,-0.06,-0.07,127,182,226,0,human_fall,no,3,,,,,
2796,-148,-564,16828,-0.02,-0.32,10.1,62,18,34,-0.21,0.13,0.11,122,172,209,0,human_fall,no,4,,,,,
3496,48,-640,16928,0.02,-0.39,10.1,65,18,32,-0.09,-0.06,0.11,122,172,211,0,human_fall,no,5,,,,,
4196,-64,-700,16848,-0.02,-0.44,10.06,66,20,34,-0.03,0.06,-0.07,124,173,210,0,human_fall,no,6,,,,,
4896,-52,-608,16916,-0.06,-0.37,10.09,67,18,32,0.1,0.13,-0.01,128,175,219,0,human_fall,no,7,,,,,
5597,-40,-608,16928,0.01,-0.32,10.09,68,19,32,0.03,0.06,0.11,123,171,216,0,human_fall,no,8,,,,,
6296,-96,-724,16800,-0.02,-0.37,10,69,16,31,0.1,-0.12,-0.19,149,227,293,0,human_fall,no,9,,,,,
6996,-124,-588,16964,-0.04,-0.36,10.22,66,19,32,-0.03,0.06,-0.01,158,269,340,0,human_fall,no,10,,,,,
7696,-4,-600,16832,-0.02,-0.34,10.03,65,21,33,-0.03,0,-0.07,181,298,395,0,human_fall,no,11,,,,,
8396,56,-516,16888,0.03,-0.34,10.04,65,17,30,0.03,-0.06,-0.01,184,307,402,0,human_fall,no,12,,,,,
9096,-40,-632,16924,-0.03,-0.37,10.05,65,18,33,-0.15,0,-0.01,190,314,404,0,human_fall,no,13,,,,,
9796,-116,-568,16828,0.01,-0.35,10.09,67,18,32,0.1,0,-0.07,182,306,406,0,human_fall,no,14,,,,,
10495,-12,-672,16820,0.03,-0.38,10.11,69,18,33,0.34,0.06,-0.01,179,338,421,0,human_fall,no,15,,,,,
observation 38,,,,,,,,,,,,,,,,,,,,,,,,
695,-60,-588,16908,-0.04,-0.39,10.06,64,18,33,0.03,0,-0.07,123,149,164,0,human_fall,yes,1,,,,,
1395,-180,-628,16836,-0.04,-0.35,10.04,65,19,32,-0.03,0.06,0.11,124,158,179,0,human_fall,no,2,,,,,
2095,48,-600,16788,0.02,-0.34,10.07,63,19,28,-0.03,-0.12,-0.19,123,151,177,0,human_fall,no,3,,,,,
2795,-32,-608,16880,-0.05,-0.37,10.14,69,19,32,0.1,0,0.11,123,153,174,0,human_fall,no,4,,,,,
3220,24,-576,17004,-0.03,-0.36,10.11,65,19,35,-0.15,0.13,-0.13,128,156,191,9,human_fall,no,5,,,,,
3253,20,-556,16884,-0.05,-0.36,10.22,67,12,30,0.1,-0.97,-0.07,131,158,189,14,human_fall,no,6,,,,,
3263,152,-580,16560,-0.07,-0.33,10.19,136,103,49,7.78,5.13,1.21,128,158,190,3,human_fall,no,7,,,,,
3963,8,-588,16904,-0.06,-0.41,10.15,64,19,33,0.1,0,-0.07,128,152,190,0,human_fall,no,8,,,,,
4663,48,-640,16900,0.02,-0.36,10.13,67,20,31,0.03,0.13,-0.07,153,212,281,0,human_fall,no,9,,,,,
5363,16,-624,16892,0.02,-0.33,10.04,65,19,33,-0.09,0,0.05,172,252,354,0,human_fall,no,10,,,,,
6063,-56,-612,16872,-0.05,-0.35,10.09,66,22,32,0.1,0.13,0.05,183,287,394,0,human_fall,no,11,,,,,
6763,-44,-536,16848,-0.03,-0.33,10.07,62,18,33,-0.15,0,0.05,184,330,419,0,human_fall,no,12,,,,,
7462,-60,-628,16992,-0.01,-0.36,10.08,64,17,32,-0.03,0,-0.01,182,319,413,0,human_fall,no,13,,,,,
8163,60,-528,16880,0.05,-0.36,10.13,64,19,30,0.03,0.06,-0.01,174,294,378,0,human_fall,no,14,,,,,
8862,-140,-580,16920,-0.03,-0.39,10.1,67,19,34,-0.03,-0.06,0.05,170,290,356,0,human_fall,no,15,,,,,
9563,24,-572,17000,0.01,-0.34,10.17,66,18,32,0.16,0,-0.07,164,267,333,0,human_fall,no,,,,,,
10262,104,-520,16940,-0.01,-0.32,10.02,65,19,31,0.03,-0.18,-0.01,159,251,303,0,human_fall,no,,,,,,
observation 39,,,,,,,,,,,,,,,,,,,,,,,,
695,-4,-616,16840,0.01,-0.36,10.1,65,16,30,0.16,0,0.11,123,153,204,0,human_fall,yes,1,,,,,
1396,-80,-704,16944,0.02,-0.41,10.1,65,20,33,0.1,-0.06,0.05,123,158,212,0,human_fall,no,2,,,,,
2095,40,-564,16896,0,-0.4,10.09,63,18,34,-0.21,-0.06,-0.07,119,144,197,0,human_fall,no,3,,,,,
2796,-88,-564,16856,-0.04,-0.35,10.13,67,19,32,0.22,-0.06,-0.13,115,133,179,0,human_fall,no,4,,,,,
3496,-72,-616,16780,0.01,-0.32,10.07,66,20,32,-0.03,0.06,0.18,109,123,166,0,human_fall,no,5,,,,,
4195,-76,-672,16736,-0.02,-0.43,10.02,68,21,31,0.03,-0.12,-0.01,109,116,155,0,human_fall,no,6,,,,,
4896,0,-580,16836,-0.02,-0.36,10.11,64,19,35,0.03,-0.06,0.18,103,109,142,0,human_fall,no,7,,,,,
5595,-40,-568,16908,-0.02,-0.34,10.1,63,19,32,-0.09,0.06,0.05,138,210,260,0,human_fall,no,8,,,,,
6296,-28,-564,16788,0.01,-0.35,10.1,65,22,32,-0.09,0.06,-0.01,149,223,292,0,human_fall,no,9,,,,,
6995,20,-620,16848,0,-0.34,10.13,66,20,31,0.1,0.06,0.05,154,224,300,0,human_fall,no,10,,,,,
7696,-56,-596,16976,-0.04,-0.32,10.16,63,18,33,-0.21,-0.18,-0.07,151,215,280,0,human_fall,no,11,,,,,
8395,24,-644,16924,-0.06,-0.4,10.14,65,19,32,0.03,-0.06,-0.07,147,206,264,0,human_fall,no,12,,,,,
9095,44,-584,16804,0.03,-0.35,10.05,65,19,36,0.16,0.13,0.05,139,202,244,0,human_fall,no,13,,,,,
9795,-16,-712,16932,-0.02,-0.41,10.08,65,18,31,-0.15,0,0.11,142,203,247,0,human_fall,no,14,,,,,
10495,-56,-572,17008,-0.01,-0.37,10.12,66,18,34,0.03,0,0.24,140,201,237,0,human_fall,no,15,,,,,
observation 40,,,,,,,,,,,,,,,,,,,,,,,,
696,24,-584,16972,0.02,-0.36,10.12,65,18,33,0.03,-0.06,0.03,124,162,256,0,human_fall,yes,1,,,,,
1317,-44,-528,16716,0.54,-0.05,8.14,21,11,27,-1.8,-0.98,-0.39,127,157,242,77,human_fall,no,2,,,,,
1354,-104,-520,16980,-0.02,-0.35,10.01,63,17,34,-0.15,-0.31,0.09,122,152,225,11,human_fall,no,3,,,,,
1386,48,-688,17276,-0.01,-0.39,10.15,69,-1,31,-0.03,0.06,0.22,115,134,208,2,human_fall,no,4,,,,,
1432,-36,-612,17000,-0.02,-0.37,9.96,87,47,38,2.72,2.68,0.52,123,148,213,9,human_fall,no,5,,,,,
1460,-168,-620,17080,0.06,-0.41,10.1,61,-6,28,0.46,1.34,-0.21,119,148,194,0,human_fall,no,6,,,,,
2161,-76,-652,16976,0,-0.37,10.18,65,17,35,0.03,-0.19,0.03,113,143,187,0,human_fall,no,7,,,,,
2860,-48,-548,17012,0,-0.38,10.18,63,19,31,-0.21,0,-0.09,144,213,299,0,human_fall,no,8,,,,,
3561,60,-608,17012,0.01,-0.36,10.11,66,20,31,-0.09,0,-0.03,156,231,319,0,human_fall,no,9,,,,,
4260,-8,-572,16820,-0.05,-0.34,10.09,69,19,33,0.1,-0.06,0.03,159,250,338,0,human_fall,no,10,,,,,
4960,-88,-676,16876,-0.01,-0.38,10.16,63,21,31,-0.03,0.06,-0.09,166,247,334,0,human_fall,no,11,,,,,
5660,-16,-620,16880,0.01,-0.36,10.02,66,17,31,0.03,0,-0.03,153,240,316,0,human_fall,no,12,,,,,
6360,-16,-624,16944,-0.02,-0.38,10.13,64,21,30,0.1,0.18,0.09,150,235,299,0,human_fall,no,13,,,,,
7060,0,-552,16832,0.02,-0.38,10.13,64,19,34,-0.03,-0.13,-0.03,145,234,287,0,human_fall,no,14,,,,,
7760,-24,-576,16816,0.01,-0.36,10.14,66,21,32,0.1,0.06,0.09,150,236,281,0,human_fall,no,15,,,,,
8459,-92,-632,16972,-0.02,-0.32,10.16,68,20,36,0.1,-0.13,0.15,142,209,261,0,human_fall,no,16,,,,,
9160,-12,-640,16860,0.02,-0.4,10.02,65,19,32,0.1,0.06,0.09,139,174,236,0,human_fall,no,17,,,,,
9860,-20,-592,16976,0.02,-0.32,10.13,66,21,32,-0.03,0,0.03,130,163,220,0,human_fall,no,18,,,,,
10560,-72,-600,16904,-0.04,-0.37,10.16,63,19,33,-0.03,-0.06,-0.03,126,149,195,0,human_fall,no,19,,,,,
observation 41,,,,,,,,,,,,,,,,,,,,,,,,
696,12,-608,16956,0.02,-0.4,10.07,67,22,34,-0.09,0.06,0.09,105,163,190,0,human_fall,yes,1,,,,,
1395,-12,-624,17092,-0.02,-0.39,10.07,62,20,33,-0.15,0.12,-0.03,106,164,187,0,human_fall,no,2,,,,,
2096,-4,-568,16768,0.01,-0.34,10.1,68,21,31,0.03,0.06,0.03,108,172,200,0,human_fall,no,3,,,,,
2795,16,-672,16912,-0.03,-0.39,10.09,63,21,31,-0.03,0.06,-0.15,111,173,205,0,human_fall,no,4,,,,,
3496,-16,-652,16868,0.02,-0.42,10.2,67,21,35,0.03,0,0.03,109,172,210,0,human_fall,no,5,,,,,
4195,-56,-656,16896,-0.06,-0.44,10.02,65,16,34,-0.03,0,0.03,127,187,245,0,human_fall,no,6,,,,,
4895,-40,-620,16856,-0.09,-0.34,10.09,65,18,31,0.03,-0.06,0.03,126,190,258,0,human_fall,no,7,,,,,
5596,4,-540,16920,-0.03,-0.33,10.09,65,18,32,0.1,-0.13,0.03,124,190,249,0,human_fall,no,8,,,,,
6295,40,-592,16780,0.01,-0.33,9.98,69,19,31,0.16,0.12,-0.09,125,186,244,0,human_fall,no,9,,,,,
6996,40,-656,16864,-0.01,-0.4,10.16,64,17,34,-0.09,-0.13,0.03,126,179,232,0,human_fall,no,10,,,,,
7695,-32,-632,16904,-0.03,-0.34,10.07,69,19,34,-0.09,0.12,0.03,116,179,219,0,human_fall,no,11,,,,,
8396,-108,-564,16892,0.03,-0.38,10.09,65,20,34,0.28,-0.19,-0.03,114,181,215,0,human_fall,no,12,,,,,
9095,16,-660,16880,-0.06,-0.41,10.04,64,18,30,-0.09,0.06,-0.15,112,171,204,0,human_fall,no,13,,,,,
9795,-68,-608,16888,-0.06,-0.36,10.16,65,18,32,0.03,0.12,0.22,113,172,203,0,human_fall,no,14,,,,,
10495,44,-588,16844,-0.02,-0.39,10.19,65,21,32,0.03,0,0.09,108,162,190,0,human_fall,no,15,,,,,
observation 42,,,,,,,,,,,,,,,,,,,,,,,,
695,0,-668,16932,0,-0.37,10.06,66,20,33,-0.03,0.06,-0.03,109,149,186,0,human_fall,yes,1,,,,,
1396,-24,-640,16832,-0.06,-0.36,10.21,67,19,31,0.03,0,-0.03,107,154,187,0,human_fall,no,2,,,,,
2095,16,-676,16820,0.01,-0.36,10.09,66,20,34,0.03,0,-0.03,109,158,189,0,human_fall,no,3,,,,,
2795,-100,-576,16872,-0.05,-0.36,10.07,65,18,36,-0.03,0.12,-0.03,115,166,203,0,human_fall,no,4,,,,,
3327,76,-588,17020,0.24,-0.35,9.83,64,31,35,0.64,1.64,0.09,121,180,216,18,human_fall,no,5,,,,,
4026,0,-684,16948,0.04,-0.39,10.04,64,23,34,-0.15,0,0.03,117,175,218,0,human_fall,no,6,,,,,
4727,-36,-620,16900,-0.03,-0.35,10.13,64,18,36,-0.21,0,0.09,131,187,259,0,human_fall,no,7,,,,,
5426,-68,-648,16868,-0.06,-0.42,10.11,68,19,33,0.03,0.06,0.03,146,225,321,0,human_fall,no,8,,,,,
6126,-24,-636,16868,0,-0.34,10.16,66,19,35,-0.03,0,0.03,154,227,317,0,human_fall,no,9,,,,,
6826,-88,-620,16920,-0.04,-0.37,10.13,65,21,33,-0.03,-0.06,-0.09,151,219,302,0,human_fall,no,10,,,,,
7526,-44,-600,16876,-0.03,-0.37,10.08,67,18,32,0.1,0.06,-0.09,141,202,282,0,human_fall,no,11,,,,,
8226,-80,-500,16924,-0.05,-0.34,9.99,62,17,34,-0.21,0,0.03,134,196,261,0,human_fall,no,12,,,,,
8926,-12,-616,16820,-0.02,-0.36,10.1,66,18,32,-0.03,0,-0.09,133,187,248,0,human_fall,no,13,,,,,
9626,-84,-556,16980,-0.05,-0.34,10.12,66,19,33,0.1,0.06,-0.15,131,180,234,0,human_fall,no,14,,,,,
10326,-20,-620,16920,-0.06,-0.38,10.08,66,20,34,-0.09,0,0.15,124,167,213,0,human_fall,no,15,,,,,
observation 43,,,,,,,,,,,,,,,,,,,,,,,,
695,-84,-584,16920,0,-0.37,10.16,65,20,34,0.1,0.12,0.03,114,136,180,0,human_fall,yes,1,,,,,
1395,-172,-644,16796,-0.03,-0.39,10.12,66,20,32,-0.09,0.06,-0.03,111,138,182,0,human_fall,no,2,,,,,
1828,-60,-620,16876,0.37,-0.31,9.13,61,37,34,-0.09,0.79,0.09,110,139,184,6,human_fall,no,3,,,,,
2528,28,-544,16952,-0.01,-0.42,10.17,63,17,33,-0.15,0.06,-0.09,117,152,202,0,human_fall,no,4,,,,,
3228,-32,-612,16896,-0.05,-0.35,10.1,66,20,32,0.03,0.12,0.09,150,216,303,0,human_fall,no,5,,,,,
3928,-36,-708,16916,-0.04,-0.4,10.07,65,18,31,-0.03,-0.06,0.03,172,256,376,0,human_fall,no,6,,,,,
4628,-12,-644,16772,0.02,-0.38,10.06,65,19,35,-0.27,0.06,0.15,183,259,395,0,human_fall,no,7,,,,,
5328,-56,-656,16848,-0.03,-0.39,10.1,63,18,33,-0.03,0.06,0.15,182,256,384,0,human_fall,no,8,,,,,
6028,-52,-588,16844,0,-0.37,10.03,66,18,33,0.16,-0.06,-0.03,170,243,358,0,human_fall,no,9,,,,,
6727,-60,-640,16828,0,-0.33,10.17,69,23,32,0.1,0.3,-0.03,168,233,346,0,human_fall,no,10,,,,,
7428,-124,-576,16820,-0.03,-0.37,10.07,64,20,35,-0.03,0.12,0.03,166,225,331,0,human_fall,no,11,,,,,
8127,-68,-568,16904,0,-0.36,10.05,69,20,32,0.03,-0.13,-0.03,162,229,334,0,human_fall,no,12,,,,,
8828,-52,-648,16876,-0.02,-0.36,10.11,65,19,33,-0.09,-0.31,-0.03,161,223,313,0,human_fall,no,13,,,,,
9527,-84,-636,16872,-0.03,-0.37,10.16,64,19,33,-0.03,0,-0.15,154,219,292,0,human_fall,no,14,,,,,
10227,16,-636,16844,-0.02,-0.37,10.13,65,19,33,0.03,0,-0.03,144,209,272,0,human_fall,no,15,,,,,
observation 44,,,,,,,,,,,,,,,,,,,,,,,,
696,-4,-560,16688,-0.04,-0.33,10.06,66,19,32,-0.03,0.12,0.03,122,181,204,0,human_fall,yes,1,,,,,
1395,-44,-576,16872,0.03,-0.39,10.08,64,22,34,-0.09,0.18,0.09,130,189,211,0,human_fall,no,2,,,,,
2096,12,-660,16848,-0.03,-0.35,10.14,66,18,32,0.03,-0.19,-0.03,122,185,208,0,human_fall,no,3,,,,,
2791,492,-472,16892,1.13,-0.12,5.73,32,32,27,-1.12,0.18,-0.09,123,182,203,85,human_fall,no,4,,,,,
3491,-12,-572,16992,-0.01,-0.35,10.2,66,17,32,0.1,0,-0.03,126,186,205,0,human_fall,no,5,,,,,
4191,72,-560,16828,0.01,-0.37,10.14,64,20,33,-0.09,0.18,-0.03,139,214,257,0,human_fall,no,6,,,,,
4891,-64,-600,16996,0.01,-0.36,10.16,63,17,34,-0.09,0,-0.09,149,216,268,0,human_fall,no,7,,,,,
5592,72,-576,16936,-0.03,-0.36,10.02,67,18,31,0.1,0,-0.03,148,219,277,0,human_fall,no,8,,,,,
6291,-56,-676,16944,-0.06,-0.39,10.04,64,20,36,-0.03,0,-0.09,147,227,274,0,human_fall,no,9,,,,,
6991,-32,-620,16876,-0.02,-0.39,10.09,67,17,31,0.03,-0.19,-0.09,145,220,259,0,human_fall,no,10,,,,,
7691,-16,-676,16848,-0.01,-0.4,10.08,66,19,32,-0.09,-0.06,0.03,142,215,247,0,human_fall,no,11,,,,,
8391,0,-700,16808,-0.02,-0.38,10.22,64,19,31,-0.03,-0.13,0.03,139,211,235,0,human_fall,no,12,,,,,
9091,56,-604,16816,0.02,-0.38,10.11,64,20,31,0.1,0.06,-0.09,136,200,227,0,human_fall,no,13,,,,,
9791,-24,-504,16964,-0.06,-0.38,10.09,67,22,29,-0.03,0.06,-0.03,130,187,201,0,human_fall,no,14,,,,,
10490,-104,-604,16956,-0.03,-0.39,10.12,66,19,31,0.03,0,0.03,125,179,190,0,human_fall,no,15,,,,,
observation 45,,,,,,,,,,,,,,,,,,,,,,,,
696,-52,-568,16772,-0.02,-0.35,9.96,65,20,31,-0.03,-0.06,0.09,119,164,191,0,human_fall,yes,1,,,,,
1396,48,-580,16744,0.01,-0.32,10.11,68,20,33,0.22,0,-0.09,123,180,215,0,human_fall,no,2,,,,,
2096,-184,-656,16876,-0.06,-0.36,9.99,65,19,31,-0.09,0,-0.03,128,187,228,0,human_fall,no,3,,,,,
2795,-24,-604,16920,-0.02,-0.37,10.1,65,19,31,0.16,0.12,-0.03,140,206,282,0,human_fall,no,4,,,,,
3496,28,-544,16744,-0.04,-0.36,10.12,63,21,33,0.1,0.06,0.03,159,240,336,0,human_fall,no,5,,,,,
4195,-16,-588,16732,0,-0.36,10.06,65,19,30,0.03,0,-0.09,174,245,353,0,human_fall,no,6,,,,,
4896,-140,-576,16888,0,-0.38,10.05,66,18,31,0.1,0,-0.03,164,243,337,0,human_fall,no,7,,,,,
5595,-12,-684,16912,-0.02,-0.38,10.07,67,19,36,0.16,0,0.09,173,245,338,0,human_fall,no,8,,,,,
6295,24,-616,16744,0,-0.31,10.03,65,19,35,0.03,0.06,0.03,169,243,328,0,human_fall,no,9,,,,,
6995,-72,-640,16840,0.01,-0.44,10.05,67,19,35,0.03,0.06,0.09,163,233,316,0,human_fall,no,10,,,,,
7695,32,-616,16940,-0.01,-0.42,10.1,65,19,30,-0.03,-0.19,-0.03,164,227,310,0,human_fall,no,11,,,,,
8396,-76,-648,16856,-0.04,-0.38,10.1,66,18,31,0.03,-0.13,-0.15,162,218,294,0,human_fall,no,12,,,,,
9095,-76,-568,16824,-0.03,-0.33,10.15,65,19,30,-0.15,0.12,-0.21,150,210,275,0,human_fall,no,13,,,,,
9795,68,-684,16740,-0.01,-0.41,10.01,65,17,34,0.03,-0.06,0.09,141,199,251,0,human_fall,no,14,,,,,
10495,-80,-636,16920,-0.09,-0.39,10.14,64,17,33,-0.21,-0.19,0.03,145,183,235,0,human_fall,no,15,,,,,
observation 46,,,,,,,,,,,,,,,,,,,,,,,,
696,-16,-588,16844,0.05,-0.35,10.1,66,19,34,0.11,0.06,0.05,142,233,248,0,human_fall,yes,1,,,,,
1396,-24,-704,16940,-0.01,-0.43,10.16,65,17,31,-0.07,0.18,0.05,138,229,253,0,human_fall,no,2,,,,,
2096,-92,-616,16824,-0.06,-0.34,10.06,66,19,34,0.05,0.12,0.05,135,216,235,0,human_fall,no,3,,,,,
2492,320,-976,15208,0.7,-1.11,5.87,35,35,30,-2.45,-1.83,-0.25,128,209,219,54,human_fall,no,4,,,,,
3193,-104,-652,16976,0.01,-0.41,10.12,64,18,34,0.11,0.06,-0.07,126,208,221,0,human_fall,no,5,,,,,
3893,-100,-592,16776,-0.02,-0.31,10.07,66,18,31,-0.07,-0.13,0.11,156,220,309,0,human_fall,no,6,,,,,
4592,-8,-628,16944,0.03,-0.39,10.12,66,22,33,-0.01,0.18,0.05,164,229,324,0,human_fall,no,7,,,,,
5293,0,-584,16856,0.02,-0.32,10.05,67,20,33,0.11,0,0.05,176,234,331,0,human_fall,no,8,,,,,
5992,0,-696,16928,-0.05,-0.37,10.03,65,20,31,-0.13,0,0.17,170,247,339,0,human_fall,no,9,,,,,
6693,44,-628,16784,0.02,-0.4,10.04,66,18,31,0.11,0,-0.01,170,249,331,0,human_fall,no,10,,,,,
7392,-28,-528,16920,-0.01,-0.33,10.06,66,20,29,-0.13,0.12,-0.07,170,240,318,0,human_fall,no,11,,,,,
8092,-36,-628,16940,0.02,-0.35,10.05,65,20,33,0.05,0.18,-0.01,164,240,306,0,human_fall,no,12,,,,,
8792,0,-588,16852,-0.04,-0.32,10.15,64,22,32,-0.19,0.18,-0.07,159,237,293,0,human_fall,no,13,,,,,
9492,20,-624,16892,-0.04,-0.38,10.12,65,21,32,-0.01,0.06,-0.07,152,233,275,0,human_fall,no,14,,,,,
10192,-60,-648,16908,-0.02,-0.34,10.2,65,24,32,0.05,0.12,-0.07,143,218,254,0,human_fall,no,15,,,,,
observation 47,,,,,,,,,,,,,,,,,,,,,,,,
695,4,-692,17028,-0.02,-0.37,10.12,68,19,32,0.05,0,-0.07,121,131,199,0,human_fall,yes,1,,,,,
1396,20,-664,16884,-0.03,-0.39,10.07,66,22,34,0.05,0,0.17,115,127,184,0,human_fall,no,2,,,,,
2095,-32,-660,16876,-0.03,-0.39,10.14,63,18,32,-0.07,-0.13,-0.07,111,126,174,0,human_fall,no,3,,,,,
2796,-32,-636,16988,-0.06,-0.38,10.15,67,16,34,-0.01,-0.19,0.05,111,131,173,0,human_fall,no,4,,,,,
3495,-80,-608,16972,-0.05,-0.29,10.13,62,19,33,-0.01,0,-0.19,110,125,167,0,human_fall,no,5,,,,,
4195,-80,-676,16832,-0.04,-0.39,10.09,66,18,34,0.05,-0.06,-0.13,111,129,162,0,human_fall,no,6,,,,,
4895,-88,-628,16800,-0.03,-0.38,10.07,65,19,34,-0.01,-0.06,-0.01,104,121,149,0,human_fall,no,7,,,,,
5595,-104,-628,16820,-0.05,-0.35,10.16,64,18,34,0.05,-0.06,0.05,142,171,246,0,human_fall,no,8,,,,,
6296,-24,-680,17000,0,-0.38,10.15,65,19,30,-0.01,-0.06,-0.01,149,207,262,0,human_fall,no,9,,,,,
6995,-68,-616,16892,-0.04,-0.38,10.14,63,18,31,-0.13,-0.13,0.11,145,207,248,0,human_fall,no,10,,,,,
7695,-44,-568,16920,0.01,-0.42,10.1,67,20,31,0.05,0,-0.13,143,202,234,0,human_fall,no,11,,,,,
8395,-36,-668,16896,-0.02,-0.4,10.11,64,19,31,-0.13,0.12,-0.01,137,198,218,0,human_fall,no,12,,,,,
9095,-52,-560,16940,-0.03,-0.33,10.08,67,20,31,0.23,0.18,-0.07,139,187,217,0,human_fall,no,13,,,,,
9795,-96,-568,16948,0.01,-0.35,10.14,64,19,33,0.05,0.12,0.11,130,174,201,0,human_fall,no,14,,,,,
10495,-24,-580,16796,0.01,-0.34,10.09,66,19,32,0.05,0,0.05,125,163,184,0,human_fall,no,15,,,,,
observation 48,,,,,,,,,,,,,,,,,,,,,,,,
695,0,-652,16784,0.01,-0.34,10.08,66,16,33,-0.13,-0.06,0.05,117,168,174,0,human_fall,yes,1,,,,,
1395,-40,-616,16928,-0.01,-0.35,10.13,65,21,29,0.11,-0.06,-0.07,118,166,181,0,human_fall,no,2,,,,,
2095,-12,-604,16872,-0.03,-0.39,10.12,62,22,35,-0.19,0.12,-0.07,113,159,170,0,human_fall,no,3,,,,,
2795,12,-596,16872,-0.01,-0.4,10.1,64,20,32,-0.01,0.06,0.05,115,155,162,0,human_fall,no,4,,,,,
3495,4,-640,16908,0,-0.38,10.1,65,19,31,-0.01,-0.19,0.11,130,182,218,0,human_fall,no,5,,,,,
4195,-36,-568,16968,0,-0.34,10.1,66,19,35,0.05,-0.13,0.05,195,270,401,0,human_fall,no,6,,,,,
4894,-112,-708,16728,-0.05,-0.38,10.06,65,19,34,-0.07,0.06,0.05,194,276,402,0,human_fall,no,7,,,,,
5595,-148,-592,16972,-0.09,-0.35,10.15,64,18,34,-0.25,0.12,-0.07,205,279,398,0,human_fall,no,8,,,,,
6295,24,-668,16912,0.02,-0.32,10.04,65,18,36,-0.13,0.06,-0.01,196,270,385,0,human_fall,no,9,,,,,
6995,8,-544,16832,0.01,-0.34,10.09,66,18,32,-0.01,0.06,-0.13,199,256,375,0,human_fall,no,10,,,,,
7695,-44,-572,16856,-0.05,-0.34,10.12,66,16,32,-0.07,-0.19,-0.01,180,244,346,0,human_fall,no,11,,,,,
8394,-72,-572,16944,0.01,-0.33,10.21,66,18,33,0.11,-0.06,0.11,180,236,325,0,human_fall,no,12,,,,,
9095,-24,-652,16876,-0.04,-0.36,10.08,67,21,33,0.11,0.12,-0.13,174,223,302,0,human_fall,no,13,,,,,
9794,-36,-544,16872,-0.02,-0.4,10.14,65,18,32,0.05,0.06,0.05,163,206,278,0,human_fall,no,14,,,,,
10495,-84,-576,16912,-0.08,-0.36,10.14,66,21,32,-0.07,0.18,-0.01,156,191,252,0,human_fall,no,15,,,,,
observation 49,,,,,,,,,,,,,,,,,,,,,,,,
696,16,-676,16832,-0.03,-0.33,10.05,68,22,31,0.05,0,-0.07,125,169,209,0,human_fall,yes,1,,,,,
1395,8,-620,16808,-0.05,-0.39,10.16,65,18,32,0.05,0.12,-0.01,128,178,213,0,human_fall,no,2,,,,,
2096,4,-604,16888,0.01,-0.37,10.12,68,19,33,0.17,0.06,0.17,121,181,203,0,human_fall,no,3,,,,,
2795,-48,-552,16956,0.02,-0.4,10.06,66,20,30,-0.01,0.18,-0.07,117,169,184,0,human_fall,no,4,,,,,
3496,-68,-612,16800,-0.02,-0.37,10.08,63,20,35,-0.13,0.12,-0.01,113,172,182,0,human_fall,no,5,,,,,
4195,-40,-644,16948,-0.05,-0.38,10.08,68,20,32,0.11,0.12,-0.01,118,183,199,0,human_fall,no,6,,,,,
4895,-80,-616,16908,-0.05,-0.34,10.02,67,20,32,-0.01,0.12,0.05,185,298,437,0,human_fall,no,7,,,,,
5595,-36,-632,16852,-0.03,-0.41,10.11,66,20,33,0.23,-0.19,0.11,201,331,445,0,human_fall,no,8,,,,,
