"Time","ACC_X.raw","ACC_Y.raw","ACC_Z.raw","ACC_X.norm","ACC_Y.norm","ACC_Z.norm","GYRO_X.raw","GYRO_Y.raw","GYRO_Z.raw","GYRO_X.norm","GYRO_Y.norm","GYRO_Z.norm","Ceramic_Piezo","Film_Piezo","Weighted_Film_Piezo","Vibration_Sensor"
"9795","172","-572","16732","0.08","-0.34","10.01","64","22","30","-0.11","0.14","0.04","200","247","253","0"
"10496","124","-560","16924","0.11","-0.32","10.05","65","17","35","-0.11","-0.05","0.04","203","246","252","0"
"observation 44","","","","","","","","","","","","","","","",""
"696","140","-612","16776","0.08","-0.38","10.06","64","22","29","-0.05","0.14","-0.02","201","231","234","0"
"1396","164","-620","16928","0.06","-0.35","10.11","63","20","33","-0.11","0.2","-0.02","199","219","231","0"
"2095","144","-512","16876","0.05","-0.3","10.07","69","20","30","0.07","0.07","-0.08","197","214","230","0"
"2796","148","-504","16832","0.12","-0.29","10.14","66","18","30","0.13","0.01","-0.14","199","214","231","0"
"3495","160","-588","16848","0.09","-0.34","10.11","66","20","32","-0.05","0.2","-0.02","200","214","232","0"
"4196","72","-492","16864","0.06","-0.34","10.1","67","19","32","-0.05","-0.17","0.04","202","213","232","0"
"4895","56","-532","16804","0.07","-0.33","9.96","65","18","31","-0.05","-0.11","0.04","202","211","232","0"
"5595","120","-560","16836","0.1","-0.35","10.07","64","18","32","0.01","0.14","0.04","199","209","235","0"
"6295","212","-604","16824","0.11","-0.34","10.11","65","19","29","0.13","-0.11","-0.02","202","211","233","0"
"6995","344","-572","16888","0.11","-0.34","10.06","67","23","31","-0.05","0.2","-0.02","200","203","231","0"
"7695","76","-476","16900","0.07","-0.33","10.14","64","21","31","-0.05","0.07","-0.02","203","210","234","0"
"8395","164","-536","16824","0.13","-0.32","10.02","66","17","31","0.07","0.07","-0.02","205","215","236","0"
"9095","84","-628","16780","0.09","-0.36","10","65","16","30","0.01","-0.11","-0.08","203","217","237","0"
"9795","40","-516","16792","0.07","-0.28","10.08","65","21","30","0.01","0.07","0.04","203","215","238","0"
"10495","40","-676","16832","0.06","-0.33","10.12","64","18","29","-0.05","-0.11","-0.14","203","216","239","0"
"observation 45","","","","","","","","","","","","","","","",""
"696","104","-712","16808","0.06","-0.35","10.05","64","19","30","0.01","-0.05","0.04","194","273","218","0"
"1396","176","-464","16768","0.06","-0.34","10.1","66","19","31","0.01","0.01","-0.14","194","224","204","0"
"2096","132","-660","16796","0.09","-0.36","10.08","67","19","30","0.01","-0.11","-0.02","195","235","210","0"
"2796","120","-628","16992","0.07","-0.38","10.16","63","18","33","-0.11","0.01","0.04","194","233","212","0"
"3496","120","-576","16980","0.11","-0.38","10.1","62","17","33","-0.23","-0.11","0.04","194","229","213","0"
"4195","132","-588","16816","0.06","-0.35","10.04","66","17","33","-0.05","0.07","-0.02","198","231","217","0"
"4896","88","-600","16840","0.07","-0.35","10.08","68","17","32","-0.11","0.07","0.1","196","233","220","0"
"5595","88","-560","16852","0.09","-0.36","10.1","63","18","30","-0.11","0.07","0.04","200","231","218","0"
"6296","144","-568","16792","0.1","-0.36","9.99","64","20","33","-0.05","-0.05","0.04","198","231","220","0"
"6995","100","-576","16948","0.06","-0.34","10.14","67","21","31","0.01","0.01","0.04","197","229","219","0"
"7695","208","-636","16808","0.09","-0.41","10.09","65","18","31","0.07","-0.17","-0.02","200","230","220","0"
"8395","172","-704","16824","0.1","-0.4","10.03","67","18","31","0.07","0.07","-0.14","197","225","223","0"
"9095","116","-580","16752","0.09","-0.35","10.09","65","19","30","0.13","0.01","-0.2","200","227","223","0"
"9795","188","-568","16916","0.11","-0.33","10.11","65","22","32","0.01","0.07","0.17","195","223","221","0"
"10495","248","-600","16800","0.11","-0.38","9.99","65","18","31","-0.11","0.07","-0.02","198","222","220","0"
"observation 46","","","","","","","","","","","","","","","",""
"697","160","-576","16768","0.06","-0.38","10.02","65","19","30","-0.05","-0.11","-0.2","202","230","226","0"
"1397","40","-564","16960","0.12","-0.37","10.16","66","18","30","0.07","-0.11","0.04","202","235","229","0"
"2096","44","-672","16868","0.04","-0.35","10.05","65","19","33","-0.11","0.14","-0.02","202","232","230","0"
"2797","80","-660","16920","0.04","-0.33","10.11","67","19","32","-0.05","0.01","0.04","200","230","227","0"
"3496","156","-540","16900","0.1","-0.34","10.02","65","19","33","-0.11","0.01","0.04","201","226","227","0"
"4197","144","-596","16760","0.02","-0.32","10.1","66","16","31","-0.05","-0.17","-0.02","200","226","224","0"
"4896","116","-568","16900","0.11","-0.32","10.15","66","17","33","-0.05","0.01","-0.08","197","222","222","0"
"5596","176","-500","16908","0.09","-0.26","10.04","62","20","32","0.07","0.07","0.04","198","219","220","0"
"6296","124","-544","16920","0.1","-0.35","10.13","64","20","33","-0.05","-0.05","-0.08","196","218","217","0"
"6996","288","-592","16780","0.12","-0.4","10","66","20","31","-0.05","0.14","0.04","198","216","217","0"
"7696","164","-492","16708","0.14","-0.33","10.02","66","18","33","-0.23","-0.11","0.17","199","216","216","0"
"8396","152","-544","16828","0.07","-0.28","10.11","67","19","31","-0.05","0.01","-0.08","195","215","215","0"
"9095","76","-616","16868","0.08","-0.33","10.17","64","16","30","-0.05","0.01","-0.08","197","214","214","0"
"9796","176","-508","16900","0.07","-0.31","10.08","65","18","29","-0.17","-0.05","0.04","196","214","213","0"
"10495","160","-508","16744","0.08","-0.38","10.01","66","19","32","0.01","0.26","0.17","194","214","214","0"
"observation 47","","","","","","","","","","","","","","","",""
"696","176","-568","16864","0.05","-0.35","10.1","66","20","30","-0.17","0.01","-0.14","200","235","228","0"
"1396","180","-556","16808","0.09","-0.3","10.09","68","16","30","0.01","-0.11","-0.2","202","220","225","0"
"2096","104","-520","16812","0.04","-0.39","10.1","65","19","32","0.01","0.01","-0.02","200","197","217","0"
"2796","108","-564","16836","0.13","-0.33","10.15","64","24","31","-0.11","0.14","-0.2","201","213","222","0"
"3496","124","-624","16804","0.1","-0.34","10.04","66","23","31","-0.05","0.01","-0.08","197","212","221","0"
"4196","140","-564","16840","0.08","-0.33","10.07","64","18","31","-0.11","-0.11","0.04","203","215","223","0"
"4896","76","-548","16804","0.09","-0.33","10.08","67","20","31","0.19","0.14","0.1","200","214","227","0"
"5596","136","-568","16976","0.08","-0.34","10.16","65","18","33","-0.11","-0.05","0.17","205","214","229","0"
"6296","180","-572","16868","0.09","-0.37","10.12","67","20","32","-0.05","0.01","0.04","202","214","231","0"
"6996","56","-604","16808","0.09","-0.38","10.11","65","17","28","0.01","-0.11","-0.14","201","211","228","0"
"7695","128","-588","16812","0.1","-0.32","10.03","67","18","31","0.13","-0.05","0.1","204","218","229","0"
"8396","308","-628","16900","0.1","-0.34","10.02","66","17","28","0.01","0.2","-0.14","201","206","225","0"
"9095","140","-504","16844","0.07","-0.3","10.05","66","19","29","-0.11","0.07","-0.14","200","209","224","0"
"9796","172","-524","16912","0.1","-0.31","10.12","66","16","33","-0.05","-0.11","0.1","201","212","228","0"
"10495","200","-560","16844","0.09","-0.33","10.05","65","21","32","0.01","0.14","0.04","201","210","227","0"
"observation 48","","","","","","","","","","","","","","","",""
"696","264","-576","16848","0.17","-0.37","10.06","65","17","30","0.07","0.07","-0.08","193","219","206","0"
"1396","108","-568","16908","0.14","-0.33","10.13","68","17","28","0.13","-0.05","-0.14","195","214","206","0"
"2096","232","-504","16812","0.11","-0.3","10.12","65","21","30","-0.05","0.07","0.1","194","211","208","0"
"2795","72","-588","16824","0.04","-0.35","10.11","67","19","32","0.01","0.26","-0.02","195","211","211","0"
"3496","164","-548","16864","0.07","-0.31","10.14","68","19","30","0.07","0.01","-0.02","197","213","214","0"
"4195","132","-528","16952","0.1","-0.37","10.09","65","20","31","-0.11","0.14","-0.02","197","211","215","0"
"4896","132","-640","16704","0.08","-0.37","9.99","64","18","31","-0.11","0.01","0.04","197","211","216","0"
"5596","32","-504","16856","0.07","-0.33","10.02","64","18","33","-0.17","-0.23","0.1","196","211","216","0"
"6295","80","-580","16852","0.09","-0.41","10.09","65","18","32","-0.11","-0.11","0.04","199","213","217","0"
"6996","136","-544","16848","0.1","-0.33","10.07","64","19","30","-0.11","-0.05","-0.02","199","213","216","0"
"7695","76","-612","16708","0.1","-0.34","10.05","68","20","33","0.01","0.07","0.17","196","208","216","0"
"8396","124","-540","16756","0.09","-0.33","10.02","66","17","30","-0.17","-0.05","0.23","198","212","218","0"
"9095","128","-608","16780","0.05","-0.38","10.09","63","18","31","-0.11","-0.11","-0.08","199","214","219","0"
"9795","176","-520","17024","0.04","-0.31","10.18","68","21","32","0.13","0.01","-0.14","200","215","221","0"
"10495","88","-552","17100","0.06","-0.31","10.19","65","19","30","0.01","-0.05","-0.2","201","216","222","0"
