"Time","ACC_X.raw","ACC_Y.raw","ACC_Z.raw","ACC_X.norm","ACC_Y.norm","ACC_Z.norm","GYRO_X.raw","GYRO_Y.raw","GYRO_Z.raw","GYRO_X.norm","GYRO_Y.norm","GYRO_Z.norm","Ceramic_Piezo","Film_Piezo","Weighted_Film_Piezo","Activity_Name","New_Window"
"9795",4,-632,16788,0.01,-0.39,10.12,65,20,34,0,0.05,0.08,193,227,328,"human_fall","no"
"10495",0,-612,16816,0.04,-0.35,10.07,67,14,34,0,0.05,-0.04,185,218,301,"human_fall","no"
"697",248,-532,16848,0.05,-0.38,10.07,64,16,30,-0.05,-0.05,0.02,223,225,203,"object_fall","yes"
"944",704,-156,17160,1.23,-0.18,2.69,67,-16,29,0.44,-0.48,-0.1,188,214,201,"object_fall","no"
"967",160,-524,16736,0.12,-0.32,9.93,61,22,30,-0.11,-0.11,0.02,191,201,244,"object_fall","no"
"1151",376,-308,16632,0.48,-0.19,7.64,71,15,31,0.08,-0.6,0.02,206,214,247,"object_fall","no"
"1850",108,-544,16828,0.05,-0.35,10.04,66,19,32,-0.05,-0.05,0.08,207,203,240,"object_fall","no"
"2551",152,-600,16856,0.15,-0.4,10.1,66,20,32,0.08,0.07,0.08,202,210,234,"object_fall","no"
"3250",120,-540,16888,0.11,-0.36,10.11,65,18,33,0.01,0.19,-0.04,202,213,235,"object_fall","no"
"3950",164,-584,16956,0.16,-0.35,10.13,67,23,32,0.01,0.38,0.14,200,213,232,"object_fall","no"
"4650",132,-576,16848,0.09,-0.28,10.14,65,20,32,-0.17,0.01,0.08,203,213,232,"object_fall","no"
"5350",160,-652,16868,0.12,-0.38,10.11,65,19,31,0.01,-0.05,-0.04,200,214,231,"object_fall","no"
"6050",108,-656,16964,0.1,-0.35,10.01,65,20,31,-0.05,0.13,-0.04,198,210,230,"object_fall","no"
"6750",208,-636,16632,0.07,-0.35,10.01,64,19,33,0.08,0.07,0.08,202,211,228,"object_fall","no"
"7449",176,-600,16768,0.14,-0.35,10.07,67,20,32,0.08,0.01,0.14,198,213,226,"object_fall","no"
"8150",144,-572,16752,0.06,-0.36,10.04,65,20,33,0.01,0.13,0.08,201,211,226,"object_fall","no"
"8849",120,-588,16884,0.04,-0.39,10.08,67,17,33,0.2,-0.05,0.14,200,212,225,"object_fall","no"
"9550",48,-592,16760,0.08,-0.34,10.08,68,22,31,0.01,0.01,-0.1,198,210,225,"object_fall","no"
"10249",132,-476,16852,0.09,-0.34,10.06,65,17,30,0.08,0.07,-0.1,199,211,225,"object_fall","no"
"697",0,-560,16832,0.07,-0.39,10.11,66,19,32,0.14,0.07,0.14,195,217,212,"object_fall","yes"
"1396",92,-656,16788,0.09,-0.39,10.09,62,21,30,-0.29,0.07,0.2,189,211,213,"object_fall","no"
"2052",1376,-484,2720,-2.49,-1.46,19.6,79,-31,30,0.5,-0.42,0.2,194,209,215,"object_fall","no"
"2067",88,-316,15344,0.06,-0.39,10.33,64,24,38,0.2,-0.11,0.14,193,217,254,"object_fall","no"
"2244",84,-540,16884,0.48,-0.19,9.09,67,15,32,0.08,-0.66,0.14,205,210,237,"object_fall","no"
"2943",172,-524,16824,0.14,-0.33,10.13,63,19,32,-0.11,0.01,0.08,200,196,229,"object_fall","no"
"3644",160,-492,16792,0.11,-0.33,10.08,66,21,32,0.01,0.13,0.14,195,203,226,"object_fall","no"
"4343",240,-692,16872,0.1,-0.38,10.06,66,20,32,0.01,-0.05,0.08,198,209,228,"object_fall","no"
"5044",100,-592,16876,0.05,-0.37,10.09,66,20,34,-0.05,0.07,0.08,196,208,228,"object_fall","no"
"5743",112,-552,16832,0.07,-0.33,10.05,68,19,31,0.14,-0.11,0.02,195,208,228,"object_fall","no"
"6443",80,-612,16788,0.12,-0.31,10.06,66,23,28,0.08,0.13,0.02,196,208,230,"object_fall","no"
"7143",196,-688,16868,0.15,-0.38,10.03,65,18,32,0.08,-0.05,0.14,200,210,230,"object_fall","no"
"7843",136,-592,16728,0.07,-0.34,10.03,67,18,31,0.08,-0.11,0.14,199,213,232,"object_fall","no"
"8543",208,-600,16772,0.13,-0.36,10.11,64,18,31,0.01,0.01,-0.04,198,209,232,"object_fall","no"
"9243",172,-596,16860,0.13,-0.3,10.07,68,21,33,0.14,0.07,-0.04,197,209,232,"object_fall","no"
"9942",80,-668,17004,0.06,-0.4,10.18,68,17,32,0.01,-0.17,0.14,198,210,231,"object_fall","no"
"10643",200,-540,16824,0.07,-0.33,10.08,62,16,32,-0.23,-0.11,-0.04,201,211,232,"object_fall","no"
"696",220,-480,16932,0.07,-0.32,10.04,67,20,29,0.14,-0.11,0.02,183,235,200,"object_fall","yes"
"1106",2564,784,6368,-2.04,-1.51,13.84,74,-24,29,0.32,-0.3,0.08,182,219,198,"object_fall","no"
"1128",-76,-628,16980,0.09,-0.32,10.09,66,28,32,0.08,0.56,-0.04,189,214,202,"object_fall","no"
"1829",60,-548,16832,0.05,-0.29,9.97,64,19,32,-0.11,-0.05,0.08,184,205,203,"object_fall","no"
"2528",124,-552,16796,0.07,-0.36,10.14,64,19,32,-0.05,0.01,0.08,186,206,204,"object_fall","no"
"3229",200,-584,16892,0.09,-0.34,10.09,66,18,32,-0.05,-0.11,0.14,187,207,206,"object_fall","no"
"3928",128,-736,16780,0.08,-0.37,10.08,62,20,29,-0.11,0.01,0.02,185,208,206,"object_fall","no"
"4628",172,-576,16860,0.09,-0.38,10.06,66,20,33,-0.11,0.07,0.2,186,208,208,"object_fall","no"
"5328",112,-540,16828,0.12,-0.34,9.99,65,19,30,0.08,0.01,0.02,187,209,210,"object_fall","no"
"6028",180,-608,16740,0.05,-0.35,10.07,64,17,31,0.01,-0.11,0.08,188,209,210,"object_fall","no"
"6729",224,-564,16904,0.07,-0.33,10.04,67,16,33,0.14,-0.11,-0.04,190,210,212,"object_fall","no"
"7428",76,-612,16856,0.09,-0.34,10.17,64,21,31,-0.17,0.07,0.14,189,207,214,"object_fall","no"
"8128",148,-552,16912,0.15,-0.28,10.05,65,21,33,-0.11,0.07,0.08,192,207,214,"object_fall","no"
"8828",152,-596,16832,0.08,-0.32,10.07,62,14,30,0.01,-0.11,0.08,189,206,214,"object_fall","no"
"9528",156,-536,16980,0.09,-0.36,10.09,64,20,31,0.01,-0.11,0.02,190,206,213,"object_fall","no"
"10228",180,-584,16748,0.07,-0.37,10.05,64,21,29,-0.05,-0.05,-0.04,190,208,214,"object_fall","no"
"696",164,-628,16924,0.09,-0.35,10.1,68,23,28,-0.05,0.01,-0.04,194,225,225,"object_fall","yes"
"902",36,-584,17168,0.02,-0.35,10.27,67,29,30,0.08,0.92,0.08,192,214,223,"object_fall","no"
"1032",280,-468,16640,0.37,-0.19,9.19,65,16,32,0.2,-0.72,-0.17,191,208,216,"object_fall","no"
"1732",104,-540,16844,0.13,-0.37,10.09,66,18,31,-0.11,-0.05,-0.1,190,198,218,"object_fall","no"
"2432",140,-572,16792,0.06,-0.31,10.07,65,18,33,0.01,0.01,0.2,188,207,214,"object_fall","no"
"3132",64,-588,16836,0.06,-0.36,10.07,66,20,31,-0.11,-0.11,0.08,188,206,214,"object_fall","no"
"3832",148,-608,16792,0.07,-0.32,10.11,67,18,29,0.14,-0.05,0.02,191,206,215,"object_fall","no"
"4532",124,-528,16912,0.06,-0.36,10.16,65,19,29,0.01,0.01,0.08,190,204,214,"object_fall","no"
"5231",140,-624,16972,0.04,-0.36,10.11,64,19,30,0.01,0.13,0.08,187,205,215,"object_fall","no"
"5932",136,-520,16796,0.11,-0.33,10.04,65,19,29,-0.11,0.01,-0.04,188,202,214,"object_fall","no"
"6631",108,-548,16820,0.07,-0.34,10.08,66,19,29,0.01,0.13,0.02,187,124,186,"object_fall","no"
"7332",92,-576,16804,0.04,-0.31,10.02,66,20,31,0.01,0.13,-0.04,188,177,199,"object_fall","no"
"8031",160,-616,16768,0.05,-0.33,10.1,68,17,32,0.14,-0.11,0.26,188,191,205,"object_fall","no"
"8731",136,-528,16844,0.1,-0.32,10.06,67,17,33,0.08,0.07,0.08,187,226,216,"object_fall","no"
"9431",88,-532,16812,0.05,-0.32,10.06,67,21,33,0.08,0.07,-0.04,188,179,201,"object_fall","no"
"10131",112,-508,16832,0.08,-0.34,10.14,64,21,32,0.14,0.01,0.26,195,364,265,"object_fall","no"
"695",140,-524,16688,0.05,-0.33,10.03,67,22,33,0.14,0.19,0.08,188,221,212,"object_fall","yes"
"907",1456,20,14044,0.99,-0.2,2.43,73,-18,28,0.87,-0.72,0.26,188,213,210,"object_fall","no"
"926",836,-244,15924,0.19,-0.18,8.8,67,22,30,0.2,0.86,0.32,188,207,215,"object_fall","no"
"1098",164,-632,16832,0.42,-0.08,8.88,67,14,35,0.2,-0.84,0.08,186,197,201,"object_fall","no"
"1798",144,-524,16844,0.13,-0.33,10,65,21,29,-0.17,0.19,0.02,189,193,204,"object_fall","no"
"2498",124,-588,16832,0.06,-0.33,10.13,64,22,31,-0.05,0.19,0.2,187,202,206,"object_fall","no"
"3198",244,-560,16708,0.06,-0.33,10.03,68,19,32,0.14,0.01,0.08,182,206,207,"object_fall","no"
"3897",224,-620,16636,0.12,-0.37,10,63,21,31,0.01,0.07,-0.1,186,205,206,"object_fall","no"
"4598",204,-576,16776,0.12,-0.4,10.09,66,20,28,0.2,0.13,0.02,185,206,206,"object_fall","no"
"5297",160,-492,16920,0.11,-0.37,10.18,65,15,30,0.01,-0.11,-0.04,187,205,206,"object_fall","no"
"5998",124,-708,16896,0.09,-0.35,10.1,63,20,34,-0.17,0.13,0.2,186,206,205,"object_fall","no"
"6697",216,-516,16764,0.09,-0.33,10.15,68,18,32,0.08,-0.11,0.14,183,206,204,"object_fall","no"
"7397",244,-556,16848,0.12,-0.35,9.99,63,22,30,-0.11,0.19,0.02,187,204,203,"object_fall","no"
"8097",176,-524,16868,0.07,-0.34,10.1,69,14,31,0.14,-0.36,0.14,186,206,202,"object_fall","no"
"8797",108,-592,16924,0.03,-0.32,10.08,67,19,29,-0.11,-0.05,-0.1,183,204,202,"object_fall","no"
"9498",136,-604,16900,0.1,-0.33,10.05,64,18,31,-0.05,0.07,0.08,185,205,203,"object_fall","no"
"10197",132,-536,16708,0.1,-0.33,10.05,65,17,31,0.08,-0.05,-0.04,184,203,201,"object_fall","no"
"696",108,-568,16772,0.06,-0.34,10.03,64,22,31,0.08,0.07,0.32,192,210,214,"object_fall","yes"
"1117",908,-444,14860,0.13,-0.22,10.4,65,31,29,0.08,0.62,0.2,190,207,215,"object_fall","no"
"1816",280,-532,16684,0.12,-0.39,10,65,17,29,0.14,0.07,-0.1,172,197,190,"object_fall","no"
"2516",76,-612,16676,0.09,-0.34,10.09,66,19,32,0.14,0.01,0.08,192,206,219,"object_fall","no"
"3216",160,-592,16728,0.11,-0.35,10.06,67,21,29,-0.05,0.07,-0.04,192,207,220,"object_fall","no"
"3916",100,-544,16776,0.11,-0.34,10.02,67,20,30,0.01,0.07,0.14,192,208,221,"object_fall","no"
"4616",76,-632,16776,0.1,-0.32,10.1,66,21,32,0.01,0.13,0.08,191,204,219,"object_fall","no"
"5316",152,-524,16840,0.08,-0.33,10.1,66,20,30,0.14,0.19,0.08,192,206,219,"object_fall","no"
"6015",220,-584,16804,0.14,-0.38,10.1,66,18,31,-0.05,0.01,0.08,190,207,216,"object_fall","no"
"6716",128,-596,16952,0.11,-0.34,10.13,67,18,29,0.08,-0.05,0.08,188,204,211,"object_fall","no"
"7415",140,-584,16852,0.07,-0.31,10.09,65,23,33,-0.05,0.13,0.14,187,205,210,"object_fall","no"
"7597",80,-548,16916,0.08,-0.34,10.06,66,17,29,0.01,-0.05,-0.29,189,208,209,"object_fall","no"
"8297",132,-544,16904,0.12,-0.33,10.09,66,15,31,0.01,-0.05,0.02,187,194,204,"object_fall","no"
"8997",68,-624,16784,0.13,-0.36,10.04,63,18,32,-0.11,0.01,0.14,185,201,205,"object_fall","no"
"9697",156,-660,16820,0.08,-0.37,10.13,66,21,29,0.01,0.13,0.02,183,203,206,"object_fall","no"
"10397",204,-484,16888,0.11,-0.28,10.13,69,18,31,0.01,-0.11,0.08,188,205,205,"object_fall","no"
"695",136,-652,16976,0.1,-0.38,10.17,65,19,29,-0.05,0.07,-0.1,195,264,241,"object_fall","yes"
"1372",1588,328,13736,0.49,-0.4,2.57,83,-39,34,0.99,-0.23,0.14,193,231,235,"object_fall","no"
"1391",328,-500,16276,0.18,-0.28,9.86,62,11,31,-0.05,-0.36,0.02,195,216,243,"object_fall","no"
"1436",92,-572,16876,0.05,-0.41,10.07,63,20,31,-0.05,0.07,-0.04,193,276,244,"object_fall","no"
"1449",40,-564,16784,0.02,-0.34,10.04,64,19,31,-0.17,0.13,0.08,195,189,220,"object_fall","no"
"1569",188,-588,16688,0.51,0.15,7.88,71,13,30,0.2,-0.66,-0.04,195,179,215,"object_fall","no"
"2268",208,-588,16748,0.13,-0.38,10.03,65,22,31,0.01,0.19,0.14,197,178,214,"object_fall","no"
"2969",100,-516,16908,0.1,-0.31,10.05,67,23,32,0.08,0.13,0.08,192,197,217,"object_fall","no"
"3668",116,-652,16832,0.07,-0.38,10.08,64,17,32,-0.11,-0.05,0.14,192,208,222,"object_fall","no"
"4368",116,-548,16908,0.08,-0.35,10.1,67,22,32,-0.05,0.01,0.02,191,210,222,"object_fall","no"
"5068",64,-552,16916,0.02,-0.32,10.09,66,20,32,-0.05,0.01,-0.04,191,205,220,"object_fall","no"
"5768",128,-576,16872,0.1,-0.37,10.07,67,21,33,-0.17,-0.11,0.08,189,130,193,"object_fall","no"
"6468",172,-560,16936,0.06,-0.35,10.05,63,17,30,-0.05,0.01,-0.04,187,181,207,"object_fall","no"
"7168",116,-484,16800,0.07,-0.3,10.08,66,17,33,-0.05,-0.05,0.08,191,302,249,"object_fall","no"
"7867",204,-548,16764,0.15,-0.31,10.04,65,19,33,-0.05,0.01,0.08,195,253,236,"object_fall","no"
"8568",184,-564,16932,0.18,-0.34,10.07,66,17,28,-0.17,-0.11,-0.1,192,231,230,"object_fall","no"
"9268",48,-564,16696,0.07,-0.3,10.05,66,17,33,0.01,0.13,0.2,193,222,227,"object_fall","no"
"9968",232,-552,16808,0.12,-0.33,10.07,63,23,32,-0.11,0.25,-0.04,194,215,225,"object_fall","no"
"10668",200,-508,16888,0.09,-0.29,10.15,63,17,28,-0.17,0.13,0.08,191,213,221,"object_fall","no"
"696",144,-584,16804,0.07,-0.29,10.08,63,17,33,-0.17,-0.05,0.2,188,225,213,"object_fall","yes"
"1085",136,-684,16968,-0.02,-0.45,10.48,60,18,29,4.22,2.45,1.48,183,344,251,"object_fall","no"
"1333",192,-584,16784,0.06,-0.34,10.24,63,19,31,-0.11,-0.11,0.2,202,313,254,"object_fall","no"
"2033",136,-596,16904,0.07,-0.35,10.06,68,21,33,0.14,0.07,0.14,191,380,273,"object_fall","no"
"2698",136,-524,16920,0.04,-0.29,10.12,64,20,30,-0.11,-0.11,-0.04,191,333,261,"object_fall","no"
"3397",144,-592,16892,0.07,-0.38,10.03,67,16,32,0.08,-0.05,0.08,0,0,167,"object_fall","no"
"4098",160,-556,16864,0.08,-0.31,10.07,66,19,32,0.01,-0.11,0.2,0,218,87,"object_fall","no"
"4189",148,-644,16796,0.17,-0.39,10.13,66,22,33,0.08,-0.23,0.08,0,202,95,"object_fall","no"
"4200",148,-584,16792,0.08,-0.33,10.04,63,24,32,-0.17,0.13,0.08,0,116,74,"object_fall","no"
"4260",228,-576,16888,0.07,-0.32,10.12,65,19,30,0.08,-0.11,0.14,0,63,59,"object_fall","no"
"4299",160,-584,16692,0.01,-0.33,9.98,63,19,29,-0.05,0.01,-0.1,0,32,53,"object_fall","no"
"4334",92,-640,16740,0.08,-0.35,10.09,66,23,30,0.01,0.19,0.14,0,111,80,"object_fall","no"
"4359",116,-500,16820,0.12,-0.31,10.03,66,19,30,0.01,0.01,-0.04,0,112,87,"object_fall","no"
"4389",68,-504,16740,0.07,-0.37,10.03,66,15,31,0.08,-0.23,-0.04,0,85,90,"object_fall","no"
"4399",36,-584,16856,0.02,-0.35,10.08,68,18,31,0.08,0.38,0.14,0,56,86,"object_fall","no"
"4416",244,-592,16836,0.1,-0.32,10.08,64,10,31,-0.17,-0.42,-0.04,5,17,74,"object_fall","no"
"4542",144,-588,16904,0.06,-0.36,10.08,64,17,32,-0.05,-0.17,0.14,0,23,52,"object_fall","no"
"4566",180,-576,16932,0.08,-0.37,10.02,63,21,29,-0.11,0.01,-0.04,285,130,793,"object_fall","no"
"4999",156,-604,16860,0.09,-0.3,10.02,66,21,31,0.08,0.13,-0.1,277,154,797,"object_fall","no"
"5699",88,-524,16892,0.01,-0.31,10.06,67,19,31,0.08,0.01,0.14,248,308,837,"object_fall","no"
"6400",216,-652,16808,0.05,-0.34,10.16,64,18,29,0.14,-0.11,-0.04,228,255,801,"object_fall","no"
"7099",156,-620,16892,0.02,-0.35,10.08,64,16,32,-0.17,0.01,0.08,250,215,800,"object_fall","no"
"7799",116,-528,16808,0.05,-0.35,10.06,65,20,31,-0.05,0.01,-0.04,252,251,804,"object_fall","no"
"8499",156,-524,16780,0.1,-0.35,10.02,66,22,30,-0.05,0.07,-0.1,219,234,787,"object_fall","no"
"9199",144,-560,16848,0.11,-0.33,10.05,67,20,31,-0.05,0.07,0.2,218,214,763,"object_fall","no"
"9899",136,-656,16972,0.05,-0.34,10.17,64,18,35,0.08,0.07,0.2,217,265,758,"object_fall","no"
"10599",176,-500,16768,0.11,-0.32,10.03,67,21,31,0.08,0.07,0.02,234,140,704,"object_fall","no"
"696",228,-588,16836,0.09,-0.35,10.02,67,17,30,0.01,-0.05,-0.17,107,164,361,"object_fall","yes"
"1052",176,-420,17676,5.79,1.02,-3.25,-89,-374,25,-2.06,-17.61,0.81,89,134,346,"object_fall","no"
"1080",144,-584,16952,0.07,-0.35,10.03,65,19,31,-0.11,0.01,0.08,98,111,347,"object_fall","no"
"1216",376,-488,16632,0.83,0.02,6.99,61,25,30,0.26,-1.21,0.02,97,90,322,"object_fall","no"
"1915",40,-564,16804,0.11,-0.3,10.08,67,16,34,0.08,-0.17,0.08,81,73,303,"object_fall","no"
"2615",112,-596,16832,0.06,-0.34,10.08,63,17,31,-0.11,-0.05,0.08,84,111,310,"object_fall","no"
"3315",176,-504,16908,0.15,-0.32,10.07,65,20,31,0.01,0.25,0.02,87,123,308,"object_fall","no"
"4015",96,-540,16796,0.03,-0.33,10.13,68,18,32,-0.05,-0.11,0.08,89,125,301,"object_fall","no"
"4715",88,-580,16804,0.05,-0.35,10.11,68,19,33,0.01,0.01,0.2,85,126,296,"object_fall","no"
"5415",104,-600,16740,0.07,-0.34,10.1,63,18,32,0.01,0.07,0.08,79,124,291,"object_fall","no"
"6114",112,-516,16888,0.07,-0.31,10.13,66,17,30,0.01,0.01,0.02,71,123,285,"object_fall","no"
"6815",72,-568,16848,0.05,-0.39,10.1,65,19,29,0.01,-0.11,0.08,80,128,280,"object_fall","no"
"7514",152,-544,16980,0.06,-0.3,10.08,62,20,31,-0.23,0.07,-0.04,66,124,275,"object_fall","no"
"8215",192,-612,16832,0.17,-0.39,10.17,62,20,29,-0.05,0.19,-0.04,73,126,266,"object_fall","no"
"8914",136,-588,16820,0.08,-0.39,10.09,68,20,33,0.2,0.07,0.08,76,128,278,"object_fall","no"
"9615",128,-536,16664,0.03,-0.34,10.11,64,20,31,0.01,0.07,0.2,72,128,262,"object_fall","no"
"10314",120,-580,16852,0.08,-0.34,10.11,65,22,33,-0.05,0.19,0.02,73,128,258,"object_fall","no"
"697",172,-608,16808,0.1,-0.32,10.13,67,15,31,0.14,-0.17,-0.04,58,152,242,"object_fall","yes"
"1393",136,-504,16424,0.15,-0.31,9.78,66,19,27,0.01,-0.42,-0.17,63,125,233,"object_fall","no"
"1582",272,-572,16976,0.77,-0.29,8.04,65,11,33,0.2,-0.84,0.14,56,126,231,"object_fall","no"
"2283",96,-592,16780,0.06,-0.34,10.06,64,22,31,0.01,0.13,0.02,49,95,211,"object_fall","no"
"2982",116,-572,16832,0.1,-0.33,10.16,68,20,34,0.14,0.07,0.14,55,114,219,"object_fall","no"
"3683",100,-568,16908,0.06,-0.31,10.04,65,19,30,0.08,0.01,-0.1,54,118,215,"object_fall","no"
"4382",84,-600,16924,0.05,-0.36,10.05,65,16,31,0.01,-0.11,0.02,55,115,212,"object_fall","no"
"5082",228,-532,16800,0.06,-0.37,10.11,67,21,31,0.14,0.07,-0.04,49,116,211,"object_fall","no"
"5782",188,-564,16996,0.11,-0.35,10.19,67,22,34,-0.11,0.31,0.26,45,117,209,"object_fall","no"
"6482",72,-584,16756,0.11,-0.34,10.01,64,21,33,0.01,0.07,0.02,56,118,208,"object_fall","no"
"7182",88,-520,16740,0.1,-0.32,10.08,67,22,33,0.01,-0.05,0.08,45,119,207,"object_fall","no"
"7882",128,-560,16892,0.1,-0.33,10.06,67,18,33,0.14,-0.17,0.14,46,117,203,"object_fall","no"
"8581",252,-580,16820,0.11,-0.34,10.12,65,20,31,0.01,0.25,-0.04,45,118,202,"object_fall","no"
"9282",116,-640,16792,0.08,-0.41,10.07,64,20,34,-0.05,-0.05,0.14,52,120,201,"object_fall","no"
"9981",160,-584,16896,0.07,-0.3,10.1,65,18,32,-0.11,0.07,0.08,48,119,199,"object_fall","no"
"10682",72,-640,16756,0.09,-0.33,10.03,67,20,31,-0.05,0.07,-0.04,45,119,192,"object_fall","no"
"695",148,-572,16652,0.11,-0.41,10.04,66,18,32,0.08,0.01,-0.1,43,122,178,"object_fall","yes"
"1396",120,-552,16788,0.09,-0.35,10.03,67,21,33,-0.11,0.13,0.14,40,148,187,"object_fall","no"
"1652",-112,-1012,17244,0.21,-0.3,9.73,66,42,25,-0.17,1.23,-0.1,36,127,182,"object_fall","no"
"1670",176,-568,16560,0.1,-0.41,9.99,69,14,28,0.08,0.38,-0.04,36,105,218,"object_fall","no"
"1806",80,-640,16952,0.38,-0.64,9.16,63,15,30,-0.23,-0.11,-0.17,39,67,158,"object_fall","no"
"2506",72,-604,16844,0.06,-0.37,10.11,66,22,32,-0.11,0.13,-0.04,34,67,156,"object_fall","no"
"3206",196,-584,16844,0.09,-0.28,10.06,65,20,31,0.01,-0.11,-0.04,35,113,167,"object_fall","no"
"3905",204,-500,16824,0.09,-0.33,10.05,65,21,30,-0.11,0.07,0.14,38,119,167,"object_fall","no"
"4606",188,-576,16880,0.11,-0.35,10.04,64,21,33,-0.11,0.13,0.26,38,120,167,"object_fall","no"
"5305",84,-596,16808,0.09,-0.35,10.06,64,19,30,0.01,-0.05,0.02,33,119,166,"object_fall","no"
"6006",196,-524,16828,0.07,-0.33,10.08,66,18,30,-0.05,-0.05,0.02,42,118,166,"object_fall","no"
"6705",64,-500,16708,0.06,-0.35,10.07,67,18,29,0.01,-0.11,0.14,37,120,161,"object_fall","no"
"7405",112,-564,16880,0.07,-0.36,10.16,64,20,28,-0.05,0.01,-0.1,37,118,166,"object_fall","no"
"8105",112,-468,16820,0.1,-0.3,10.11,64,21,30,-0.05,0.07,0.02,41,120,165,"object_fall","no"
"8805",172,-628,16892,0.08,-0.4,10.05,68,20,30,0.01,0.13,-0.17,36,119,165,"object_fall","no"
"9505",152,-532,16888,0.09,-0.33,10.1,67,17,31,-0.05,-0.05,-0.04,40,116,165,"object_fall","no"
"10205",184,-580,16876,0.06,-0.32,10.04,65,16,31,-0.17,-0.05,-0.04,31,117,164,"object_fall","no"
"696",200,-576,16900,0.07,-0.37,10.12,63,21,31,0.01,0.01,0.02,38,143,170,"object_fall","yes"
"1070",676,440,16032,0.07,-0.62,10.21,65,-9,32,0.08,0.44,0.02,36,121,168,"object_fall","no"
"1770",276,-596,16756,0.12,-0.36,10.08,67,21,30,0.14,0.07,0.08,35,106,144,"object_fall","no"
"2470",176,-624,16880,0.05,-0.38,10.05,66,17,34,-0.05,-0.05,0.14,40,119,174,"object_fall","no"
"3170",160,-544,16732,0.12,-0.33,10.13,66,20,30,0.01,0.19,0.02,42,118,176,"object_fall","no"
"3870",108,-632,16856,0.07,-0.42,10.05,61,19,32,-0.29,-0.05,-0.04,48,118,177,"object_fall","no"
"4570",120,-548,16736,0.1,-0.34,9.98,65,19,34,-0.11,0.07,0.2,42,117,179,"object_fall","no"
"5270",64,-568,16800,0.03,-0.35,10.08,64,18,33,-0.05,-0.05,0.14,47,119,181,"object_fall","no"
"5970",152,-608,16788,0.15,-0.38,10.08,64,17,30,0.08,-0.05,0.14,49,118,181,"object_fall","no"
"6669",56,-592,16832,0.06,-0.35,10.13,65,22,31,-0.05,0.25,0.02,48,118,181,"object_fall","no"
"7370",144,-612,16780,0.08,-0.32,10.05,64,20,30,0.01,-0.11,-0.1,45,117,181,"object_fall","no"
"8069",160,-520,16888,0.08,-0.3,10.06,65,21,32,-0.11,0.01,0.14,48,116,180,"object_fall","no"
"8770",144,-552,16808,0.11,-0.31,10.08,67,22,30,0.01,0.13,-0.04,51,118,180,"object_fall","no"
"9469",132,-592,16924,0.08,-0.34,10.08,63,22,31,0.01,0.13,0.2,45,117,181,"object_fall","no"
"10169",92,-528,16848,0.08,-0.33,10.01,65,20,30,-0.05,0.13,-0.17,44,119,183,"object_fall","no"
"696",112,-592,16800,0.08,-0.37,10.07,66,22,31,-0.05,0.01,0.02,52,173,192,"object_fall","yes"
"759",164,-1116,16936,-0.28,-0.44,10.95,67,14,29,-0.35,1.78,0.08,48,130,182,"object_fall","no"
"781",220,-472,16700,0.05,-0.36,10.1,64,21,33,0.08,-0.05,0.14,35,87,160,"object_fall","no"
"930",352,-1044,15768,0.38,-0.23,7.06,60,13,31,-0.17,-0.97,-0.04,40,64,157,"object_fall","no"
"1630",72,-612,16832,0.13,-0.34,10.08,66,17,29,-0.11,0.01,-0.1,40,69,150,"object_fall","no"
"2330",60,-528,16728,0.09,-0.37,9.99,66,20,32,0.08,0.01,0.02,41,111,168,"object_fall","no"
"3030",220,-604,16780,0.09,-0.32,10.03,67,21,32,0.01,0.13,-0.17,42,116,168,"object_fall","no"
"3729",140,-572,16908,0.04,-0.34,10.07,65,19,31,-0.11,0.07,-0.04,40,117,169,"object_fall","no"
"4430",100,-572,16872,0.06,-0.34,10.07,65,17,31,-0.05,-0.11,0.02,46,117,170,"object_fall","no"
"5129",124,-652,16920,0.05,-0.34,10.12,63,20,34,-0.17,-0.11,0.2,47,118,175,"object_fall","no"
"5830",204,-548,16820,0.11,-0.35,10.08,67,18,32,0.2,0.01,0.14,48,118,176,"object_fall","no"
"6529",244,-572,16708,0.05,-0.36,10.08,64,19,30,-0.05,-0.11,-0.1,49,118,176,"object_fall","no"
"7230",124,-644,16904,0.09,-0.4,10.12,65,18,33,-0.05,0.01,0.08,45,117,174,"object_fall","no"
"7929",172,-600,16796,0.13,-0.28,10.03,68,21,34,0.14,-0.05,0.08,47,116,175,"object_fall","no"
"8629",192,-608,16936,0.13,-0.38,10.17,65,18,32,-0.11,0.07,0.08,50,118,176,"object_fall","no"
"9329",80,-612,16852,0.09,-0.35,10.03,68,21,29,0.14,-0.05,-0.23,48,118,176,"object_fall","no"
"10029",-40,-556,16856,0.01,-0.36,10.13,67,20,31,0.14,-0.11,0.2,47,118,176,"object_fall","no"
"696",188,-644,16904,0.12,-0.39,10.12,65,19,31,-0.23,0.01,0.02,43,191,186,"object_fall","yes"
"1396",152,-632,16728,0.09,-0.31,10.06,66,18,34,-0.05,-0.05,0.02,46,138,170,"object_fall","no"
"2096",196,-508,16952,0.04,-0.36,10.14,65,21,32,0.01,0.07,0.02,43,124,165,"object_fall","no"
"2601",412,-688,14360,-0.18,-0.32,10.93,67,12,33,-0.05,-0.11,-0.04,43,121,165,"object_fall","no"
