"Time","ACC_X.raw","ACC_Y.raw","ACC_Z.raw","ACC_X.norm","ACC_Y.norm","ACC_Z.norm","GYRO_X.raw","GYRO_Y.raw","GYRO_Z.raw","GYRO_X.norm","GYRO_Y.norm","GYRO_Z.norm","Ceramic_Piezo","Film_Piezo","Weighted_Film_Piezo","Activity_Name","New_Window"
"8396",124,-540,16756,0.09,-0.33,10.02,66,17,30,-0.17,-0.05,0.23,198,212,218,"walking","no"
"9095",128,-608,16780,0.05,-0.38,10.09,63,18,31,-0.11,-0.11,-0.08,199,214,219,"walking","no"
"9795",176,-520,17024,0.04,-0.31,10.18,68,21,32,0.13,0.01,-0.14,200,215,221,"walking","no"
"10495",88,-552,17100,0.06,-0.31,10.19,65,19,30,0.01,-0.05,-0.2,201,216,222,"walking","no"
"697",80,-560,16716,0.07,-0.36,10.03,66,19,27,0.07,-0.06,-0.07,208,338,204,"sitting","yes"
"1397",232,-612,16916,0.07,-0.36,10.08,63,20,31,-0.12,0.06,-0.01,165,262,190,"sitting","no"
"2097",180,-556,16776,0.12,-0.35,10.01,65,19,34,0.07,0,0.11,169,306,212,"sitting","no"
"2797",136,-640,16832,0.13,-0.34,10.07,66,19,29,0.07,-0.12,-0.25,176,221,204,"sitting","no"
"3496",80,-660,16768,0.12,-0.32,10.05,69,20,34,-0.06,0.12,-0.01,176,163,187,"sitting","no"
"4197",96,-660,16896,0.08,-0.38,10,67,20,32,0.07,0.06,-0.19,175,168,187,"sitting","no"
"4896",116,-612,16872,0.07,-0.36,10.13,66,19,30,0,0,-0.19,177,176,190,"sitting","no"
"5597",220,-628,16900,0.1,-0.38,10.11,63,20,32,-0.18,-0.12,0.11,177,184,193,"sitting","no"
"6296",184,-608,16788,0.09,-0.34,10.05,66,17,31,-0.24,-0.12,0.05,175,189,195,"sitting","no"
"6996",260,-672,17012,0.12,-0.34,10.16,66,21,35,0.13,0.12,0.05,176,194,197,"sitting","no"
"7696",152,-628,16864,0.09,-0.35,10.03,67,20,32,-0.06,0.18,-0.13,176,196,198,"sitting","no"
"8396",128,-660,16860,0.07,-0.4,10.13,66,20,32,0,0.06,0.11,176,201,201,"sitting","no"
"9096",156,-600,16708,0.11,-0.31,10.04,65,16,31,-0.06,-0.06,-0.13,177,201,201,"sitting","no"
"9796",108,-612,16780,0.16,-0.41,10.02,66,18,32,-0.06,-0.12,-0.07,178,199,202,"sitting","no"
"10495",228,-692,16796,0.08,-0.36,10.07,64,22,31,-0.12,0.06,-0.07,178,200,204,"sitting","no"
"696",228,-624,16904,0.16,-0.38,10.11,63,18,32,-0.06,0.12,0.05,175,212,195,"sitting","yes"
"1396",64,-548,16964,0.11,-0.33,10.07,67,19,33,0.07,0.06,0.05,175,209,197,"sitting","no"
"2096",232,-672,16900,0.07,-0.37,10.05,63,20,29,-0.06,-0.06,-0.13,180,306,234,"sitting","no"
"2796",208,-604,16812,0.15,-0.38,10.02,65,22,30,-0.06,0.18,-0.07,182,370,263,"sitting","no"
"3496",232,-540,16924,0.1,-0.33,10.13,66,20,31,0,-0.12,-0.07,179,205,215,"sitting","no"
"4196",236,-620,16768,0.17,-0.38,10.14,66,19,29,-0.12,0.06,-0.01,181,176,206,"sitting","no"
"4895",192,-604,17048,0.1,-0.34,10.19,65,18,31,0,-0.06,0.05,184,173,206,"sitting","no"
"5596",220,-648,16788,0.1,-0.37,10.04,65,20,27,0.07,0,-0.13,184,185,210,"sitting","no"
"6295",80,-664,16696,0.1,-0.4,9.98,67,20,33,-0.06,-0.06,0.17,181,194,213,"sitting","no"
"6996",236,-532,16820,0.11,-0.31,10.1,65,20,33,-0.06,-0.12,0.05,180,191,213,"sitting","no"
"7695",184,-640,16764,0.11,-0.38,10.03,65,19,31,-0.12,0.06,0.17,183,195,215,"sitting","no"
"8395",168,-588,16816,0.13,-0.32,10.03,68,19,34,0,0,0.11,184,197,216,"sitting","no"
"9095",116,-672,16856,0.13,-0.36,10.11,65,20,32,0,0.12,0.05,184,199,218,"sitting","no"
"9795",196,-556,16824,0.13,-0.37,10.09,66,21,32,-0.06,0.12,0.11,183,200,220,"sitting","no"
"10496",104,-676,16944,0.15,-0.4,10.11,64,18,32,-0.06,0.24,-0.01,184,200,221,"sitting","no"
"696",172,-524,16788,0.08,-0.33,10.07,67,16,33,-0.06,0,-0.13,182,224,215,"sitting","yes"
"1397",324,-632,16912,0.15,-0.35,10.13,66,18,30,0,0,-0.01,182,272,235,"sitting","no"
"2096",176,-500,16920,0.03,-0.34,10.03,64,18,33,-0.12,-0.12,-0.13,189,267,251,"sitting","no"
"2796",116,-600,16852,0.05,-0.37,10.14,67,21,33,0.19,0,0.05,190,210,241,"sitting","no"
"3496",144,-584,16924,0.12,-0.38,10.1,65,18,31,-0.12,-0.06,0.05,191,205,234,"sitting","no"
"4196",160,-608,16940,0.08,-0.38,10.05,64,18,31,-0.06,0,0.05,186,162,217,"sitting","no"
"4896",200,-604,16976,0.09,-0.36,10.11,65,17,31,-0.12,-0.06,0.05,188,171,215,"sitting","no"
"5596",140,-624,16904,0.08,-0.36,10.08,65,19,34,0.07,-0.06,0.11,186,177,217,"sitting","no"
"6295",224,-572,16840,0.12,-0.33,10.05,66,21,32,-0.06,0.18,0.11,186,185,219,"sitting","no"
"6996",216,-616,16780,0.11,-0.36,10.04,64,19,32,-0.18,-0.31,0.11,183,188,219,"sitting","no"
"7695",220,-708,16904,0.13,-0.45,10.2,63,19,31,0.07,0,-0.07,183,195,221,"sitting","no"
"8396",208,-516,16892,0.1,-0.33,10.05,64,18,30,0.07,-0.19,0.05,183,197,221,"sitting","no"
"9095",176,-596,16864,0.08,-0.38,10.14,65,17,30,0.13,-0.06,-0.07,185,198,221,"sitting","no"
"9795",244,-564,16828,0.16,-0.36,10.11,68,17,32,-0.12,-0.06,0.11,186,198,222,"sitting","no"
"10496",148,-612,16984,0.1,-0.37,10.16,63,18,30,0,0,-0.13,184,198,220,"sitting","no"
"697",180,-596,16772,0.09,-0.35,10.09,67,16,27,-0.12,-0.19,-0.19,172,218,190,"sitting","yes"
"1396",144,-668,16892,0.09,-0.38,10.11,65,19,30,-0.06,0.12,0.11,174,253,206,"sitting","no"
"2096",216,-536,16868,0.15,-0.34,10.13,66,20,29,-0.12,0.06,-0.07,183,253,231,"sitting","no"
"2796",160,-540,16772,0.1,-0.36,10.09,65,17,30,-0.06,-0.12,0.11,182,124,194,"sitting","no"
"3496",164,-712,16780,0.05,-0.42,10.09,66,20,31,0.07,0.12,0.11,180,144,195,"sitting","no"
"4196",228,-564,16928,0.12,-0.39,10.18,65,20,31,0.07,0.12,0.05,181,170,199,"sitting","no"
"4896",176,-612,16860,0.11,-0.37,10,68,20,34,-0.06,0.12,0.05,182,179,202,"sitting","no"
"5595",192,-576,16856,0.11,-0.34,10.08,62,20,33,-0.12,0.12,-0.01,181,186,205,"sitting","no"
"6296",240,-428,16796,0.11,-0.31,10.04,64,19,30,0,0,0.05,182,188,208,"sitting","no"
"6995",220,-612,16924,0.12,-0.36,10.14,65,21,34,0.13,0,0.11,181,191,208,"sitting","no"
"7696",176,-648,16812,0.12,-0.38,10.06,63,17,30,-0.18,-0.19,0.05,181,194,211,"sitting","no"
"8395",232,-632,16688,0.15,-0.38,10.03,67,20,29,-0.06,0.12,-0.01,184,195,213,"sitting","no"
"9095",84,-648,16900,0.12,-0.35,10,67,17,31,-0.12,-0.12,-0.07,183,196,216,"sitting","no"
"9796",196,-564,16908,0.04,-0.37,10.14,63,23,31,0.07,0.06,-0.19,186,196,216,"sitting","no"
"10495",200,-564,16924,0.11,-0.33,10.01,65,19,31,0,-0.06,-0.07,178,197,216,"sitting","no"
"697",156,-636,16820,0.14,-0.33,10.09,69,20,31,0.19,0.18,0.05,180,270,224,"sitting","yes"
"1396",196,-584,16920,0.16,-0.39,10.15,67,19,31,-0.06,0.06,0.05,183,285,234,"sitting","no"
"2097",132,-604,16824,0.1,-0.38,9.99,67,18,35,0.07,-0.12,0.3,187,344,269,"sitting","no"
"2796",188,-612,16888,0.09,-0.38,10.04,64,20,33,-0.12,0.06,0.24,192,296,270,"sitting","no"
"3496",224,-584,16912,0.15,-0.38,10.09,66,21,31,0.07,0,0.11,189,142,218,"sitting","no"
"4196",100,-640,16708,0.05,-0.35,10.03,66,19,30,0,0.12,0.05,189,146,216,"sitting","no"
"4896",16,-640,16772,0.05,-0.37,9.99,64,21,30,0,0.06,0.05,190,161,216,"sitting","no"
"5596",124,-628,16856,0.11,-0.37,10.08,64,18,32,-0.12,0,0.11,190,168,216,"sitting","no"
"6296",208,-580,16848,0.19,-0.33,10.08,65,20,31,-0.06,0.3,0.05,186,176,215,"sitting","no"
"6995",140,-668,16820,0.11,-0.41,10.11,65,22,33,-0.06,0.18,0.11,186,179,213,"sitting","no"
"7696",212,-568,16792,0.1,-0.35,10.02,66,21,29,-0.06,0.06,-0.13,187,183,214,"sitting","no"
"8395",160,-600,16748,0.14,-0.36,10,64,19,32,-0.06,0,0.11,184,188,213,"sitting","no"
"9096",172,-588,16876,0.09,-0.33,10.08,67,23,32,0.07,0.24,0.17,183,190,213,"sitting","no"
"9795",192,-592,16868,0.09,-0.31,10.07,65,19,31,0.13,0,0.05,183,191,211,"sitting","no"
"10495",192,-592,16764,0.11,-0.34,10.03,66,23,32,-0.12,0.18,-0.07,185,193,211,"sitting","no"
"696",288,-612,16900,0.17,-0.4,10.03,64,15,33,0,-0.12,-0.07,172,202,181,"sitting","yes"
"1396",88,-620,16764,0.1,-0.37,10.01,64,20,29,-0.06,0.06,-0.07,172,204,186,"sitting","no"
"2096",204,-576,16744,0.13,-0.35,10.06,65,18,31,0,0.06,-0.01,173,244,206,"sitting","no"
"2796",96,-676,16876,0.09,-0.39,10.08,67,20,32,-0.06,0.18,0.24,177,253,218,"sitting","no"
"3496",204,-536,16832,0.12,-0.34,10.01,66,19,32,-0.12,-0.06,0.05,179,202,206,"sitting","no"
"4195",164,-628,16656,0.14,-0.39,10.08,63,20,35,-0.24,0.12,-0.01,182,194,207,"sitting","no"
"4896",196,-592,16876,0.1,-0.42,10.12,63,16,31,-0.06,-0.12,-0.01,182,193,209,"sitting","no"
"5595",172,-564,16764,0.06,-0.33,10.1,64,18,29,0,-0.12,-0.19,184,195,211,"sitting","no"
"6296",272,-556,16848,0.06,-0.33,10.11,65,18,33,0,-0.06,0.05,182,195,212,"sitting","no"
"6996",240,-588,16796,0.14,-0.34,10,67,19,33,0,-0.06,-0.07,183,196,212,"sitting","no"
"7695",200,-616,16920,0.09,-0.39,10.14,65,19,32,0.07,0,0.05,184,197,215,"sitting","no"
"8396",212,-608,16876,0.13,-0.39,10.08,63,18,28,-0.12,-0.12,-0.13,187,199,218,"sitting","no"
"9095",120,-580,16844,0.09,-0.39,10.12,65,19,34,-0.06,0,0.05,186,199,221,"sitting","no"
"9796",316,-636,16920,0.12,-0.39,10.07,69,21,30,-0.06,0.18,0.05,187,200,222,"sitting","no"
"10495",108,-536,16720,0.04,-0.32,10.09,67,18,31,0.19,-0.06,0.11,186,200,224,"sitting","no"
"695",72,-640,16788,0.1,-0.37,10.08,65,22,31,-0.12,0.18,-0.13,178,205,198,"sitting","yes"
"1396",104,-664,16852,0.12,-0.36,10.05,65,20,32,-0.06,0.12,-0.01,176,241,211,"sitting","no"
"2095",256,-564,16840,0.11,-0.34,9.97,69,20,31,-0.06,0,-0.01,185,240,238,"sitting","no"
"2796",220,-620,16800,0.1,-0.36,10.04,66,17,29,0,-0.06,-0.19,190,189,224,"sitting","no"
"3495",112,-604,16656,0.09,-0.38,10.09,65,21,31,-0.06,-0.06,-0.01,189,172,214,"sitting","no"
"4195",228,-764,16896,0.12,-0.34,10.1,67,19,31,0.07,0,-0.01,185,183,214,"sitting","no"
"4896",184,-660,16760,0.15,-0.41,10.06,63,19,32,-0.24,0.06,0.05,183,186,211,"sitting","no"
"5595",272,-700,16736,0.18,-0.39,10.02,62,19,31,-0.18,0.12,0.11,183,188,211,"sitting","no"
"6296",160,-600,16784,0.11,-0.4,9.98,66,18,30,0,-0.06,-0.01,183,192,212,"sitting","no"
"6995",168,-668,16804,0.11,-0.37,10.06,62,20,34,-0.06,-0.06,-0.01,184,196,214,"sitting","no"
"7695",120,-596,16800,0.08,-0.33,10.01,66,19,30,-0.06,0.06,-0.07,183,199,214,"sitting","no"
"8395",216,-548,16780,0.13,-0.33,10.09,67,18,33,0.07,0,0.17,183,198,213,"sitting","no"
"9095",168,-664,16924,0.13,-0.41,10.18,69,17,28,0.07,-0.06,-0.13,182,196,213,"sitting","no"
"9795",208,-608,16800,0.09,-0.34,10.13,66,21,29,0,0.12,-0.07,184,198,213,"sitting","no"
"10495",152,-628,16960,0.09,-0.38,10.08,68,19,33,0,0,-0.07,185,200,213,"sitting","no"
"696",100,-620,16884,0.08,-0.39,10.24,64,20,29,-0.06,0.06,-0.13,175,206,186,"sitting","yes"
"1396",260,-500,16900,0.14,-0.34,10.03,66,19,28,0.13,0.06,-0.13,174,240,199,"sitting","no"
"2096",140,-624,16808,0.08,-0.36,10.05,64,22,32,0.07,0.06,0.11,177,202,194,"sitting","no"
"2796",208,-580,16872,0.09,-0.34,10.17,68,18,30,-0.06,0,-0.01,187,222,229,"sitting","no"
"3496",88,-616,16820,0.11,-0.34,10.04,66,23,31,0.13,0.18,0.05,186,155,204,"sitting","no"
"4195",208,-488,16816,0.09,-0.38,10.11,66,17,30,0.13,0.06,-0.19,183,148,197,"sitting","no"
"4896",212,-608,16756,0.13,-0.36,10.02,65,20,30,-0.06,0.18,-0.13,182,161,197,"sitting","no"
"5595",256,-592,16776,0.14,-0.36,10.11,64,20,31,0.07,0.18,-0.01,184,193,207,"sitting","no"
"6296",168,-568,16952,0.07,-0.35,10.05,64,19,30,-0.18,0.06,0.05,184,202,212,"sitting","no"
"6995",216,-600,17004,0.11,-0.33,10.17,68,21,30,0,0.18,-0.01,183,209,214,"sitting","no"
"7695",172,-616,16804,0.1,-0.38,10.1,65,21,32,0.07,0.12,0.05,184,208,215,"sitting","no"
"8396",232,-552,16844,0.09,-0.31,10.11,67,20,32,-0.06,0,-0.01,183,210,216,"sitting","no"
"9095",220,-608,16844,0.13,-0.36,10.08,64,19,33,0,-0.06,-0.01,183,210,218,"sitting","no"
"9796",172,-604,16820,0.11,-0.36,10.08,62,18,31,-0.12,0,-0.01,184,209,217,"sitting","no"
"10495",188,-584,16828,0.09,-0.33,10.14,67,21,35,-0.06,0.12,0.11,183,208,216,"sitting","no"
"697",0,-516,16860,0.04,-0.36,10.08,64,31,30,-0.18,0.73,0.05,168,240,185,"sitting","yes"
"1396",72,-560,16704,0.05,-0.34,9.98,64,16,33,-0.06,-0.19,0.11,167,119,152,"sitting","no"
"2096",244,-536,16832,0.16,-0.34,10.1,66,18,31,0.07,-0.06,-0.01,178,273,222,"sitting","no"
"2796",128,-552,16884,0.09,-0.36,10.05,64,18,32,-0.12,-0.06,0.05,179,204,205,"sitting","no"
"3496",180,-588,16904,0.09,-0.33,10.18,67,16,30,-0.06,-0.12,0.11,179,167,193,"sitting","no"
"4196",144,-636,16960,0.15,-0.44,10.11,65,21,31,-0.12,0.18,-0.07,176,189,199,"sitting","no"
"4896",68,-576,16856,0.08,-0.39,10.05,64,19,31,-0.06,0.06,-0.01,176,190,198,"sitting","no"
"5595",88,-540,16888,0.08,-0.38,10.1,68,21,31,0.13,0,0.05,178,194,199,"sitting","no"
"6296",128,-600,16872,0.1,-0.39,10.1,66,20,28,0,0,-0.07,179,192,200,"sitting","no"
"6995",80,-612,16852,0.06,-0.34,10.04,63,15,33,-0.18,-0.12,0.17,178,197,201,"sitting","no"
"7696",208,-616,16876,0.08,-0.34,10.12,65,18,31,-0.12,0,-0.01,179,196,202,"sitting","no"
"8396",120,-608,16824,0.09,-0.35,9.99,65,20,31,-0.06,-0.06,-0.01,178,198,203,"sitting","no"
"9095",184,-536,16824,0.13,-0.35,10.02,67,21,30,0,-0.06,0.05,178,199,203,"sitting","no"
"9796",140,-592,16956,0.06,-0.35,10.07,69,20,30,-0.12,-0.12,-0.01,179,201,203,"sitting","no"
"10495",152,-560,16856,0.09,-0.37,10.08,68,21,28,0.19,0.06,-0.01,180,201,205,"sitting","no"
"695",152,-528,16736,0.04,-0.35,10.13,68,20,35,0,0.3,0.11,171,194,193,"sitting","yes"
"1395",116,-680,16736,0.1,-0.37,10.02,67,21,31,-0.36,0.12,-0.13,173,196,192,"sitting","no"
"2095",164,-584,16864,0.13,-0.34,10.1,66,15,32,-0.06,-0.19,0.05,179,213,217,"sitting","no"
"2795",188,-624,16908,0.1,-0.37,10.15,65,19,32,0.19,0,0.05,180,183,209,"sitting","no"
"3496",44,-592,16892,0.06,-0.4,10.05,68,17,31,0.13,-0.25,0.05,175,176,204,"sitting","no"
"4195",152,-652,16828,0.08,-0.34,10.11,65,18,32,0,0,-0.07,179,188,207,"sitting","no"
"4895",168,-544,16804,0.13,-0.3,10.08,64,22,31,-0.06,0,0.11,177,187,205,"sitting","no"
"5595",196,-608,16788,0.06,-0.37,10.05,65,22,32,-0.12,0.12,-0.07,178,191,204,"sitting","no"
"6295",128,-644,16956,0.09,-0.3,10.15,65,18,30,-0.12,0,-0.01,179,192,205,"sitting","no"
"6995",148,-584,16852,0.09,-0.34,10.13,68,19,29,-0.06,0,-0.25,176,194,205,"sitting","no"
"7695",220,-524,16808,0.12,-0.32,10.06,64,17,30,-0.06,-0.06,-0.07,177,193,205,"sitting","no"
"8394",212,-628,16928,0.13,-0.38,10.13,65,20,33,-0.06,0.06,0.24,176,196,206,"sitting","no"
"9095",168,-520,16800,0.11,-0.33,10.01,65,21,35,0,-0.06,-0.01,179,198,207,"sitting","no"
"9794",120,-636,16668,0.09,-0.38,10,66,24,32,0.07,0.18,-0.07,178,199,207,"sitting","no"
"10495",132,-508,16808,0.08,-0.31,10.02,67,23,27,0,0.12,-0.13,178,199,208,"sitting","no"
"696",160,-616,16856,0.07,-0.33,10.05,67,21,32,-0.06,0.42,0.17,165,222,178,"sitting","yes"
"1396",176,-572,16876,0.12,-0.39,10.05,70,23,31,0.13,0.18,-0.19,166,231,183,"sitting","no"
"2096",108,-612,16944,0.06,-0.35,10.08,65,19,31,-0.06,0,0.11,185,198,229,"sitting","no"
"2796",220,-544,16744,0.14,-0.36,10.08,64,19,30,-0.18,0.12,-0.01,179,195,215,"sitting","no"
"3496",152,-688,16860,0.08,-0.34,10.06,67,20,34,-0.12,0.12,0.11,177,188,204,"sitting","no"
"4195",144,-568,16700,0.07,-0.35,10.04,65,16,33,0.07,-0.06,0.17,176,192,202,"sitting","no"
"4896",132,-568,16840,0.11,-0.37,10.16,65,18,30,0,0,-0.07,175,193,202,"sitting","no"
"5595",268,-588,16756,0.13,-0.33,10.07,64,21,29,0,0,-0.07,176,193,202,"sitting","no"
"6296",120,-516,16752,0.05,-0.35,10.06,65,20,31,0.07,0.12,0.05,175,197,206,"sitting","no"
"6995",172,-660,16736,0.09,-0.39,9.92,65,19,29,-0.06,-0.06,-0.01,177,197,207,"sitting","no"
"7696",120,-600,16840,0.14,-0.4,10.06,65,20,34,0.13,0.12,0.05,176,200,209,"sitting","no"
"8395",196,-624,16940,0.11,-0.29,10.12,66,21,33,-0.12,0.12,0.11,176,194,208,"sitting","no"
"9095",128,-556,16884,0.09,-0.33,10.08,64,18,35,-0.3,0.06,0.05,176,204,212,"sitting","no"
"9795",180,-600,16820,0.01,-0.39,10.08,66,18,32,0.25,0.06,-0.01,178,200,211,"sitting","no"
"10495",116,-632,16740,0.08,-0.35,10.08,65,20,35,0.07,0.12,0.24,179,202,211,"sitting","no"
"697",172,-536,16844,0.08,-0.35,10.12,66,14,31,0.07,-0.25,-0.07,167,206,180,"sitting","yes"
"1396",196,-668,16844,0.06,-0.35,10.08,67,22,32,0.19,0,0.05,167,221,189,"sitting","no"
"2096",176,-680,16920,0.1,-0.42,10.01,64,21,31,-0.18,0,0.17,177,219,215,"sitting","no"
"2796",168,-536,16788,0.05,-0.34,10.11,66,18,31,0,-0.19,-0.07,179,177,205,"sitting","no"
"3496",132,-596,16792,0.04,-0.33,10.05,63,20,31,-0.06,0.06,-0.01,178,197,210,"sitting","no"
"4196",184,-588,16808,0.1,-0.34,10.02,64,21,31,-0.12,-0.06,0.11,176,198,211,"sitting","no"
"4896",136,-580,16792,0.14,-0.3,10.02,65,18,33,-0.06,0.06,-0.01,177,191,207,"sitting","no"
"5595",100,-596,16748,0.09,-0.38,10.05,63,23,33,0,0.3,0.11,177,194,209,"sitting","no"
"6296",176,-616,16800,0.08,-0.39,10.12,66,18,33,0.07,-0.06,0.05,177,200,211,"sitting","no"
"6995",204,-628,16892,0.11,-0.39,10.01,65,18,33,0,-0.12,0.05,179,199,212,"sitting","no"
"7696",96,-640,16800,0.1,-0.37,10.1,66,19,31,0,-0.06,-0.01,178,198,213,"sitting","no"
"8395",260,-604,16892,0.1,-0.36,10.01,65,18,31,0,0.12,-0.01,178,199,214,"sitting","no"
"9096",144,-596,16936,0.05,-0.33,10.14,65,19,32,0,0.06,0.24,179,197,213,"sitting","no"
"9795",168,-512,16760,0.06,-0.31,10,65,22,31,-0.06,0.06,-0.07,181,206,216,"sitting","no"
"10495",152,-556,16856,0.09,-0.33,10.08,67,19,33,0.13,-0.06,-0.01,179,206,217,"sitting","no"
"696",184,-620,16700,0.13,-0.37,10.04,70,18,34,0.19,-0.12,0.11,164,188,172,"sitting","yes"
"1396",144,-624,16792,0.09,-0.38,10.05,66,21,29,0.25,0.06,-0.13,164,200,179,"sitting","no"
"2096",112,-612,16952,0.07,-0.37,10.14,68,21,34,0,0.06,0.05,172,203,202,"sitting","no"
"2796",188,-636,16740,0.11,-0.38,10.1,65,19,33,0,0,0.11,174,179,202,"sitting","no"
"3495",212,-644,16876,0.1,-0.38,10.12,66,19,32,0,-0.12,0.05,172,185,197,"sitting","no"
"4196",124,-512,16828,0.07,-0.32,10.05,65,21,32,-0.18,0,-0.01,172,202,200,"sitting","no"
"4895",112,-540,16912,0.14,-0.39,10.1,67,20,30,-0.18,0,-0.07,172,195,199,"sitting","no"
"5596",172,-584,16932,0.13,-0.39,10.12,68,20,32,0.07,0.06,-0.07,170,191,197,"sitting","no"
"6296",200,-584,16936,0.12,-0.33,10.05,66,16,30,-0.06,-0.12,-0.19,172,180,195,"sitting","no"
"6995",124,-564,16764,0.08,-0.33,10.04,65,17,33,-0.06,0.06,-0.07,173,206,205,"sitting","no"
"7696",116,-608,16868,0.08,-0.38,10.05,64,18,32,-0.12,-0.31,-0.01,174,202,205,"sitting","no"
"8395",176,-492,16896,0.1,-0.31,10.13,66,20,31,-0.06,0.06,-0.13,173,200,206,"sitting","no"
"9096",224,-556,16896,0.07,-0.34,10.12,66,19,32,0.07,-0.12,-0.07,174,193,205,"sitting","no"
"9795",132,-628,16948,0.09,-0.37,10.08,65,19,30,-0.06,-0.06,-0.01,176,190,205,"sitting","no"
"10495",156,-556,16920,0.04,-0.34,10.11,64,19,30,-0.12,-0.06,0.05,174,211,212,"sitting","no"
"695",248,-632,16732,0.11,-0.34,10.05,71,14,32,0.13,0.3,-0.13,162,188,165,"sitting","yes"
"1395",28,-524,16944,0.11,-0.33,10.06,65,23,31,-0.06,0.06,-0.01,162,250,187,"sitting","no"
"2095",216,-640,16868,0.12,-0.39,10.06,66,20,31,-0.06,0.12,-0.07,185,216,233,"sitting","no"
"2795",220,-556,16732,0.1,-0.36,10.03,62,18,33,-0.12,0,0.05,182,186,221,"sitting","no"
"3496",160,-584,16740,0.15,-0.33,10.06,66,18,31,0,-0.25,0.05,179,195,219,"sitting","no"
"4195",128,-608,16852,0.09,-0.39,10.07,68,20,32,0.07,0.18,0.11,180,194,218,"sitting","no"
"4895",120,-604,16876,0.05,-0.38,10,66,22,29,0,0.18,-0.01,179,199,215,"sitting","no"
"5595",236,-492,16832,0.1,-0.36,10.08,65,16,34,0.07,-0.25,-0.01,177,206,218,"sitting","no"
"6295",112,-612,16976,0.11,-0.33,10.06,64,21,30,0,0.18,-0.13,177,206,218,"sitting","no"
"6995",168,-696,16896,0.11,-0.35,10.06,64,19,32,0,0.06,0.05,179,206,217,"sitting","no"
"7695",232,-500,16892,0.07,-0.31,10.1,67,19,34,0,0,0.11,181,207,217,"sitting","no"
"8394",128,-580,17016,0.1,-0.36,10.09,66,19,32,0,0.12,0.11,177,209,218,"sitting","no"
"9095",80,-592,16828,0.05,-0.37,10.07,65,20,32,-0.06,0.12,-0.01,180,210,219,"sitting","no"
"9794",148,-624,16740,0.11,-0.31,10.05,67,16,30,0,0,-0.01,177,208,218,"sitting","no"
"10495",104,-564,16784,0.07,-0.35,10.08,64,20,31,0,-0.19,-0.01,178,207,218,"sitting","no"
"695",148,-536,16932,0.09,-0.34,10.05,67,19,34,0.25,-0.19,0.17,162,180,165,"sitting","yes"
"1396",172,-632,16880,0.11,-0.3,10.06,68,21,31,0,0.24,0.11,161,191,169,"sitting","no"
"2095",268,-644,16928,0.14,-0.36,10.13,64,17,30,-0.18,-0.06,-0.19,169,196,195,"sitting","no"
"2796",128,-556,16888,0.04,-0.38,10.1,66,18,33,0.13,-0.12,-0.07,169,152,179,"sitting","no"
"3495",208,-484,16804,0.1,-0.32,10.09,65,19,32,-0.06,0.12,0.05,168,167,181,"sitting","no"
"4195",100,-608,16740,0.04,-0.37,10.04,66,16,29,0,-0.19,-0.07,168,173,181,"sitting","no"
"4895",184,-580,16904,0.07,-0.33,10.08,69,20,28,0,0.18,-0.07,169,175,184,"sitting","no"
"5595",196,-536,16892,0.12,-0.35,9.99,63,18,30,-0.18,-0.19,-0.01,167,177,186,"sitting","no"
"6295",204,-532,16812,0.13,-0.33,10.07,67,21,31,0.07,-0.06,0.11,169,180,188,"sitting","no"
"6995",168,-600,16912,0.04,-0.31,10.04,65,16,31,0,-0.25,0.05,171,184,191,"sitting","no"
"7694",88,-600,16808,0.07,-0.33,10.08,65,20,30,0.13,0.12,-0.01,170,185,193,"sitting","no"
"8395",208,-612,16868,0.1,-0.42,10.01,64,16,31,-0.18,-0.25,-0.13,173,186,196,"sitting","no"
"9095",144,-628,16856,0.11,-0.34,10.16,66,19,33,-0.12,0,0.05,172,187,196,"sitting","no"
"9795",132,-592,16744,0.1,-0.37,10.09,67,19,29,0,-0.06,-0.07,173,188,197,"sitting","no"
"10495",232,-576,16812,0.1,-0.33,10.16,68,18,34,0.13,-0.12,0.24,173,189,199,"sitting","no"
"697",188,-520,16780,0.07,-0.35,10.01,64,18,32,0.13,0.12,0.05,155,177,146,"sitting","yes"
"1396",196,-504,16732,0.05,-0.33,10.06,65,19,33,-0.12,-0.06,-0.07,157,274,183,"sitting","no"
"2096",132,-552,16920,0.16,-0.38,10.05,67,18,32,0,-0.06,-0.01,181,230,235,"sitting","no"
"2796",188,-524,16844,0.13,-0.33,10.11,66,18,32,0.13,0,-0.01,173,180,199,"sitting","no"
"3496",236,-532,16764,0.14,-0.31,10.01,65,18,32,0.07,-0.12,0.05,170,185,194,"sitting","no"
"4197",156,-588,16756,0.11,-0.34,10.02,67,24,34,0,0.18,0.11,171,186,192,"sitting","no"
"4896",144,-608,16708,0.14,-0.33,10.17,68,17,34,-0.06,-0.12,-0.01,170,180,190,"sitting","no"
"5596",132,-616,16848,0.12,-0.35,10.08,66,21,33,-0.12,0.12,0.11,169,185,191,"sitting","no"
"6296",172,-572,16916,0.15,-0.37,10.1,63,18,34,-0.18,-0.06,-0.01,169,172,186,"sitting","no"
"6996",200,-548,16864,0.1,-0.35,10.09,62,20,33,-0.18,0.12,0.05,169,174,187,"sitting","no"
"7696",216,-584,16864,0.05,-0.33,10.08,67,20,31,0.19,-0.06,-0.07,170,176,188,"sitting","no"
