Program started
Initialize MPU6050
 * Sleep Mode:            Disabled
 * Clock Source:          PLL with X axis gyroscope reference
 * Accelerometer:         +/- 2 g
 * Accelerometer offsets: -3540 / -3691 / 1478
 * Gyroscope:         2000 dps
 * Gyroscope offsets: 155 / 15 / 15
button pressed
Time, ACC_X-raw, ACC_Y-raw, ACC_Z-raw, ACC_X-norm, ACC_Y-norm, ACC_Z-norm, GYRO_X-raw, GYRO_Y-raw,GYRO_Z-raw, GYRO_X-norm, GYRO_Y-norm, GYRO_Z-norm, Ceramic_Piezo, Film_Piezo, Weighted_Film_Piezo, Vibration_Senso
9095,112.00,-620.00,17008.00,0.05,-0.37,10.11,68.00,17.00,31.00,-0.05,-0.17,-0.08,165,200,209 ,
9796,36.00,-512.00,16780.00,0.02,-0.35,10.01,65.00,19.00,29.00,-0.05,0.01,-0.02,172,201,210 ,
10495,192.00,-536.00,16676.00,0.06,-0.33,10.08,65.00,19.00,32.00,-0.05,0.01,-0.14,173,200,209 ,
button pressed
697,20.00,-572.00,16860.00,0.04,-0.33,10.13,64.00,21.00,30.00,0.07,0.14,-0.02,160,205,182 ,
1396,220.00,-536.00,16820.00,0.07,-0.35,10.02,70.00,22.00,31.00,0.25,-0.05,0.04,160,195,185 ,
2096,96.00,-568.00,16768.00,0.06,-0.31,10.12,66.00,22.00,30.00,0.07,0.14,-0.08,160,194,186 ,
2796,168.00,-628.00,16904.00,0.03,-0.36,10.11,66.00,17.00,31.00,0.01,0.07,-0.02,163,192,190 ,
3496,112.00,-576.00,16932.00,0.04,-0.37,10.11,66.00,21.00,32.00,0.01,0.07,-0.02,161,191,192 ,
4196,188.00,-660.00,16772.00,0.10,-0.33,10.01,66.00,18.00,32.00,0.01,0.01,-0.26,165,193,197 ,
4896,108.00,-516.00,16716.00,0.07,-0.31,10.11,63.00,19.00,30.00,-0.11,-0.05,-0.02,166,192,202 ,
5595,196.00,-596.00,16816.00,0.10,-0.34,10.13,67.00,19.00,29.00,0.01,-0.05,-0.02,168,192,207 ,
6296,76.00,-528.00,16848.00,0.07,-0.31,10.11,64.00,22.00,30.00,-0.05,-0.11,-0.26,171,193,209 ,
6995,172.00,-624.00,17024.00,0.12,-0.34,10.09,66.00,18.00,32.00,0.07,-0.11,-0.14,167,193,209 ,
7696,88.00,-636.00,16712.00,0.07,-0.37,10.05,66.00,19.00,33.00,-0.11,-0.17,0.10,171,192,210 ,
8395,152.00,-572.00,16704.00,0.07,-0.36,10.12,64.00,18.00,31.00,-0.05,0.07,-0.08,168,191,211 ,
9095,148.00,-572.00,16812.00,0.08,-0.36,10.09,67.00,17.00,32.00,0.01,-0.11,-0.02,168,198,212 ,
9796,108.00,-652.00,16948.00,0.08,-0.33,10.07,66.00,17.00,32.00,-0.17,-0.05,0.04,167,195,211 ,
10495,136.00,-520.00,16668.00,0.03,-0.32,10.10,68.00,20.00,32.00,0.01,0.07,0.04,166,196,211 ,
button pressed
696,144.00,-544.00,16708.00,0.08,-0.37,10.06,67.00,19.00,31.00,0.07,0.14,0.04,166,198,196 ,
1396,136.00,-596.00,16788.00,0.12,-0.37,9.95,67.00,20.00,32.00,0.01,0.01,-0.14,165,195,196 ,
2096,116.00,-592.00,16828.00,0.12,-0.30,10.09,64.00,21.00,32.00,0.01,-0.17,0.10,160,193,196 ,
2795,-4.00,-584.00,16816.00,-0.01,-0.35,10.11,68.00,18.00,30.00,0.07,-0.05,0.04,161,195,196 ,
3496,116.00,-580.00,16708.00,0.07,-0.33,10.11,64.00,19.00,34.00,-0.11,0.07,-0.14,161,193,195 ,
4196,180.00,-620.00,16848.00,0.08,-0.35,10.07,67.00,19.00,32.00,0.07,0.01,0.23,161,192,192 ,
4896,136.00,-624.00,16828.00,0.11,-0.34,10.07,66.00,19.00,31.00,-0.05,-0.05,-0.08,163,192,196 ,
5596,76.00,-476.00,16828.00,0.04,-0.32,10.05,65.00,20.00,31.00,-0.05,0.07,-0.08,163,191,196 ,
6295,244.00,-600.00,16776.00,0.11,-0.36,10.07,61.00,17.00,31.00,-0.23,0.07,0.04,163,190,195 ,
6996,132.00,-604.00,17032.00,0.09,-0.38,10.04,66.00,20.00,31.00,-0.05,0.07,0.17,163,188,193 ,
7695,172.00,-588.00,16652.00,0.13,-0.38,10.03,66.00,19.00,31.00,0.07,-0.11,0.17,160,186,192 ,
8396,156.00,-540.00,16940.00,0.05,-0.33,10.03,66.00,21.00,31.00,-0.05,0.14,-0.02,162,187,193 ,
9095,164.00,-612.00,16996.00,0.10,-0.34,10.08,66.00,19.00,31.00,0.01,-0.11,-0.08,158,189,192 ,
9795,180.00,-596.00,16864.00,0.15,-0.37,10.05,65.00,18.00,27.00,0.01,0.01,-0.02,161,190,193 ,
10495,188.00,-576.00,16868.00,0.13,-0.33,10.13,66.00,17.00,31.00,-0.05,-0.05,-0.02,159,188,193 ,
button pressed
696,108.00,-644.00,17008.00,0.05,-0.39,10.07,65.00,20.00,29.00,0.19,0.07,-0.02,158,184,186 ,
1396,200.00,-580.00,16764.00,0.13,-0.35,10.05,68.00,21.00,31.00,0.01,-0.11,-0.14,159,185,189 ,
2095,132.00,-612.00,16944.00,0.14,-0.34,10.06,66.00,19.00,32.00,0.07,-0.05,-0.02,156,187,191 ,
2796,68.00,-560.00,16768.00,0.10,-0.31,10.00,65.00,16.00,32.00,-0.05,0.01,0.17,158,189,191 ,
3495,64.00,-560.00,16876.00,0.07,-0.35,10.07,66.00,18.00,29.00,0.01,0.01,-0.20,160,187,192 ,
4196,240.00,-532.00,16760.00,0.09,-0.33,10.04,66.00,18.00,31.00,-0.05,0.01,-0.14,162,187,192 ,
4895,132.00,-512.00,16760.00,0.16,-0.28,10.00,67.00,20.00,31.00,0.13,0.07,-0.08,159,187,194 ,
5595,92.00,-612.00,16752.00,0.05,-0.37,10.06,66.00,19.00,31.00,-0.05,0.07,0.10,160,185,196 ,
6295,184.00,-544.00,16828.00,0.03,-0.36,10.16,65.00,17.00,34.00,0.07,0.01,0.10,164,185,196 ,
6995,108.00,-592.00,16848.00,0.02,-0.33,10.20,65.00,17.00,32.00,0.01,-0.11,0.10,161,187,197 ,
7696,116.00,-640.00,16716.00,0.08,-0.34,10.07,65.00,21.00,31.00,0.01,0.01,-0.02,163,187,197 ,
8395,140.00,-572.00,16936.00,0.08,-0.34,10.08,65.00,19.00,33.00,0.01,-0.11,0.04,163,187,198 ,
9095,232.00,-488.00,16664.00,0.10,-0.29,9.98,64.00,20.00,32.00,0.01,0.20,-0.02,160,184,197 ,
9795,152.00,-548.00,16940.00,0.11,-0.36,10.03,66.00,20.00,33.00,-0.05,-0.11,-0.02,164,190,200 ,
10495,16.00,-584.00,16876.00,0.07,-0.36,10.00,66.00,19.00,33.00,0.01,-0.05,0.10,161,190,201 ,
button pressed
696,228.00,-572.00,16864.00,0.12,-0.35,9.93,66.00,19.00,33.00,-0.11,0.07,0.04,160,181,193 ,
1395,120.00,-572.00,16840.00,0.06,-0.34,10.13,66.00,21.00,33.00,0.13,0.07,0.04,160,192,199 ,
2096,92.00,-612.00,17036.00,0.09,-0.38,10.14,65.00,17.00,32.00,0.01,-0.11,-0.08,163,196,206 ,
2796,84.00,-584.00,16804.00,0.02,-0.28,9.97,67.00,19.00,31.00,0.07,0.01,-0.08,164,196,210 ,
3496,144.00,-592.00,16852.00,0.13,-0.39,9.99,65.00,19.00,30.00,-0.05,-0.11,0.10,164,197,213 ,
4196,200.00,-640.00,16852.00,0.10,-0.34,10.03,66.00,19.00,31.00,0.01,0.14,-0.14,166,196,215 ,
4895,92.00,-592.00,16980.00,0.06,-0.35,10.13,64.00,21.00,31.00,-0.23,0.07,-0.08,169,195,216 ,
5596,252.00,-660.00,16884.00,0.13,-0.41,10.09,66.00,20.00,30.00,0.01,0.01,0.10,167,194,215 ,
6295,100.00,-540.00,16776.00,0.03,-0.31,10.03,65.00,16.00,32.00,-0.11,-0.23,-0.08,166,193,217 ,
6996,160.00,-560.00,16832.00,0.08,-0.34,10.03,66.00,18.00,31.00,0.01,0.01,-0.08,166,192,218 ,
7695,192.00,-536.00,16872.00,0.12,-0.33,10.17,65.00,20.00,30.00,-0.05,-0.11,-0.20,170,192,218 ,
8395,228.00,-596.00,16752.00,0.08,-0.36,10.15,68.00,19.00,30.00,0.19,0.01,0.04,173,189,219 ,
9095,120.00,-656.00,16880.00,0.08,-0.37,10.13,65.00,18.00,34.00,-0.11,-0.11,0.04,169,192,220 ,
9795,220.00,-560.00,16884.00,0.12,-0.30,10.07,63.00,20.00,30.00,-0.05,0.07,-0.08,166,192,219 ,
10495,132.00,-552.00,16848.00,0.08,-0.36,10.04,66.00,17.00,31.00,0.01,-0.17,0.10,172,193,219 ,
button pressed
697,232.00,-660.00,16816.00,0.07,-0.33,10.11,65.00,21.00,33.00,-0.11,0.14,0.04,168,204,209 ,
1396,160.00,-488.00,16780.00,0.15,-0.34,10.04,64.00,18.00,33.00,-0.11,0.07,0.04,167,194,209 ,
2097,92.00,-628.00,16728.00,0.03,-0.33,10.08,68.00,19.00,30.00,0.13,-0.05,-0.08,167,194,206 ,
2796,172.00,-560.00,16784.00,0.10,-0.33,10.04,69.00,17.00,31.00,0.01,-0.11,0.10,166,191,209 ,
3496,136.00,-624.00,16760.00,0.08,-0.30,10.05,65.00,19.00,30.00,0.07,0.26,-0.02,166,192,208 ,
4196,120.00,-636.00,16864.00,0.12,-0.34,10.08,64.00,23.00,32.00,-0.05,0.20,0.04,167,157,192 ,
4896,104.00,-572.00,16700.00,0.11,-0.36,10.05,67.00,20.00,33.00,0.07,0.07,0.10,164,242,220 ,
5596,200.00,-576.00,16780.00,0.07,-0.33,9.97,65.00,18.00,30.00,-0.05,0.01,-0.26,166,221,215 ,
6296,148.00,-540.00,16912.00,0.07,-0.31,10.08,63.00,22.00,31.00,-0.11,0.14,0.04,166,207,212 ,
6995,56.00,-584.00,16828.00,0.06,-0.32,10.06,63.00,15.00,32.00,-0.17,-0.11,0.17,171,203,214 ,
7696,196.00,-500.00,16856.00,0.08,-0.29,10.11,64.00,20.00,31.00,-0.11,-0.05,0.04,170,199,219 ,
8395,196.00,-556.00,16920.00,0.10,-0.34,10.09,64.00,17.00,32.00,-0.05,-0.05,-0.02,174,200,224 ,
9096,84.00,-624.00,16748.00,0.05,-0.37,10.14,68.00,22.00,30.00,-0.05,0.07,0.04,175,198,227 ,
9795,176.00,-588.00,16876.00,0.08,-0.35,10.07,66.00,20.00,31.00,0.07,0.01,0.04,178,194,227 ,
10495,112.00,-568.00,16856.00,0.10,-0.30,10.08,63.00,22.00,31.00,-0.05,0.20,0.04,173,192,226 ,
button pressed
696,164.00,-560.00,16656.00,0.04,-0.32,9.98,65.00,20.00,31.00,-0.05,0.07,-0.02,172,221,210 ,
1396,108.00,-632.00,16776.00,0.11,-0.35,10.06,65.00,17.00,33.00,-0.05,0.01,0.04,167,205,207 ,
2095,96.00,-508.00,16904.00,0.12,-0.41,10.04,66.00,21.00,34.00,0.07,0.07,0.29,170,202,205 ,
2796,184.00,-664.00,16676.00,0.10,-0.36,10.01,66.00,17.00,33.00,0.07,-0.05,0.10,170,198,205 ,
3495,160.00,-588.00,16872.00,0.09,-0.40,10.15,66.00,23.00,33.00,-0.05,0.26,-0.02,170,199,206 ,
4196,180.00,-596.00,16792.00,0.10,-0.34,10.08,68.00,19.00,32.00,0.13,-0.11,-0.02,173,198,208 ,
4895,204.00,-628.00,16876.00,0.09,-0.33,10.15,64.00,16.00,31.00,-0.11,-0.05,-0.02,169,198,208 ,
5595,144.00,-636.00,16772.00,0.07,-0.38,9.98,65.00,18.00,28.00,-0.17,-0.17,-0.08,173,197,208 ,
6295,248.00,-592.00,16732.00,0.13,-0.34,10.04,67.00,16.00,30.00,0.01,0.14,-0.02,168,195,206 ,
6995,268.00,-448.00,16860.00,0.13,-0.27,10.11,66.00,18.00,30.00,0.13,0.07,0.10,171,193,206 ,
7695,204.00,-612.00,16884.00,0.13,-0.37,10.06,65.00,19.00,30.00,-0.23,0.01,-0.08,171,190,205 ,
8395,116.00,-628.00,16860.00,0.10,-0.39,10.02,62.00,17.00,31.00,-0.11,-0.05,0.04,170,193,205 ,
9096,108.00,-568.00,16772.00,0.03,-0.35,10.04,65.00,19.00,34.00,0.07,-0.11,0.10,169,194,206 ,
9795,164.00,-628.00,16856.00,0.12,-0.36,10.11,66.00,18.00,30.00,0.01,0.01,0.10,169,194,205 ,
10495,128.00,-656.00,16912.00,0.07,-0.36,10.03,64.00,17.00,30.00,-0.17,-0.11,-0.08,172,195,205 ,
button pressed
696,132.00,-632.00,16824.00,0.10,-0.37,10.07,66.00,19.00,30.00,0.07,0.01,0.04,172,201,203 ,
1396,136.00,-520.00,16904.00,0.02,-0.32,10.09,66.00,19.00,30.00,-0.05,0.07,-0.02,170,196,204 ,
2096,76.00,-596.00,16820.00,0.08,-0.35,10.04,67.00,18.00,34.00,-0.05,0.01,0.10,168,193,203 ,
2796,172.00,-588.00,16948.00,0.10,-0.34,10.10,65.00,20.00,30.00,-0.05,0.07,-0.08,172,194,205 ,
3496,148.00,-584.00,16816.00,0.07,-0.30,10.10,67.00,18.00,33.00,0.19,0.01,0.10,170,204,207 ,
4195,156.00,-572.00,16884.00,0.12,-0.36,10.04,66.00,20.00,37.00,-0.11,-0.11,0.10,170,220,212 ,
4896,160.00,-628.00,16736.00,0.12,-0.36,10.04,64.00,18.00,33.00,-0.11,-0.05,-0.02,171,212,212 ,
5595,52.00,-600.00,16832.00,0.06,-0.35,10.13,65.00,19.00,30.00,-0.17,0.07,-0.02,172,209,211 ,
6296,132.00,-608.00,17072.00,0.05,-0.30,10.16,66.00,18.00,30.00,0.07,0.07,0.04,172,206,206 ,
6995,156.00,-588.00,16856.00,0.09,-0.33,10.02,66.00,20.00,33.00,-0.17,-0.11,-0.02,171,202,210 ,
7695,172.00,-656.00,16848.00,0.11,-0.39,10.15,64.00,20.00,31.00,-0.17,0.01,0.10,175,202,213 ,
8395,108.00,-536.00,16716.00,0.12,-0.27,10.01,69.00,18.00,29.00,0.07,0.01,-0.14,175,201,212 ,
9095,104.00,-624.00,16800.00,0.10,-0.33,10.07,63.00,20.00,31.00,0.01,0.07,0.10,175,199,211 ,
9795,136.00,-564.00,16900.00,0.16,-0.31,10.09,66.00,17.00,33.00,-0.05,0.14,-0.02,173,197,212 ,
10495,136.00,-576.00,17004.00,0.06,-0.33,10.15,69.00,18.00,32.00,0.13,0.01,0.10,172,197,210 ,
button pressed
695,112.00,-564.00,16840.00,0.02,-0.34,10.10,67.00,16.00,33.00,0.07,-0.23,0.04,168,187,189 ,
1396,176.00,-616.00,16748.00,0.13,-0.37,10.04,66.00,17.00,31.00,0.01,-0.17,-0.14,167,194,194 ,
2095,156.00,-520.00,16952.00,0.05,-0.38,10.10,64.00,21.00,32.00,-0.17,0.07,-0.02,164,195,196 ,
2795,216.00,-568.00,16912.00,0.08,-0.38,10.08,64.00,18.00,31.00,0.01,0.01,0.10,166,196,200 ,
3495,228.00,-544.00,16812.00,0.15,-0.34,10.06,68.00,20.00,32.00,0.13,0.20,-0.02,169,196,202 ,
4195,132.00,-532.00,17000.00,0.07,-0.33,10.10,64.00,18.00,33.00,0.01,0.07,-0.08,168,194,203 ,
4895,20.00,-556.00,16764.00,0.05,-0.37,10.04,65.00,17.00,31.00,0.13,-0.17,0.23,166,196,207 ,
5595,208.00,-608.00,16896.00,0.13,-0.34,10.05,65.00,21.00,32.00,-0.17,0.01,0.10,170,194,208 ,
6294,96.00,-536.00,16844.00,0.10,-0.33,10.03,67.00,18.00,27.00,-0.05,-0.11,-0.02,173,194,213 ,
6995,72.00,-572.00,16824.00,0.03,-0.35,10.03,65.00,15.00,32.00,-0.05,-0.11,-0.02,175,194,217 ,
7694,96.00,-576.00,16920.00,0.06,-0.34,10.12,66.00,18.00,30.00,0.07,0.07,-0.20,172,192,219 ,
8395,160.00,-520.00,16804.00,0.14,-0.34,10.10,68.00,20.00,34.00,0.13,-0.17,0.10,177,193,218 ,
9094,64.00,-612.00,16864.00,0.04,-0.41,10.02,66.00,18.00,31.00,0.07,-0.17,0.04,176,194,220 ,
9794,88.00,-532.00,16820.00,0.11,-0.38,10.04,64.00,20.00,31.00,-0.11,0.07,-0.02,181,198,226 ,
10494,160.00,-492.00,16792.00,0.13,-0.32,10.07,67.00,16.00,32.00,0.13,-0.11,0.04,184,199,231 ,
button pressed
696,160.00,-648.00,16852.00,0.15,-0.35,10.11,66.00,21.00,32.00,0.13,0.14,-0.02,174,205,207 ,
1396,100.00,-608.00,16808.00,0.09,-0.37,10.08,66.00,18.00,30.00,-0.05,0.01,-0.02,174,200,206 ,
2096,184.00,-568.00,16724.00,0.11,-0.36,10.06,68.00,21.00,30.00,0.38,0.01,-0.02,170,198,204 ,
2796,248.00,-584.00,16712.00,0.10,-0.38,10.07,64.00,17.00,30.00,0.07,-0.05,-0.08,174,197,204 ,
3496,160.00,-544.00,16892.00,0.13,-0.35,10.05,67.00,20.00,32.00,0.07,-0.11,0.17,174,197,205 ,
4196,96.00,-552.00,16920.00,0.04,-0.35,10.08,65.00,18.00,30.00,0.01,-0.11,-0.02,175,200,207 ,
4896,72.00,-632.00,16764.00,0.06,-0.33,10.04,64.00,20.00,34.00,-0.17,-0.17,0.17,177,199,207 ,
5596,28.00,-556.00,16856.00,0.06,-0.29,10.08,66.00,22.00,32.00,0.13,0.26,0.10,177,197,208 ,
6296,60.00,-624.00,16948.00,0.04,-0.34,10.12,65.00,18.00,30.00,0.01,-0.05,-0.08,175,197,210 ,
6995,216.00,-632.00,16768.00,0.13,-0.36,9.99,66.00,20.00,33.00,0.07,0.14,-0.02,179,196,210 ,
7696,124.00,-592.00,16760.00,0.06,-0.40,10.02,62.00,19.00,29.00,-0.23,0.07,-0.08,175,196,214 ,
8395,156.00,-608.00,16876.00,0.07,-0.37,10.09,68.00,15.00,30.00,-0.05,0.01,-0.02,176,198,214 ,
9096,204.00,-504.00,16856.00,0.10,-0.35,10.08,66.00,19.00,31.00,0.13,0.07,-0.02,179,199,213 ,
9795,280.00,-536.00,16800.00,0.19,-0.37,10.08,63.00,20.00,33.00,-0.11,0.07,0.23,179,200,212 ,
10495,48.00,-576.00,16788.00,0.10,-0.41,10.05,67.00,19.00,32.00,-0.05,-0.11,-0.08,179,199,209 ,
button pressed
696,104.00,-592.00,16912.00,0.04,-0.38,10.10,65.00,19.00,32.00,-0.05,0.01,-0.02,178,208,211 ,
1396,160.00,-544.00,16824.00,0.11,-0.32,10.08,64.00,21.00,32.00,-0.05,0.07,0.10,175,202,210 ,
2096,156.00,-660.00,16844.00,0.08,-0.37,10.14,68.00,22.00,29.00,0.13,0.26,-0.08,179,199,208 ,
2796,180.00,-604.00,16764.00,0.11,-0.36,10.06,63.00,21.00,32.00,-0.17,0.01,-0.02,175,198,210 ,
3496,228.00,-520.00,16712.00,0.03,-0.33,10.05,64.00,18.00,28.00,-0.17,0.07,-0.02,181,198,211 ,
4196,212.00,-648.00,16824.00,0.06,-0.38,10.09,63.00,17.00,30.00,0.07,0.01,-0.08,182,255,231 ,
4895,152.00,-584.00,16816.00,0.10,-0.39,10.05,62.00,21.00,33.00,-0.05,0.07,0.10,179,248,232 ,
5596,188.00,-700.00,16924.00,0.09,-0.39,10.05,63.00,19.00,31.00,-0.05,-0.05,0.17,181,216,222 ,
6295,172.00,-532.00,16800.00,0.08,-0.33,10.03,63.00,20.00,34.00,0.01,0.01,-0.02,177,208,216 ,
6996,92.00,-564.00,16836.00,0.05,-0.31,10.05,66.00,19.00,28.00,0.01,-0.11,-0.08,177,204,214 ,
7695,280.00,-600.00,16832.00,0.09,-0.39,10.11,66.00,21.00,29.00,-0.05,0.01,-0.02,175,200,214 ,
8395,144.00,-564.00,16880.00,0.09,-0.35,10.13,65.00,18.00,33.00,0.01,0.01,0.04,177,199,213 ,
9095,216.00,-620.00,16840.00,0.14,-0.36,10.05,66.00,19.00,31.00,0.13,0.01,0.04,178,198,213 ,
9795,184.00,-504.00,16836.00,0.09,-0.33,10.09,67.00,17.00,32.00,0.13,0.14,0.17,180,196,214 ,
10495,184.00,-568.00,16772.00,0.16,-0.34,10.07,65.00,18.00,31.00,0.13,0.01,-0.08,181,195,214 ,
button pressed
696,184.00,-568.00,16916.00,0.13,-0.36,10.03,64.00,18.00,30.00,0.01,0.07,-0.02,173,168,186 ,
1396,180.00,-584.00,16788.00,0.09,-0.33,10.06,65.00,17.00,31.00,-0.05,-0.05,-0.08,175,179,192 ,
2096,128.00,-552.00,16844.00,0.06,-0.31,10.10,66.00,16.00,35.00,-0.23,-0.11,0.17,173,183,195 ,
2795,180.00,-564.00,16932.00,0.05,-0.35,10.13,66.00,18.00,32.00,-0.05,-0.05,-0.14,172,185,200 ,
3496,180.00,-488.00,17008.00,0.12,-0.28,10.13,63.00,19.00,33.00,-0.23,0.07,0.17,177,189,204 ,
4195,148.00,-584.00,16776.00,0.07,-0.34,10.04,68.00,17.00,31.00,0.19,-0.23,0.04,180,191,207 ,
4896,152.00,-584.00,16716.00,0.11,-0.37,10.09,66.00,18.00,33.00,-0.17,0.07,-0.02,178,191,212 ,
5595,176.00,-656.00,16920.00,0.08,-0.38,10.18,67.00,21.00,30.00,0.07,0.01,0.04,179,190,215 ,
6295,104.00,-552.00,16820.00,0.09,-0.37,10.16,67.00,22.00,34.00,0.13,0.32,0.04,183,190,216 ,
6995,52.00,-592.00,16880.00,0.09,-0.32,10.04,64.00,20.00,33.00,-0.11,-0.05,-0.08,181,194,220 ,
7695,160.00,-644.00,16768.00,0.05,-0.36,10.05,66.00,19.00,32.00,-0.05,-0.05,0.17,183,192,221 ,
8395,20.00,-544.00,16828.00,0.07,-0.38,10.07,67.00,19.00,34.00,0.07,0.01,0.17,184,193,222 ,
9095,40.00,-572.00,16804.00,0.09,-0.36,10.07,64.00,18.00,32.00,-0.17,-0.11,-0.14,185,192,221 ,
9796,112.00,-504.00,16884.00,0.11,-0.31,10.15,66.00,20.00,31.00,-0.11,0.07,0.10,181,195,218 ,
10495,132.00,-548.00,16844.00,0.07,-0.36,10.02,67.00,21.00,29.00,0.01,0.14,0.04,180,193,217 ,
button pressed
696,168.00,-612.00,16892.00,0.12,-0.33,10.00,64.00,19.00,32.00,-0.05,0.07,-0.02,172,206,199 ,
1397,204.00,-604.00,16820.00,0.11,-0.32,10.12,68.00,21.00,30.00,0.01,0.07,-0.08,174,207,203 ,
2096,176.00,-604.00,16876.00,0.10,-0.34,10.07,64.00,21.00,31.00,-0.05,0.07,-0.02,174,206,208 ,
2797,180.00,-572.00,16784.00,0.13,-0.32,10.04,67.00,18.00,33.00,-0.05,0.01,0.10,175,204,209 ,
3496,80.00,-584.00,16760.00,0.05,-0.35,10.03,65.00,19.00,32.00,0.13,0.01,0.17,177,204,211 ,
4196,104.00,-524.00,16660.00,0.07,-0.34,10.07,67.00,17.00,32.00,0.07,-0.05,-0.02,177,203,212 ,
4896,112.00,-616.00,16988.00,0.12,-0.35,10.08,63.00,17.00,31.00,-0.17,-0.05,-0.02,176,201,212 ,
5596,100.00,-520.00,16892.00,0.04,-0.32,10.14,67.00,22.00,33.00,0.01,0.07,0.17,176,201,212 ,
6296,172.00,-612.00,16920.00,0.13,-0.34,10.09,66.00,17.00,31.00,0.13,-0.05,-0.02,177,202,214 ,
6996,148.00,-556.00,16840.00,0.08,-0.36,10.01,64.00,20.00,30.00,0.07,0.07,0.04,177,198,213 ,
7695,188.00,-560.00,16840.00,0.14,-0.35,10.01,65.00,17.00,36.00,0.07,-0.05,0.10,175,199,213 ,
8396,116.00,-668.00,16820.00,0.04,-0.40,10.05,68.00,18.00,31.00,-0.05,0.07,-0.02,178,199,212 ,
9095,120.00,-600.00,16868.00,0.02,-0.35,10.08,64.00,21.00,30.00,-0.05,0.20,0.17,177,197,213 ,
9796,144.00,-640.00,16832.00,0.11,-0.37,10.05,64.00,21.00,31.00,-0.05,0.01,0.04,175,198,208 ,
10495,68.00,-604.00,16816.00,0.08,-0.35,10.10,64.00,21.00,30.00,-0.11,0.01,-0.02,177,197,211 ,
button pressed
696,152.00,-496.00,16924.00,0.09,-0.32,10.12,66.00,20.00,32.00,-0.05,-0.05,0.10,186,215,225 ,
1395,88.00,-492.00,16972.00,0.08,-0.33,10.12,65.00,20.00,31.00,-0.11,0.07,0.04,184,206,223 ,
2096,44.00,-636.00,16760.00,0.04,-0.32,10.10,65.00,20.00,33.00,-0.05,0.14,-0.02,183,203,222 ,
2795,124.00,-560.00,16916.00,0.09,-0.31,10.12,67.00,22.00,32.00,0.07,0.26,0.17,186,204,220 ,
3496,64.00,-568.00,16724.00,0.05,-0.35,10.07,67.00,20.00,32.00,-0.05,0.07,0.04,185,204,220 ,
4196,140.00,-536.00,16852.00,0.12,-0.37,10.09,66.00,22.00,33.00,0.07,0.07,0.23,182,203,220 ,
4895,180.00,-628.00,16804.00,0.05,-0.39,10.07,67.00,20.00,37.00,-0.17,-0.05,0.17,185,199,221 ,
5596,124.00,-612.00,16860.00,0.11,-0.31,10.11,64.00,16.00,33.00,-0.11,-0.05,0.04,180,201,219 ,
6295,144.00,-632.00,16796.00,0.09,-0.32,9.97,68.00,18.00,32.00,-0.11,-0.05,-0.02,185,198,215 ,
6996,168.00,-596.00,16916.00,0.07,-0.34,10.04,65.00,22.00,33.00,-0.23,0.32,0.10,181,199,216 ,
7695,144.00,-520.00,16840.00,0.12,-0.34,10.05,64.00,16.00,30.00,-0.05,0.14,-0.14,179,201,216 ,
8395,160.00,-552.00,16832.00,0.06,-0.34,10.03,67.00,21.00,31.00,0.01,0.14,0.10,180,200,215 ,
9095,144.00,-620.00,16848.00,0.09,-0.37,10.08,66.00,19.00,34.00,0.13,0.14,-0.02,181,199,214 ,
9795,132.00,-588.00,16860.00,0.07,-0.33,10.16,66.00,20.00,30.00,-0.05,0.14,-0.02,179,200,212 ,
10495,244.00,-528.00,16884.00,0.10,-0.33,10.05,66.00,21.00,29.00,0.07,-0.05,-0.02,179,200,214 ,
button pressed
697,72.00,-560.00,16872.00,0.03,-0.33,10.15,66.00,17.00,35.00,0.01,-0.05,0.17,187,238,232 ,
1396,192.00,-592.00,16824.00,0.02,-0.36,10.05,64.00,18.00,30.00,-0.11,0.07,-0.14,190,211,225 ,
2096,76.00,-556.00,16844.00,0.13,-0.39,10.11,64.00,17.00,31.00,-0.11,-0.05,-0.14,186,201,223 ,
2796,112.00,-572.00,16768.00,0.10,-0.35,10.05,65.00,19.00,30.00,-0.05,0.07,-0.02,186,200,221 ,
3496,144.00,-672.00,16788.00,0.08,-0.34,10.02,66.00,17.00,33.00,-0.05,-0.11,-0.08,189,198,222 ,
4197,96.00,-624.00,16756.00,0.11,-0.38,10.03,65.00,20.00,30.00,0.01,0.14,0.04,187,198,222 ,
4896,156.00,-560.00,16832.00,0.10,-0.32,10.08,64.00,20.00,29.00,-0.05,0.01,0.17,187,197,221 ,
5596,160.00,-584.00,16784.00,0.11,-0.34,10.03,66.00,21.00,33.00,0.01,0.14,-0.02,189,198,222 ,
6296,68.00,-616.00,16916.00,0.09,-0.32,10.11,66.00,20.00,29.00,-0.05,-0.05,-0.14,189,200,221 ,
6996,148.00,-544.00,16808.00,0.07,-0.34,10.04,64.00,21.00,34.00,0.07,0.07,0.10,189,204,221 ,
7696,176.00,-568.00,16796.00,0.13,-0.33,10.03,64.00,19.00,30.00,-0.11,0.01,-0.02,189,213,224 ,
8396,152.00,-528.00,16828.00,0.08,-0.34,9.97,67.00,19.00,33.00,0.19,0.26,0.10,188,210,224 ,
9095,96.00,-568.00,16968.00,0.08,-0.34,10.04,65.00,20.00,31.00,-0.11,0.07,-0.02,188,210,223 ,
