Time,ACC_X.raw,ACC_Y.raw,ACC_Z.raw,ACC_X.norm,ACC_Y.norm,ACC_Z.norm,GYRO_X.raw,GYRO_Y.raw,GYRO_Z.raw,GYRO_X.norm,GYRO_Y.norm,GYRO_Z.norm,Ceramic_Piezo,Film_Piezo,Weighted_Film_Piezo,Vibration_Sensor,Activity_Name ,New_Window
10613,168,-644,16876,0.14,-0.37,10.09,66,18,32,0.01,0.13,-0.04,76,137,212,0,object_fall,
observation 30,,,,,,,,,,,,,,,,,object_fall,
696,156,-572,16760,0.11,-0.33,10.08,65,19,31,-0.05,0.07,0.08,83,194,227,0,object_fall,
1329,-128,-432,17968,0.11,-0.32,10.59,81,25,16,4.59,10.56,3.86,78,153,214,941,object_fall,
2029,36,-600,16752,0.07,-0.4,10.04,65,16,30,-0.05,-0.11,0.14,79,139,222,0,object_fall,
2729,180,-568,16696,0.05,-0.32,10,65,18,32,-0.11,-0.11,0.02,81,136,204,0,object_fall,
3429,68,-404,16908,0.08,-0.3,10.07,67,22,30,0.14,0.01,0.02,81,137,203,0,object_fall,
4129,192,-616,16776,0.04,-0.36,10.04,63,19,31,0.08,-0.05,0.02,80,137,200,0,object_fall,
4829,144,-504,16760,0.1,-0.33,10.09,64,20,31,-0.05,0.07,0.02,75,136,200,0,object_fall,
5528,132,-656,16920,0.06,-0.37,10.09,65,18,29,0.08,-0.05,0.02,76,136,198,0,object_fall,
6229,84,-620,16836,0.09,-0.38,10.06,67,21,31,0.01,0.01,-0.04,76,137,198,0,object_fall,
6928,92,-544,16816,0.06,-0.35,10.01,66,18,34,0.08,0.07,0.26,79,137,196,0,object_fall,
7629,80,-636,16828,0.09,-0.35,10.1,64,18,31,0.01,0.01,0.02,73,136,194,0,object_fall,
8328,144,-608,16844,0.05,-0.32,10.06,66,20,32,-0.11,0.19,0.02,79,138,195,0,object_fall,
9028,128,-576,16752,0.13,-0.34,10.01,66,16,32,0.01,0.01,0.14,78,138,194,0,object_fall,
9728,52,-516,16916,0.01,-0.37,10.11,63,19,29,-0.17,0.01,-0.04,76,139,193,0,object_fall,
10428,88,-536,16788,0.06,-0.32,10.09,62,19,31,0.08,0.01,-0.1,77,139,189,0,object_fall,
observation 31,,,,,,,,,,,,,,,,,object_fall,
696,140,-592,16832,0.07,-0.37,10.09,63,17,31,-0.11,-0.17,0.14,84,224,225,0,object_fall,
1396,220,-548,16844,0.09,-0.33,10.1,63,20,29,-0.17,0.07,-0.17,86,172,210,0,object_fall,
2096,180,-568,16808,0.02,-0.34,10.05,63,18,33,-0.05,0.07,-0.04,86,245,229,0,object_fall,
2111,448,-776,13664,-0.15,-0.39,11.43,78,-14,14,-1.51,9.46,3.74,79,249,235,466,object_fall,
2811,52,-544,16848,0.09,-0.32,10.01,63,20,29,-0.05,0.07,0.02,84,201,225,0,object_fall,
3512,136,-660,16664,0.06,-0.32,10.08,63,19,31,-0.11,0.19,0.2,85,264,237,0,object_fall,
4211,132,-520,16836,0.04,-0.37,10.1,66,22,30,0.08,0.13,-0.1,86,246,233,0,object_fall,
4912,44,-588,16800,0.03,-0.3,10.01,67,17,32,0.01,-0.11,0.14,83,237,230,0,object_fall,
5611,80,-604,16844,0.1,-0.35,10.07,68,19,32,0.2,0.01,-0.04,81,230,229,0,object_fall,
6311,84,-516,16852,0.05,-0.33,10.05,63,21,31,-0.23,0.01,0.08,85,243,235,0,object_fall,
7011,216,-588,16816,0.11,-0.43,10.06,64,20,30,-0.17,0.01,0.08,87,240,235,0,object_fall,
7711,132,-584,16788,0.08,-0.33,9.99,64,19,34,0.01,-0.05,0.02,88,239,236,0,object_fall,
8411,112,-540,16840,0.04,-0.29,10.05,65,20,29,0.08,0.13,-0.04,87,225,232,0,object_fall,
9111,136,-616,16976,0.11,-0.32,10.07,66,19,29,-0.05,0.07,0.02,88,229,232,0,object_fall,
9810,140,-524,16860,0.05,-0.3,10.06,70,20,30,0.01,0.01,0.02,88,232,231,0,object_fall,
10511,188,-628,16688,0.16,-0.33,10,63,19,29,-0.05,0.01,-0.1,84,231,229,0,object_fall,
observation 32,,,,,,,,,,,,,,,,,object_fall,
696,124,-592,16852,0.09,-0.34,10.12,63,16,32,-0.05,0.01,0.08,93,215,226,0,object_fall,
1200,-28,-424,17624,0,-0.41,10.95,67,17,30,-0.17,0.07,0.02,87,218,229,1003,object_fall,
1221,-200,-560,12032,0.02,-0.43,11.39,66,-8,34,-0.05,-0.72,0.02,85,254,237,447,object_fall,
1922,116,-608,16884,0.05,-0.31,10.11,67,20,29,0.08,0.13,-0.04,81,250,233,0,object_fall,
2621,196,-512,16884,0.09,-0.33,10.09,64,23,32,-0.11,0.13,0.08,91,231,233,0,object_fall,
3321,164,-600,16808,0.09,-0.33,10.07,65,19,33,-0.05,0.01,0.08,89,230,234,0,object_fall,
4021,156,-572,16776,0.12,-0.4,10.05,65,20,35,-0.05,0.13,0.14,86,240,238,0,object_fall,
4721,128,-556,16820,0.08,-0.33,10.1,64,21,33,-0.05,0.07,0.08,89,242,239,0,object_fall,
5421,88,-628,16796,0.04,-0.34,10.05,66,18,29,-0.17,0.01,-0.23,88,239,240,0,object_fall,
6121,160,-492,16736,0.07,-0.36,10.07,67,21,33,-0.17,0.01,0.02,88,238,238,0,object_fall,
6820,144,-572,16760,0.09,-0.35,9.98,65,22,32,-0.17,0.01,0.08,88,231,239,0,object_fall,
7521,48,-596,16972,0.09,-0.32,10.1,66,19,28,-0.11,0.07,-0.04,95,228,238,0,object_fall,
8220,176,-648,16868,0.14,-0.38,10.05,66,19,29,-0.05,-0.05,-0.17,96,240,243,0,object_fall,
8921,140,-572,16952,0.08,-0.34,10.14,65,20,31,0.08,0.19,0.02,94,229,241,0,object_fall,
9620,164,-476,16772,0.1,-0.24,10.13,66,17,31,-0.11,-0.05,0.08,89,235,243,0,object_fall,
10320,156,-604,16968,0.07,-0.3,10.04,66,19,29,-0.05,0.01,0.08,92,214,237,0,object_fall,
observation 33,,,,,,,,,,,,,,,,,object_fall,
696,192,-596,16744,0.07,-0.34,10.06,63,16,32,-0.23,-0.17,0.14,93,174,213,0,object_fall,
922,-20,-836,14228,0.67,-0.36,8.38,70,26,34,-0.05,-0.72,0.2,90,154,210,760,object_fall,
945,-552,-340,10712,0.27,-0.4,11.06,60,-2,30,0.08,1.11,-0.04,83,131,203,491,object_fall,
1645,148,-548,16848,0.01,-0.38,10.12,65,21,30,0.14,0.13,-0.17,90,109,186,0,object_fall,
2345,144,-576,16880,0.08,-0.34,10.07,65,20,32,0.01,-0.05,0.26,90,136,200,0,object_fall,
3045,196,-552,16980,0.12,-0.35,10.14,64,21,34,-0.05,0.13,0.14,86,143,197,0,object_fall,
3745,192,-560,16784,0.11,-0.35,10.08,63,18,29,-0.05,-0.11,-0.04,87,144,196,0,object_fall,
4444,156,-524,16780,0.11,-0.31,10.1,64,20,32,0.01,0.01,0.08,85,144,195,0,object_fall,
5145,144,-576,16836,0.06,-0.37,10.02,66,19,32,-0.11,0.01,-0.04,87,145,194,0,object_fall,
5844,144,-544,16860,0.11,-0.28,10.08,65,20,31,0.01,0.07,-0.04,94,147,191,0,object_fall,
6545,136,-584,16980,0.05,-0.34,10.1,67,17,32,0.01,-0.05,0.02,87,146,194,0,object_fall,
7244,168,-532,16764,0.06,-0.35,10.08,66,19,31,0.01,0.07,0.08,87,146,194,0,object_fall,
7945,212,-504,16824,0.12,-0.35,10.15,64,17,32,-0.11,0.01,0.14,87,172,202,0,object_fall,
8644,132,-556,17004,0.08,-0.34,10.11,66,16,28,0.01,-0.17,-0.04,88,190,209,0,object_fall,
9344,172,-668,16836,0.1,-0.39,10.1,64,18,31,-0.23,-0.17,0.14,88,191,210,0,object_fall,
10044,144,-592,16876,0.13,-0.34,10.09,66,16,30,0.14,-0.05,0.02,94,190,211,0,object_fall,
observation 34,,,,,,,,,,,,,,,,,object_fall,
695,284,-612,16808,0.11,-0.35,10.08,67,23,30,0.14,0.19,-0.04,87,188,201,0,object_fall,
1135,312,-620,15952,0.06,-0.3,9.66,64,18,29,0.01,0.86,-0.04,87,194,205,1303,object_fall,
1187,-568,-1540,13740,0.45,-0.07,5.61,62,26,30,0.08,-0.72,-0.1,84,188,199,84,object_fall,
1887,244,-568,16736,0.11,-0.36,10.09,65,20,34,-0.05,0.01,0.2,91,140,185,0,object_fall,
2586,136,-592,16880,0.07,-0.35,10.1,64,17,30,-0.17,-0.05,-0.04,90,139,187,0,object_fall,
3287,136,-544,16788,0.13,-0.38,10.1,66,16,33,-0.05,-0.05,0.08,90,143,185,0,object_fall,
3987,288,-572,16780,0.09,-0.34,9.98,63,20,31,-0.11,-0.05,-0.04,85,144,186,0,object_fall,
4687,160,-532,16844,0.1,-0.31,10.01,69,19,30,0.2,0.07,0.08,89,142,184,0,object_fall,
5387,160,-644,16696,0.07,-0.33,10.05,66,17,31,0.14,-0.17,0.08,89,141,185,0,object_fall,
6086,124,-672,16744,0.08,-0.38,10.14,65,18,31,0.14,0.01,0.32,89,142,186,0,object_fall,
6787,156,-568,16912,0.12,-0.33,10.05,64,19,33,-0.11,0.13,-0.04,87,142,189,0,object_fall,
7486,144,-468,16912,0.08,-0.37,10.09,65,19,32,-0.11,0.07,-0.04,90,144,187,0,object_fall,
8187,136,-592,16888,0.08,-0.33,10.12,66,16,31,0.01,-0.23,-0.04,87,145,183,0,object_fall,
8886,128,-600,16948,0.14,-0.33,10.15,66,19,30,0.2,0.19,0.02,89,144,184,0,object_fall,
9586,168,-620,16936,0.11,-0.35,10.07,67,15,33,0.08,0.01,-0.04,87,146,183,0,object_fall,
10286,144,-572,16936,0.08,-0.36,10.15,65,22,32,-0.11,-0.05,0.08,88,146,185,0,object_fall,
observation 35,,,,,,,,,,,,,,,,,object_fall,
695,124,-608,16852,0.1,-0.42,10.03,68,21,31,0.01,-0.11,-0.1,95,167,195,0,object_fall,
796,-124,-896,15080,-0.07,-0.54,9.02,1,0,22,-4.01,-7.06,-1.32,91,150,192,666,object_fall,
809,360,-556,16004,-0.04,-0.28,9.88,64,35,30,-0.11,0.74,-0.1,79,104,175,0,object_fall,
1509,140,-536,16868,0.11,-0.32,10.03,65,21,30,0.01,0.13,-0.17,91,107,173,0,object_fall,
2209,172,-588,16728,0.04,-0.31,10,65,15,28,-0.11,-0.11,-0.04,86,136,182,0,object_fall,
2909,132,-560,16968,0.14,-0.33,10.05,66,21,31,0.08,0.13,0.08,88,142,184,0,object_fall,
3609,164,-460,16824,0.07,-0.34,10.1,65,18,31,-0.23,-0.05,0.14,90,143,186,0,object_fall,
4309,52,-584,16936,0.07,-0.33,10.19,67,19,30,-0.05,-0.05,-0.04,89,144,186,0,object_fall,
5008,240,-432,16868,0.12,-0.3,10.12,65,17,28,0.01,-0.11,0.02,92,144,185,0,object_fall,
5709,96,-532,16796,0.07,-0.34,10.07,68,18,29,0.01,-0.17,-0.1,87,143,185,0,object_fall,
6408,156,-652,16544,0.07,-0.39,10.02,66,18,33,0.01,0.25,0.2,91,144,186,0,object_fall,
7109,144,-620,16916,0.06,-0.37,10.13,65,18,30,-0.05,-0.17,-0.04,89,144,185,0,object_fall,
7808,152,-644,16768,0.07,-0.33,10.02,65,19,33,0.08,-0.11,0.14,91,143,183,0,object_fall,
8508,140,-544,16784,0.11,-0.35,10.05,66,19,31,-0.11,0.19,-0.04,88,145,184,0,object_fall,
9208,164,-632,16868,0.06,-0.37,10.06,65,21,31,0.14,0.13,-0.1,88,140,183,0,object_fall,
9908,64,-508,16664,0.1,-0.28,10.05,66,15,30,-0.05,-0.17,-0.04,91,142,184,0,object_fall,
10608,84,-600,16752,0.11,-0.31,10.07,63,19,31,-0.11,-0.05,0.08,93,142,186,0,object_fall,
observation 36,,,,,,,,,,,,,,,,,object_fall,
697,216,-536,16880,0.09,-0.36,10,65,20,30,0.01,0.01,0.08,97,183,195,0,object_fall,
1396,208,-556,16708,0.07,-0.33,10.07,68,19,31,-0.17,0.01,0.14,95,161,190,0,object_fall,
1558,-48,-800,16932,0.19,-0.39,9.39,69,-1,29,0.08,0.19,0.02,95,153,188,1192,object_fall,
1578,-48,-764,15712,0.38,-0.39,9.09,66,21,35,-0.23,-0.66,0.2,96,131,181,746,object_fall,
2279,52,-540,16764,0.08,-0.34,10.06,66,19,30,-0.05,0.01,-0.04,93,114,170,0,object_fall,
2979,136,-652,16876,0.05,-0.39,10.08,68,17,32,0.14,0.01,0.08,97,143,183,0,object_fall,
3679,168,-568,16888,0.09,-0.31,10.11,67,18,35,0.08,-0.05,0.26,96,149,186,0,object_fall,
4379,56,-544,16920,0.07,-0.31,10.07,64,22,29,0.01,0.19,-0.1,99,150,186,0,object_fall,
5078,100,-552,16856,0.09,-0.35,10.11,65,16,31,-0.05,-0.11,0.14,99,150,186,0,object_fall,
5779,180,-576,17008,0.06,-0.29,10.02,66,25,30,0.01,0.38,0.14,96,149,186,0,object_fall,
6478,132,-600,16900,0.1,-0.39,10.06,64,18,34,0.08,0.07,0.14,93,147,185,0,object_fall,
7179,68,-508,16828,0.11,-0.35,10.1,65,22,31,-0.11,0.19,-0.04,98,150,186,0,object_fall,
7878,96,-532,16800,0.06,-0.39,10.05,66,17,30,0.08,-0.17,0.08,99,147,186,0,object_fall,
8578,124,-468,16840,0.1,-0.35,10.03,67,20,35,0.01,-0.05,0.2,95,148,186,0,object_fall,
9278,56,-604,16876,0.05,-0.39,10.04,66,20,29,0.08,0.07,0.14,94,148,185,0,object_fall,
9978,184,-544,16716,0.06,-0.35,10.05,70,18,36,0.01,-0.05,0.14,94,147,184,0,object_fall,
10678,-40,-640,16808,0,-0.38,10.03,67,20,32,0.08,0.19,0.02,95,149,180,0,object_fall,
observation 37,,,,,,,,,,,,,,,,,object_fall,
697,132,-568,16820,0.04,-0.35,10.14,67,19,32,0.01,-0.05,-0.04,96,172,190,0,object_fall,
919,-404,-280,16124,0.37,-0.37,9.54,60,41,31,0.14,0.25,0.14,97,158,188,654,object_fall,
1618,180,-576,16848,0.08,-0.31,10.14,65,21,32,0.08,0.07,-0.04,81,116,181,0,object_fall,
2319,128,-524,16816,0.08,-0.33,10.09,64,20,32,-0.05,0.19,0.08,99,147,186,0,object_fall,
3018,232,-596,16888,0.07,-0.37,10.09,66,20,31,-0.05,0.19,0.14,97,151,186,0,object_fall,
3719,108,-624,16668,0.12,-0.37,10.05,64,19,30,-0.17,0.07,-0.04,103,151,188,0,object_fall,
4419,92,-476,16924,0.07,-0.36,10.09,68,17,33,0.01,-0.11,0.2,100,150,188,0,object_fall,
5118,24,-588,16840,0.09,-0.35,10.05,68,21,32,0.01,0.13,0.08,101,150,189,0,object_fall,
5819,192,-700,16648,0.08,-0.39,10.06,66,19,32,-0.05,-0.05,-0.04,102,150,188,0,object_fall,
6518,96,-620,16888,0.05,-0.35,10.19,66,19,30,0.08,0.07,-0.1,100,150,189,0,object_fall,
7219,136,-648,16780,0.08,-0.36,10.13,66,20,31,0.14,0.01,-0.04,100,150,189,0,object_fall,
7918,40,-620,16856,0.06,-0.43,10.1,65,22,29,-0.05,0.07,0.08,99,150,189,0,object_fall,
8618,160,-588,16980,0.1,-0.35,10.16,67,19,30,0.01,-0.05,0.08,102,152,189,0,object_fall,
9318,248,-560,16892,0.12,-0.35,10.06,67,19,33,0.01,0.01,0.14,98,153,190,0,object_fall,
10018,132,-552,16808,0.08,-0.25,9.99,66,22,31,0.01,-0.05,0.02,101,153,193,0,object_fall,
observation 38,,,,,,,,,,,,,,,,,object_fall,
696,72,-612,16924,0.11,-0.33,10,67,18,32,-0.05,-0.05,0.02,104,172,197,0,object_fall,
1002,228,-696,16468,0.37,-0.34,9.15,153,89,56,-2.42,0.13,-1.08,104,158,194,724,object_fall,
1702,120,-572,16600,0.08,-0.36,10.04,65,19,32,0.01,0.01,0.02,97,136,185,0,object_fall,
2402,152,-608,16908,0.07,-0.36,10.12,65,21,33,0.01,0.07,0.02,103,152,190,0,object_fall,
3102,196,-564,16840,0.04,-0.35,9.99,67,21,30,0.08,0.19,-0.04,102,154,191,0,object_fall,
3802,192,-656,16792,0.1,-0.38,10.04,65,21,33,0.01,0.13,0.08,102,153,190,0,object_fall,
4501,100,-576,16712,0.1,-0.38,10.08,66,18,31,-0.11,0.07,0.14,102,149,189,0,object_fall,
5202,140,-536,16892,0.07,-0.34,9.97,63,19,31,-0.11,0.01,0.02,103,151,188,0,object_fall,
5901,44,-524,16756,0.11,-0.33,10.03,69,18,32,0.08,0.07,0.02,102,152,189,0,object_fall,
6602,96,-600,17024,0.08,-0.31,10.05,66,19,34,-0.11,-0.05,0.26,103,152,190,0,object_fall,
7301,36,-612,16832,0.07,-0.38,10.07,68,18,32,0.08,0.01,0.02,105,154,189,0,object_fall,
8001,136,-600,16848,0.06,-0.34,10.06,64,22,30,0.01,0.31,0.08,104,152,186,0,object_fall,
8701,76,-576,16784,0.03,-0.31,10.1,66,22,31,-0.05,0.07,0.08,103,152,188,0,object_fall,
9401,88,-592,16792,0.09,-0.37,10.09,64,22,30,0.08,0.07,-0.04,101,151,187,0,object_fall,
10101,120,-480,16932,0.12,-0.32,10.06,67,19,30,0.01,-0.11,0.02,100,150,186,0,object_fall,
observation 39,,,,,,,,,,,,,,,,,object_fall,
696,124,-604,16896,0.12,-0.4,10.07,66,21,33,0.2,-0.05,0.2,104,175,194,0,object_fall,
1244,-56,-600,17216,-0.03,-0.36,10.3,68,37,34,0.2,0.74,0.08,100,158,190,1735,object_fall,
1945,72,-568,16820,0.09,-0.36,10.02,67,17,27,0.2,-0.17,-0.17,105,189,198,0,object_fall,
2644,96,-528,16728,0.06,-0.33,10.09,67,20,32,0.14,0.13,0.14,103,144,187,0,object_fall,
3345,136,-576,16864,0.08,-0.37,10.08,64,18,34,-0.11,0.07,0.2,107,151,189,0,object_fall,
4044,60,-552,16856,0.1,-0.33,10.04,66,18,32,-0.05,-0.05,0.02,104,153,189,0,object_fall,
4744,56,-668,16740,0.01,-0.38,10.08,68,20,31,0.14,0.07,0.02,106,154,190,0,object_fall,
5444,60,-636,16804,0.08,-0.39,10.05,62,18,33,0.01,0.13,0.14,107,153,188,0,object_fall,
6144,152,-604,16888,0.1,-0.37,10.14,64,19,31,-0.17,-0.11,-0.1,102,153,189,0,object_fall,
6845,100,-552,16816,0.13,-0.34,10.1,64,18,33,0.01,-0.11,0.14,105,154,188,0,object_fall,
7544,60,-576,16864,0.06,-0.31,10,65,19,31,0.08,0.13,0.14,107,154,188,0,object_fall,
8244,68,-516,16848,0.07,-0.33,10.11,66,19,36,-0.05,-0.23,-0.04,104,152,187,0,object_fall,
8944,60,-584,16884,0.07,-0.36,10.08,67,20,32,0.01,0.01,0.08,105,153,186,0,object_fall,
9644,208,-580,16816,0.09,-0.34,10.04,66,16,32,-0.05,-0.11,0.08,107,152,183,0,object_fall,
10344,252,-576,16764,0.08,-0.33,10.12,63,20,32,-0.11,0.25,0.02,103,152,184,0,object_fall,
observation 40,,,,,,,,,,,,,,,,,object_fall,
696,144,-556,16916,0.1,-0.35,10.05,66,19,32,0.01,0.13,-0.04,100,173,188,0,object_fall,
1396,208,-668,17008,0.15,-0.43,10.13,65,20,33,-0.05,0.13,-0.04,102,158,184,0,object_fall,
1412,-336,-696,16768,0.46,-0.33,8.96,67,25,36,0.26,-0.36,0.08,103,154,183,686,object_fall,
1423,-636,-188,15556,0.37,-0.44,9.97,69,23,34,0.01,0.07,0.14,117,120,191,14,object_fall,
2124,176,-556,16672,0.09,-0.36,9.98,65,19,33,-0.11,-0.05,-0.1,98,128,171,0,object_fall,
2824,84,-540,16756,0.1,-0.36,10.09,66,20,31,-0.05,0.01,0.08,98,142,175,0,object_fall,
3523,36,-632,16764,0.1,-0.35,10.06,65,19,29,-0.05,-0.05,0.02,101,149,177,0,object_fall,
4224,132,-608,16792,0.07,-0.33,10.07,65,17,30,-0.05,-0.05,-0.1,102,151,178,0,object_fall,
4923,84,-616,16832,0.07,-0.41,10.04,65,16,33,-0.05,0.01,0.08,102,152,178,0,object_fall,
5624,136,-608,16844,0.05,-0.37,10.13,65,19,32,0.14,0.07,0.08,104,151,176,0,object_fall,
6323,196,-600,16840,0.07,-0.34,10.1,64,20,28,-0.11,0.13,-0.17,101,152,176,0,object_fall,
7023,208,-624,16664,0.12,-0.37,10.04,64,20,31,-0.11,0.07,0.02,101,151,178,0,object_fall,
7723,156,-556,16796,0.15,-0.37,10.11,69,19,33,0.01,0.31,0.26,103,152,181,0,object_fall,
8423,156,-632,16820,0.01,-0.35,10.05,67,20,33,0.08,0.13,0.14,98,150,178,0,object_fall,
9123,188,-520,16852,0.11,-0.33,10.18,66,19,32,0.08,-0.23,-0.1,102,152,178,0,object_fall,
9823,108,-620,16808,0.09,-0.35,10.06,65,18,35,0.01,-0.11,0.02,102,151,177,0,object_fall,
10522,108,-624,16848,0.05,-0.35,10.13,66,20,30,-0.11,0.13,0.02,98,150,177,0,object_fall,
observation 41,,,,,,,,,,,,,,,,,object_fall,
697,144,-588,16796,0.16,-0.37,10.02,63,21,30,-0.17,0.19,0.02,108,169,194,0,object_fall,
1107,460,-1160,16256,0.42,-0.14,10.57,58,5,34,4.65,8.67,1.3,107,154,189,459,object_fall,
1807,128,-608,16784,0.07,-0.33,10.02,65,19,34,0.01,-0.05,0.14,110,142,213,0,object_fall,
2507,136,-672,16836,0.06,-0.37,9.99,64,17,30,0.01,-0.05,0.02,106,151,189,0,object_fall,
3206,232,-616,16888,0.05,-0.37,10.11,64,20,30,-0.05,0.07,-0.04,110,154,187,0,object_fall,
3907,132,-484,16784,0.14,-0.35,10.05,65,20,31,0.08,0.01,0.08,105,153,187,0,object_fall,
4606,92,-656,16784,0.07,-0.36,10.15,65,15,32,0.01,-0.11,0.08,105,154,187,0,object_fall,
5307,184,-568,16960,0.12,-0.33,10.18,68,17,35,0.14,-0.11,0.14,106,154,187,0,object_fall,
6006,-16,-592,16956,0.04,-0.35,10.11,66,18,28,0.08,0.01,-0.04,103,153,185,0,object_fall,
6707,112,-608,16948,0.11,-0.36,10.1,68,20,30,0.08,0.01,0.02,104,154,185,0,object_fall,
7407,116,-492,16868,0.07,-0.33,10.12,65,19,32,0.2,0.01,0.08,105,154,184,0,object_fall,
8106,140,-576,16872,0.1,-0.33,10.1,64,19,30,-0.05,-0.05,-0.04,106,154,182,0,object_fall,
8807,116,-620,16840,0.11,-0.34,10,66,19,28,0.08,-0.05,-0.1,104,153,183,0,object_fall,
9506,136,-612,16844,0.07,-0.38,10.08,65,20,33,0.01,-0.11,0.02,102,152,182,0,object_fall,
10207,84,-596,16792,0.06,-0.37,10.07,63,20,31,-0.17,0.13,0.08,107,154,181,0,object_fall,
observation 42,,,,,,,,,,,,,,,,,object_fall,
695,80,-616,16768,0.06,-0.35,10,63,17,32,-0.05,-0.11,0.08,116,175,229,0,object_fall,
1395,236,-540,16844,0.13,-0.36,10.05,66,18,32,0.08,0.01,0.08,118,160,224,0,object_fall,
1700,-244,1316,-2520,1.41,-3.11,19.6,240,109,50,-5.05,0.5,-1.08,121,157,219,164,object_fall,
1715,116,-532,17212,0.06,-0.34,9.64,67,29,30,0.01,0.62,0.02,110,132,214,56,object_fall,
2415,96,-496,16812,0.03,-0.33,10.12,67,21,32,0.14,0.07,0.02,112,136,207,0,object_fall,
3115,68,-676,16772,0.07,-0.35,10.03,67,20,33,0.08,0.07,-0.04,115,149,212,0,object_fall,
3815,152,-560,16704,0.07,-0.34,10.03,63,21,32,-0.05,0.13,0.02,111,151,212,0,object_fall,
4514,160,-572,16848,0.1,-0.34,10.08,66,18,30,0.01,0.01,0.08,117,156,214,0,object_fall,
5215,152,-592,16800,0.09,-0.29,10.05,64,16,32,-0.05,0.01,0.08,116,155,214,0,object_fall,
5914,88,-628,16980,0.06,-0.35,10.16,67,20,30,-0.05,0.07,-0.04,115,155,214,0,object_fall,
6615,132,-600,16916,0.08,-0.38,10.08,67,16,29,0.01,-0.11,0.08,119,155,213,0,object_fall,
7314,164,-612,16888,0.11,-0.38,10.14,63,19,32,-0.17,-0.05,0.26,117,154,212,0,object_fall,
8014,164,-532,16760,0.11,-0.35,10.13,63,19,33,-0.05,0.07,0.08,112,154,213,0,object_fall,
8714,172,-496,16884,0.13,-0.33,10.1,67,20,33,0.08,-0.05,0.08,113,153,213,0,object_fall,
9414,148,-612,16912,0.05,-0.39,10.1,64,22,35,-0.05,0.13,0.26,112,154,213,0,object_fall,
10115,88,-516,16952,0.09,-0.31,10.1,66,19,31,0.01,-0.05,0.14,109,153,211,0,object_fall,
observation 43,,,,,,,,,,,,,,,,,object_fall,
696,32,-560,16864,0.02,-0.33,10.05,64,19,31,0.01,-0.05,-0.23,121,175,228,0,object_fall,
1140,256,-616,16532,0.15,-0.37,9.89,65,21,33,-0.11,-0.17,0.14,120,162,224,1670,object_fall,
1840,116,-584,16928,0.06,-0.37,10.12,63,17,32,-0.23,-0.05,-0.04,120,159,223,0,object_fall,
2540,172,-592,16844,0.04,-0.31,10.07,66,18,31,0.14,-0.05,0.02,119,156,221,0,object_fall,
3240,200,-600,16768,0.11,-0.38,9.99,65,19,31,-0.05,0.01,0.08,116,156,221,0,object_fall,
3939,136,-572,16980,0.07,-0.34,10.1,66,21,29,0.14,0.01,0.02,117,157,221,0,object_fall,
4640,128,-508,16728,0.08,-0.3,10.01,66,19,30,0.01,-0.05,-0.1,121,158,217,0,object_fall,
5340,172,-512,16852,0.08,-0.33,10.08,66,20,32,0.2,0.01,0.14,118,166,221,0,object_fall,
6040,152,-516,16860,0.11,-0.34,10.05,68,19,31,0.08,0.01,-0.17,117,150,216,0,object_fall,
6740,104,-508,16760,0.09,-0.31,10.11,65,19,30,-0.17,0.13,0.08,122,155,216,0,object_fall,
7439,172,-572,16716,0.14,-0.33,10.05,65,20,30,-0.05,0.13,-0.04,116,156,213,0,object_fall,
8140,248,-624,16668,0.09,-0.36,10.01,67,18,30,-0.05,0.01,-0.04,119,155,212,0,object_fall,
8839,124,-568,16972,0.06,-0.38,10.13,66,16,30,0.01,-0.05,-0.17,115,152,211,0,object_fall,
9540,128,-640,16712,0.12,-0.37,10,67,21,31,-0.05,0.31,0.14,118,155,212,0,object_fall,
10239,120,-612,16876,0.12,-0.38,10.06,68,19,31,0.01,0.01,-0.04,117,156,214,0,object_fall,
observation 44,,,,,,,,,,,,,,,,,object_fall,
696,68,-560,16908,0.03,-0.35,10.02,67,18,31,0.26,-0.11,0.08,129,178,235,0,object_fall,
1191,224,-724,16064,0.45,-0.37,9.22,69,49,46,-1.02,-2.43,-0.17,120,164,228,743,object_fall,
1891,112,-596,16864,0.08,-0.33,10.03,66,17,29,0.14,0.07,-0.04,113,140,210,0,object_fall,
2591,116,-572,16940,0.08,-0.31,10.15,67,18,30,-0.05,0.01,-0.04,127,161,220,0,object_fall,
3291,204,-540,16740,0.06,-0.35,10.04,66,20,32,0.01,-0.17,0.08,122,162,218,0,object_fall,
3990,96,-456,16920,0.08,-0.31,10.01,66,22,31,0.08,0.01,0.08,122,158,216,0,object_fall,
4691,160,-576,16892,0.03,-0.32,10.09,67,16,30,0.01,-0.05,0.02,122,159,215,0,object_fall,
5390,32,-488,16964,0.06,-0.35,10.12,65,17,30,0.01,0.01,-0.04,119,159,212,0,object_fall,
6091,172,-500,16952,0.05,-0.34,10.16,64,17,31,-0.05,0.01,0.14,124,160,213,0,object_fall,
6790,208,-628,16756,0.03,-0.34,10.14,67,20,31,0.01,0.25,0.02,121,159,213,0,object_fall,
7491,96,-664,16712,0.09,-0.32,10.05,69,21,33,0.08,0.13,0.08,122,159,212,0,object_fall,
8190,112,-608,16880,0.05,-0.34,10.12,63,21,32,-0.11,0.07,0.08,117,158,209,0,object_fall,
