Time,ACC_X.raw,ACC_Y.raw,ACC_Z.raw,ACC_X.norm,ACC_Y.norm,ACC_Z.norm,GYRO_X.raw,GYRO_Y.raw,GYRO_Z.raw,GYRO_X.norm,GYRO_Y.norm,GYRO_Z.norm,Ceramic_Piezo,Film_Piezo,Weighted_Film_Piezo,Vibration_Sensor,Activity_Name ,New_Window
8890,228,-644,16768,0.06,-0.38,10.08,65,20,31,0.08,0.07,-0.04,120,158,205,0,object_fall,
9590,232,-592,16952,0.08,-0.33,10.13,67,19,33,0.01,-0.11,0.08,113,156,201,0,object_fall,
10290,88,-560,16876,0.06,-0.39,10.12,68,18,30,-0.17,0.07,0.02,111,156,198,0,object_fall,
observation 45,,,,,,,,,,,,,,,,,object_fall,
695,156,-552,16872,0.06,-0.35,10.08,66,19,32,-0.05,0.19,0.08,96,180,162,0,object_fall,
988,608,-636,15668,-0.13,-0.37,10.51,65,16,33,10.26,10.44,1.54,96,164,163,839,object_fall,
1001,380,-696,16424,0.11,-0.43,10.19,65,6,29,0.01,-0.05,0.2,102,135,173,0,object_fall,
1702,132,-616,16836,0,-0.37,10.05,62,20,29,-0.17,0.01,0.02,101,141,162,0,object_fall,
2401,72,-612,16744,0,-0.36,10.07,63,22,34,-0.17,0.01,0.02,101,225,188,0,object_fall,
3102,40,-660,16776,0.08,-0.35,10.02,65,19,29,0.08,0.07,-0.04,101,231,194,0,object_fall,
3801,80,-628,16804,0.06,-0.36,10.13,66,20,33,0.14,0.13,0.14,104,239,205,0,object_fall,
4148,204,-572,16824,0.11,-0.34,10.1,63,19,30,-0.11,-0.11,0.08,109,242,208,318,object_fall,
4699,124,-628,16812,0.03,-0.33,10.03,64,18,34,-0.05,-0.05,0.08,106,257,216,2120,object_fall,
5423,100,-492,16792,0.07,-0.31,10.04,66,19,31,-0.05,0.01,-0.1,109,257,220,9483,object_fall,
6122,164,-556,16856,0.06,-0.37,10.03,66,19,32,-0.11,0.13,-0.04,112,249,221,0,object_fall,
6823,108,-576,16848,0.13,-0.32,10.05,64,17,29,-0.11,-0.23,0.02,112,226,219,0,object_fall,
7522,156,-624,16856,0.1,-0.32,10.07,63,19,30,-0.23,0.01,0.08,111,180,208,0,object_fall,
8223,192,-604,16912,0.11,-0.35,10.11,68,20,31,0.01,0.01,-0.04,111,168,206,0,object_fall,
8922,136,-540,16940,0.01,-0.35,10.15,66,21,30,0.14,0.13,-0.1,113,164,205,0,object_fall,
9622,24,-492,16716,0.01,-0.34,10.06,64,19,31,0.01,0.01,0.02,115,163,205,0,object_fall,
10322,184,-624,16740,0.11,-0.33,10.12,65,21,32,-0.17,0.25,0.02,115,165,205,0,object_fall,
observation 46,,,,,,,,,,,,,,,,,object_fall,
696,92,-608,16872,0.01,-0.37,10.11,67,18,31,0.01,0.01,-0.04,124,178,227,0,object_fall,
1269,-2116,472,11080,1.82,-1.05,4.79,76,10,23,-0.17,0.38,-0.04,124,163,222,149,object_fall,
1290,216,-708,17220,0.06,-0.33,10.48,67,13,35,0.14,0.56,0.14,127,164,223,880,object_fall,
1989,56,-540,16952,0.04,-0.33,10.07,67,19,33,0.2,0.13,-0.04,120,150,212,0,object_fall,
2690,156,-664,16992,0.06,-0.34,10.05,65,19,29,-0.11,0.13,-0.04,125,156,211,0,object_fall,
3389,172,-624,16932,0.11,-0.29,10.12,67,20,28,-0.11,-0.05,-0.1,120,162,213,0,object_fall,
4090,196,-568,16844,0.09,-0.31,10.01,65,17,29,-0.05,-0.23,-0.04,120,162,212,0,object_fall,
4789,176,-528,16964,0.08,-0.35,10.1,68,19,31,0.01,0.01,-0.04,122,160,209,0,object_fall,
5361,88,-620,16812,0.09,-0.37,10.15,68,20,30,-0.05,0.13,0.02,119,163,208,0,object_fall,
6062,60,-648,16852,0.06,-0.35,10.1,65,22,32,-0.05,0.13,0.08,119,164,204,0,object_fall,
6761,176,-568,16796,0.09,-0.36,10.07,67,18,31,0.14,0.07,0.08,123,164,209,0,object_fall,
7462,112,-676,16812,0.04,-0.36,9.99,65,19,31,0.08,0.01,0.08,120,158,203,0,object_fall,
8161,164,-600,16848,0.08,-0.34,10.12,64,19,31,-0.17,-0.17,0.14,120,159,202,0,object_fall,
8861,84,-616,16672,0.06,-0.36,10.06,66,20,33,0.01,0.07,0.02,117,160,200,0,object_fall,
9561,104,-576,16964,0.1,-0.33,10.02,64,20,29,-0.05,-0.05,0.08,117,159,199,0,object_fall,
10261,124,-544,16808,0.1,-0.34,10.02,64,19,30,-0.05,0.01,0.08,118,161,198,0,object_fall,
observation 47,,,,,,,,,,,,,,,,,object_fall,
696,152,-564,16896,0.06,-0.37,10.07,66,17,31,-0.05,0.07,0.14,116,179,199,0,object_fall,
1174,264,-564,15924,0.16,-0.34,9.53,64,21,29,-0.11,-0.11,-0.04,119,165,197,1830,object_fall,
1874,152,-524,16804,0.12,-0.33,10.04,63,22,35,0.01,0.01,0.2,117,162,198,0,object_fall,
2574,176,-648,16884,0.08,-0.38,10.03,65,19,32,-0.11,0.01,-0.1,121,155,190,0,object_fall,
3273,192,-624,16892,0.05,-0.35,10.09,69,17,30,-0.11,0.07,-0.04,116,157,195,0,object_fall,
3974,172,-608,16612,0.04,-0.38,10.02,63,20,31,-0.17,-0.05,0.08,119,159,196,0,object_fall,
4673,164,-572,16704,0.09,-0.36,10.03,62,18,30,-0.05,0.07,0.14,115,157,194,0,object_fall,
5374,128,-600,16816,0.08,-0.36,10.12,66,21,32,-0.11,0.01,0.08,118,160,195,0,object_fall,
6073,244,-520,16744,0.09,-0.33,10.04,66,18,32,-0.05,-0.05,-0.04,122,160,195,0,object_fall,
6773,152,-576,16900,0.09,-0.33,10.1,65,16,30,0.08,-0.11,-0.29,116,160,197,0,object_fall,
7474,96,-552,16868,0.04,-0.31,10.09,69,16,32,0.08,-0.23,0.14,119,159,197,0,object_fall,
8173,84,-520,16792,0.07,-0.31,10.1,65,18,34,-0.29,-0.11,0.08,120,160,196,0,object_fall,
8874,220,-608,16808,0.12,-0.39,10.13,63,16,30,0.01,-0.11,-0.1,117,160,197,0,object_fall,
observation 48,,,,,,,,,,,,,,,,,object_fall,
696,152,-588,16876,0.09,-0.35,10.1,67,19,34,0.14,0.13,0.14,133,187,225,0,object_fall,
1396,68,-648,16712,0.06,-0.38,10,66,20,33,0.14,0.01,0.26,134,177,217,0,object_fall,
2096,164,-572,16892,0.08,-0.33,10.1,66,22,30,-0.17,0.19,0.02,127,170,216,0,object_fall,
2795,140,-628,16888,0.13,-0.33,10.12,68,18,32,0.01,-0.05,0.08,131,172,214,0,object_fall,
3496,208,-504,16728,0.18,-0.38,10.01,65,21,30,0.01,0.01,0.02,130,168,211,0,object_fall,
4195,196,-572,16816,0.09,-0.34,10.1,67,19,32,0.08,-0.05,0.02,129,210,221,0,object_fall,
4896,104,-644,16800,0.11,-0.38,10.1,68,21,32,-0.05,0.01,-0.04,126,216,222,0,object_fall,
5595,168,-592,16944,0.11,-0.31,10.05,66,19,34,0.01,0.01,-0.04,126,216,222,0,object_fall,
6295,180,-572,16924,0.09,-0.33,10.1,67,20,31,0.01,0.13,0.2,126,211,221,0,object_fall,
6995,128,-568,16908,0.1,-0.32,10.09,69,17,31,0.14,-0.05,0.2,129,211,221,0,object_fall,
7695,108,-564,16880,0.08,-0.35,10.08,66,20,31,0.2,0.07,0.14,126,209,220,0,object_fall,
8395,108,-540,16868,0.11,-0.3,10.02,68,20,29,-0.05,0.07,-0.1,129,208,219,0,object_fall,
9095,76,-540,16792,0.06,-0.33,10.01,65,20,31,0.01,-0.11,0.02,128,209,219,0,object_fall,
9794,64,-476,16712,0.09,-0.36,10.07,63,18,35,-0.05,-0.05,-0.04,124,205,218,0,object_fall,
10495,140,-532,16976,0.05,-0.3,10.09,67,16,30,0.01,-0.05,0.08,130,204,216,0,object_fall,
