Program started
Initialize MPU6050
 * Sleep Mode:            Disabled
 * Clock Source:          PLL with X axis gyroscope reference
 * Accelerometer:         +/- 2 g
 * Accelerometer offsets: -3540 / -3691 / 1478
 * Gyroscope:         2000 dps
 * Gyroscope offsets: 155 / 15 / 15
button pressed
Time, ACC_X-raw, ACC_Y-raw, ACC_Z-raw, ACC_X-norm, ACC_Y-norm, ACC_Z-norm, GYRO_X-raw, GYRO_Y-raw,GYRO_Z-raw, GYRO_X-norm, GYRO_Y-norm, GYRO_Z-norm, Ceramic_Piezo, Film_Piezo, Weighted_Film_Piezo, Vibration_Senso
5302,168.00,-552.00,16836.00,0.07,-0.32,10.05,68.00,19.00,30.00,0.08,-0.05,-0.04,161,135,525 ,
6002,196.00,-556.00,16864.00,0.15,-0.37,10.05,63.00,20.00,33.00,-0.05,-0.05,0.14,155,132,509 ,
6702,132.00,-524.00,16892.00,0.13,-0.28,10.10,67.00,16.00,33.00,0.08,-0.17,0.08,161,138,494 ,
7402,172.00,-600.00,16844.00,0.13,-0.36,10.06,64.00,21.00,31.00,0.08,0.13,0.08,131,132,477 ,
8101,184.00,-552.00,16940.00,0.10,-0.33,10.10,66.00,20.00,32.00,0.01,0.07,-0.04,149,130,464 ,
8802,116.00,-496.00,16820.00,0.03,-0.33,10.11,66.00,21.00,33.00,-0.05,0.19,-0.10,145,154,451 ,
9501,140.00,-516.00,16788.00,0.08,-0.31,10.04,67.00,20.00,31.00,0.01,0.13,0.02,143,162,450 ,
10202,184.00,-540.00,16884.00,0.17,-0.35,10.06,66.00,18.00,32.00,0.08,0.01,-0.10,137,155,437 ,
button pressed
696,228.00,-588.00,16836.00,0.09,-0.35,10.02,67.00,17.00,30.00,0.01,-0.05,-0.17,107,164,361 ,
1052,176.00,-420.00,17676.00,5.79,1.02,-3.25,-89.00,-374.00,25.00,-2.06,-17.61,0.81,89,134,346 ,53
1080,144.00,-584.00,16952.00,0.07,-0.35,10.03,65.00,19.00,31.00,-0.11,0.01,0.08,98,111,347 ,
1216,376.00,-488.00,16632.00,0.83,0.02,6.99,61.00,25.00,30.00,0.26,-1.21,0.02,97,90,322 ,5
1915,40.00,-564.00,16804.00,0.11,-0.30,10.08,67.00,16.00,34.00,0.08,-0.17,0.08,81,73,303 ,
2615,112.00,-596.00,16832.00,0.06,-0.34,10.08,63.00,17.00,31.00,-0.11,-0.05,0.08,84,111,310 ,
3315,176.00,-504.00,16908.00,0.15,-0.32,10.07,65.00,20.00,31.00,0.01,0.25,0.02,87,123,308 ,
4015,96.00,-540.00,16796.00,0.03,-0.33,10.13,68.00,18.00,32.00,-0.05,-0.11,0.08,89,125,301 ,
4715,88.00,-580.00,16804.00,0.05,-0.35,10.11,68.00,19.00,33.00,0.01,0.01,0.20,85,126,296 ,
5415,104.00,-600.00,16740.00,0.07,-0.34,10.10,63.00,18.00,32.00,0.01,0.07,0.08,79,124,291 ,
6114,112.00,-516.00,16888.00,0.07,-0.31,10.13,66.00,17.00,30.00,0.01,0.01,0.02,71,123,285 ,
6815,72.00,-568.00,16848.00,0.05,-0.39,10.10,65.00,19.00,29.00,0.01,-0.11,0.08,80,128,280 ,
7514,152.00,-544.00,16980.00,0.06,-0.30,10.08,62.00,20.00,31.00,-0.23,0.07,-0.04,66,124,275 ,
8215,192.00,-612.00,16832.00,0.17,-0.39,10.17,62.00,20.00,29.00,-0.05,0.19,-0.04,73,126,266 ,
8914,136.00,-588.00,16820.00,0.08,-0.39,10.09,68.00,20.00,33.00,0.20,0.07,0.08,76,128,278 ,
9615,128.00,-536.00,16664.00,0.03,-0.34,10.11,64.00,20.00,31.00,0.01,0.07,0.20,72,128,262 ,
10314,120.00,-580.00,16852.00,0.08,-0.34,10.11,65.00,22.00,33.00,-0.05,0.19,0.02,73,128,258 ,
button pressed
697,172.00,-608.00,16808.00,0.10,-0.32,10.13,67.00,15.00,31.00,0.14,-0.17,-0.04,58,152,242 ,
1393,136.00,-504.00,16424.00,0.15,-0.31,9.78,66.00,19.00,27.00,0.01,-0.42,-0.17,63,125,233 ,1791
1582,272.00,-572.00,16976.00,0.77,-0.29,8.04,65.00,11.00,33.00,0.20,-0.84,0.14,56,126,231 ,42
2283,96.00,-592.00,16780.00,0.06,-0.34,10.06,64.00,22.00,31.00,0.01,0.13,0.02,49,95,211 ,
2982,116.00,-572.00,16832.00,0.10,-0.33,10.16,68.00,20.00,34.00,0.14,0.07,0.14,55,114,219 ,
3683,100.00,-568.00,16908.00,0.06,-0.31,10.04,65.00,19.00,30.00,0.08,0.01,-0.10,54,118,215 ,
4382,84.00,-600.00,16924.00,0.05,-0.36,10.05,65.00,16.00,31.00,0.01,-0.11,0.02,55,115,212 ,
5082,228.00,-532.00,16800.00,0.06,-0.37,10.11,67.00,21.00,31.00,0.14,0.07,-0.04,49,116,211 ,
5782,188.00,-564.00,16996.00,0.11,-0.35,10.19,67.00,22.00,34.00,-0.11,0.31,0.26,45,117,209 ,
6482,72.00,-584.00,16756.00,0.11,-0.34,10.01,64.00,21.00,33.00,0.01,0.07,0.02,56,118,208 ,
7182,88.00,-520.00,16740.00,0.10,-0.32,10.08,67.00,22.00,33.00,0.01,-0.05,0.08,45,119,207 ,
7882,128.00,-560.00,16892.00,0.10,-0.33,10.06,67.00,18.00,33.00,0.14,-0.17,0.14,46,117,203 ,
8581,252.00,-580.00,16820.00,0.11,-0.34,10.12,65.00,20.00,31.00,0.01,0.25,-0.04,45,118,202 ,
9282,116.00,-640.00,16792.00,0.08,-0.41,10.07,64.00,20.00,34.00,-0.05,-0.05,0.14,52,120,201 ,
9981,160.00,-584.00,16896.00,0.07,-0.30,10.10,65.00,18.00,32.00,-0.11,0.07,0.08,48,119,199 ,
10682,72.00,-640.00,16756.00,0.09,-0.33,10.03,67.00,20.00,31.00,-0.05,0.07,-0.04,45,119,192 ,
button pressed
695,148.00,-572.00,16652.00,0.11,-0.41,10.04,66.00,18.00,32.00,0.08,0.01,-0.10,43,122,178 ,
1396,120.00,-552.00,16788.00,0.09,-0.35,10.03,67.00,21.00,33.00,-0.11,0.13,0.14,40,148,187 ,
1652,-112.00,-1012.00,17244.00,0.21,-0.30,9.73,66.00,42.00,25.00,-0.17,1.23,-0.10,36,127,182 ,587
1670,176.00,-568.00,16560.00,0.10,-0.41,9.99,69.00,14.00,28.00,0.08,0.38,-0.04,36,105,218 ,
1806,80.00,-640.00,16952.00,0.38,-0.64,9.16,63.00,15.00,30.00,-0.23,-0.11,-0.17,39,67,158 ,57
2506,72.00,-604.00,16844.00,0.06,-0.37,10.11,66.00,22.00,32.00,-0.11,0.13,-0.04,34,67,156 ,
3206,196.00,-584.00,16844.00,0.09,-0.28,10.06,65.00,20.00,31.00,0.01,-0.11,-0.04,35,113,167 ,
3905,204.00,-500.00,16824.00,0.09,-0.33,10.05,65.00,21.00,30.00,-0.11,0.07,0.14,38,119,167 ,
4606,188.00,-576.00,16880.00,0.11,-0.35,10.04,64.00,21.00,33.00,-0.11,0.13,0.26,38,120,167 ,
5305,84.00,-596.00,16808.00,0.09,-0.35,10.06,64.00,19.00,30.00,0.01,-0.05,0.02,33,119,166 ,
6006,196.00,-524.00,16828.00,0.07,-0.33,10.08,66.00,18.00,30.00,-0.05,-0.05,0.02,42,118,166 ,
6705,64.00,-500.00,16708.00,0.06,-0.35,10.07,67.00,18.00,29.00,0.01,-0.11,0.14,37,120,161 ,
7405,112.00,-564.00,16880.00,0.07,-0.36,10.16,64.00,20.00,28.00,-0.05,0.01,-0.10,37,118,166 ,
8105,112.00,-468.00,16820.00,0.10,-0.30,10.11,64.00,21.00,30.00,-0.05,0.07,0.02,41,120,165 ,
8805,172.00,-628.00,16892.00,0.08,-0.40,10.05,68.00,20.00,30.00,0.01,0.13,-0.17,36,119,165 ,
9505,152.00,-532.00,16888.00,0.09,-0.33,10.10,67.00,17.00,31.00,-0.05,-0.05,-0.04,40,116,165 ,
10205,184.00,-580.00,16876.00,0.06,-0.32,10.04,65.00,16.00,31.00,-0.17,-0.05,-0.04,31,117,164 ,
button pressed
695,204.00,-548.00,16760.00,0.08,-0.33,10.12,65.00,17.00,31.00,0.14,0.01,0.08,42,144,177 ,
1164,412.00,-368.00,17516.00,-0.12,-0.56,10.70,179.00,110.00,55.00,-3.83,4.70,-0.90,38,123,174 ,519
1177,160.00,-644.00,16472.00,0.11,-0.29,9.72,63.00,19.00,30.00,-0.05,-0.05,-0.04,41,109,176 ,25
1877,192.00,-552.00,16736.00,0.10,-0.33,10.10,68.00,18.00,30.00,0.01,-0.05,-0.04,44,75,160 ,
2577,144.00,-552.00,16844.00,0.04,-0.35,10.12,65.00,21.00,33.00,-0.17,0.07,0.26,40,112,171 ,
3277,232.00,-600.00,16828.00,0.08,-0.35,10.10,66.00,15.00,28.00,-0.17,-0.23,0.08,38,118,174 ,
3977,120.00,-592.00,16740.00,0.11,-0.30,9.99,66.00,17.00,31.00,0.08,0.01,-0.04,39,118,174 ,
4676,128.00,-608.00,16896.00,0.08,-0.36,10.11,64.00,14.00,32.00,-0.11,-0.11,0.20,41,119,177 ,
5377,192.00,-504.00,16796.00,0.10,-0.32,10.07,66.00,19.00,34.00,0.08,0.13,0.14,45,121,174 ,
6076,64.00,-560.00,16888.00,0.03,-0.38,10.09,64.00,22.00,28.00,-0.11,0.07,-0.10,48,119,179 ,
6777,128.00,-608.00,16852.00,0.07,-0.31,10.11,67.00,18.00,32.00,0.01,-0.05,0.08,47,119,178 ,
7476,168.00,-568.00,16852.00,0.09,-0.38,10.08,62.00,20.00,32.00,-0.17,0.07,0.02,44,118,178 ,
8177,156.00,-536.00,16680.00,0.09,-0.31,10.01,64.00,19.00,31.00,0.08,-0.17,-0.04,47,119,179 ,
8876,124.00,-556.00,16836.00,0.08,-0.30,10.10,64.00,19.00,30.00,0.14,0.01,-0.23,39,117,179 ,
9576,120.00,-608.00,16964.00,0.07,-0.36,10.15,66.00,20.00,32.00,0.14,0.13,0.02,49,118,175 ,
10276,88.00,-620.00,16880.00,0.01,-0.33,10.14,67.00,18.00,30.00,0.01,0.07,0.02,46,118,180 ,
button pressed
696,200.00,-576.00,16900.00,0.07,-0.37,10.12,63.00,21.00,31.00,0.01,0.01,0.02,38,143,170 ,
1070,676.00,440.00,16032.00,0.07,-0.62,10.21,65.00,-9.00,32.00,0.08,0.44,0.02,36,121,168 ,443
1770,276.00,-596.00,16756.00,0.12,-0.36,10.08,67.00,21.00,30.00,0.14,0.07,0.08,35,106,144 ,
2470,176.00,-624.00,16880.00,0.05,-0.38,10.05,66.00,17.00,34.00,-0.05,-0.05,0.14,40,119,174 ,
3170,160.00,-544.00,16732.00,0.12,-0.33,10.13,66.00,20.00,30.00,0.01,0.19,0.02,42,118,176 ,
3870,108.00,-632.00,16856.00,0.07,-0.42,10.05,61.00,19.00,32.00,-0.29,-0.05,-0.04,48,118,177 ,
4570,120.00,-548.00,16736.00,0.10,-0.34,9.98,65.00,19.00,34.00,-0.11,0.07,0.20,42,117,179 ,
5270,64.00,-568.00,16800.00,0.03,-0.35,10.08,64.00,18.00,33.00,-0.05,-0.05,0.14,47,119,181 ,
5970,152.00,-608.00,16788.00,0.15,-0.38,10.08,64.00,17.00,30.00,0.08,-0.05,0.14,49,118,181 ,
6669,56.00,-592.00,16832.00,0.06,-0.35,10.13,65.00,22.00,31.00,-0.05,0.25,0.02,48,118,181 ,
7370,144.00,-612.00,16780.00,0.08,-0.32,10.05,64.00,20.00,30.00,0.01,-0.11,-0.10,45,117,181 ,
8069,160.00,-520.00,16888.00,0.08,-0.30,10.06,65.00,21.00,32.00,-0.11,0.01,0.14,48,116,180 ,
8770,144.00,-552.00,16808.00,0.11,-0.31,10.08,67.00,22.00,30.00,0.01,0.13,-0.04,51,118,180 ,
9469,132.00,-592.00,16924.00,0.08,-0.34,10.08,63.00,22.00,31.00,0.01,0.13,0.20,45,117,181 ,
10169,92.00,-528.00,16848.00,0.08,-0.33,10.01,65.00,20.00,30.00,-0.05,0.13,-0.17,44,119,183 ,
button pressed
696,112.00,-592.00,16800.00,0.08,-0.37,10.07,66.00,22.00,31.00,-0.05,0.01,0.02,52,173,192 ,
759,164.00,-1116.00,16936.00,-0.28,-0.44,10.95,67.00,14.00,29.00,-0.35,1.78,0.08,48,130,182 ,529
781,220.00,-472.00,16700.00,0.05,-0.36,10.10,64.00,21.00,33.00,0.08,-0.05,0.14,35,87,160 ,22
930,352.00,-1044.00,15768.00,0.38,-0.23,7.06,60.00,13.00,31.00,-0.17,-0.97,-0.04,40,64,157 ,23
1630,72.00,-612.00,16832.00,0.13,-0.34,10.08,66.00,17.00,29.00,-0.11,0.01,-0.10,40,69,150 ,
2330,60.00,-528.00,16728.00,0.09,-0.37,9.99,66.00,20.00,32.00,0.08,0.01,0.02,41,111,168 ,
3030,220.00,-604.00,16780.00,0.09,-0.32,10.03,67.00,21.00,32.00,0.01,0.13,-0.17,42,116,168 ,
3729,140.00,-572.00,16908.00,0.04,-0.34,10.07,65.00,19.00,31.00,-0.11,0.07,-0.04,40,117,169 ,
4430,100.00,-572.00,16872.00,0.06,-0.34,10.07,65.00,17.00,31.00,-0.05,-0.11,0.02,46,117,170 ,
5129,124.00,-652.00,16920.00,0.05,-0.34,10.12,63.00,20.00,34.00,-0.17,-0.11,0.20,47,118,175 ,
5830,204.00,-548.00,16820.00,0.11,-0.35,10.08,67.00,18.00,32.00,0.20,0.01,0.14,48,118,176 ,
6529,244.00,-572.00,16708.00,0.05,-0.36,10.08,64.00,19.00,30.00,-0.05,-0.11,-0.10,49,118,176 ,
7230,124.00,-644.00,16904.00,0.09,-0.40,10.12,65.00,18.00,33.00,-0.05,0.01,0.08,45,117,174 ,
7929,172.00,-600.00,16796.00,0.13,-0.28,10.03,68.00,21.00,34.00,0.14,-0.05,0.08,47,116,175 ,
8629,192.00,-608.00,16936.00,0.13,-0.38,10.17,65.00,18.00,32.00,-0.11,0.07,0.08,50,118,176 ,
9329,80.00,-612.00,16852.00,0.09,-0.35,10.03,68.00,21.00,29.00,0.14,-0.05,-0.23,48,118,176 ,
10029,-40.00,-556.00,16856.00,0.01,-0.36,10.13,67.00,20.00,31.00,0.14,-0.11,0.20,47,118,176 ,
button pressed
696,188.00,-644.00,16904.00,0.12,-0.39,10.12,65.00,19.00,31.00,-0.23,0.01,0.02,43,191,186 ,
1396,152.00,-632.00,16728.00,0.09,-0.31,10.06,66.00,18.00,34.00,-0.05,-0.05,0.02,46,138,170 ,
2096,196.00,-508.00,16952.00,0.04,-0.36,10.14,65.00,21.00,32.00,0.01,0.07,0.02,43,124,165 ,
2601,412.00,-688.00,14360.00,-0.18,-0.32,10.93,67.00,12.00,33.00,-0.05,-0.11,-0.04,43,121,165 ,839
2617,380.00,-692.00,17888.00,-0.01,-0.40,10.05,68.00,13.00,30.00,0.01,-0.72,0.14,59,121,164 ,68
2780,324.00,-616.00,16748.00,0.48,-0.51,8.09,61.00,14.00,32.00,-0.05,-0.78,-0.17,40,80,153 ,6
3480,140.00,-548.00,16784.00,0.08,-0.36,10.07,67.00,18.00,30.00,0.14,-0.11,0.08,41,76,145 ,
4180,108.00,-560.00,16760.00,0.08,-0.31,10.05,68.00,19.00,33.00,0.14,0.01,0.14,37,109,159 ,
4880,196.00,-652.00,16956.00,0.06,-0.37,10.07,64.00,17.00,30.00,-0.17,-0.11,-0.17,44,116,160 ,
5580,156.00,-576.00,16748.00,0.12,-0.30,10.08,68.00,19.00,32.00,0.08,-0.05,0.02,37,117,161 ,
6280,168.00,-584.00,16864.00,0.11,-0.32,10.11,63.00,18.00,32.00,-0.23,-0.05,0.02,39,117,158 ,
6979,108.00,-532.00,16776.00,0.13,-0.32,10.08,67.00,18.00,35.00,0.01,0.01,0.14,43,116,162 ,
7680,124.00,-548.00,16884.00,0.06,-0.32,10.14,66.00,16.00,31.00,0.01,-0.11,-0.10,42,116,161 ,
8379,84.00,-636.00,16728.00,0.09,-0.35,10.06,69.00,20.00,30.00,0.26,0.01,0.02,44,117,162 ,
9080,124.00,-512.00,16908.00,0.11,-0.32,10.18,63.00,17.00,33.00,-0.23,0.01,-0.04,39,116,163 ,
9779,208.00,-608.00,16940.00,0.11,-0.40,10.10,66.00,22.00,32.00,-0.11,0.19,0.02,43,119,164 ,
10479,100.00,-572.00,16744.00,0.10,-0.30,10.10,67.00,21.00,30.00,0.01,0.07,0.02,45,119,164 ,
button pressed
697,156.00,-644.00,16864.00,0.11,-0.33,10.13,65.00,21.00,30.00,0.01,0.13,-0.04,45,175,179 ,
903,-232.00,-1312.00,17544.00,0.17,-0.28,10.07,64.00,42.00,31.00,0.08,0.01,0.02,44,136,171 ,661
928,112.00,-484.00,17032.00,0.04,-0.30,10.13,67.00,13.00,32.00,0.08,0.13,0.14,46,110,171 ,1573
950,64.00,-620.00,16872.00,0.10,-0.36,10.04,66.00,22.00,31.00,0.08,0.19,0.14,42,72,155 ,7
1649,100.00,-536.00,16900.00,0.03,-0.34,10.13,65.00,21.00,32.00,0.01,0.01,-0.04,41,55,144 ,
2349,68.00,-644.00,16892.00,0.10,-0.34,10.11,67.00,19.00,33.00,0.08,-0.17,0.20,42,112,159 ,
3049,132.00,-660.00,16804.00,0.08,-0.31,10.03,65.00,22.00,30.00,0.14,0.01,-0.04,40,118,163 ,
3749,104.00,-628.00,16800.00,0.08,-0.40,10.02,65.00,20.00,33.00,-0.17,0.01,0.20,46,120,163 ,
4449,120.00,-552.00,16888.00,0.09,-0.33,10.12,66.00,20.00,30.00,-0.05,0.19,0.08,44,120,165 ,
5149,132.00,-576.00,16796.00,0.11,-0.36,10.07,66.00,22.00,31.00,0.08,0.13,-0.17,45,120,168 ,
5848,12.00,-556.00,16892.00,0.01,-0.33,9.99,68.00,19.00,31.00,-0.05,-0.05,0.02,46,120,171 ,
6549,92.00,-596.00,16996.00,0.09,-0.33,10.09,64.00,19.00,30.00,0.08,0.01,-0.04,48,119,173 ,
7248,152.00,-620.00,16820.00,0.07,-0.36,10.11,64.00,17.00,32.00,-0.05,-0.05,0.02,51,121,176 ,
7949,140.00,-528.00,16784.00,0.05,-0.31,10.07,64.00,19.00,31.00,-0.05,0.01,-0.04,48,122,180 ,
8648,204.00,-588.00,16832.00,0.11,-0.36,10.08,63.00,21.00,32.00,-0.11,0.25,0.20,52,120,175 ,
9349,116.00,-580.00,16692.00,0.07,-0.35,9.99,67.00,19.00,30.00,-0.05,0.07,0.08,53,120,179 ,
10048,144.00,-492.00,16896.00,0.10,-0.37,10.01,65.00,19.00,31.00,0.01,0.13,0.14,55,118,178 ,
button pressed
696,68.00,-580.00,16800.00,0.06,-0.33,10.06,68.00,20.00,32.00,-0.05,0.01,0.08,51,152,179 ,
737,168.00,-644.00,16328.00,0.20,-0.37,9.61,67.00,15.00,27.00,0.14,-0.54,-0.23,50,132,175 ,1469
770,1088.00,-1296.00,14168.00,-0.32,0.29,8.78,62.00,3.00,33.00,-0.11,-0.72,0.20,42,96,162 ,79
1469,48.00,-476.00,16856.00,0.06,-0.28,10.01,64.00,20.00,30.00,0.14,0.19,0.14,48,71,152 ,
2170,160.00,-560.00,16840.00,0.11,-0.34,10.06,69.00,21.00,31.00,0.20,-0.11,-0.17,48,118,167 ,
2869,36.00,-588.00,16748.00,0.10,-0.37,10.03,69.00,20.00,34.00,0.08,0.13,0.14,49,124,169 ,
3569,172.00,-608.00,16712.00,0.05,-0.34,10.04,66.00,18.00,32.00,0.14,0.01,0.20,45,123,170 ,
4269,76.00,-600.00,16724.00,0.09,-0.38,10.07,65.00,19.00,28.00,-0.17,0.01,-0.04,46,122,172 ,
4969,108.00,-532.00,16808.00,0.09,-0.33,10.08,65.00,21.00,32.00,0.08,0.13,0.20,48,121,171 ,
5669,108.00,-572.00,16892.00,0.06,-0.34,10.10,64.00,17.00,30.00,-0.23,-0.05,0.02,52,122,171 ,
6369,136.00,-552.00,16712.00,0.10,-0.32,9.96,65.00,15.00,30.00,0.14,-0.11,0.14,49,120,167 ,
7068,72.00,-576.00,16928.00,0.08,-0.33,9.99,67.00,18.00,33.00,0.14,0.01,0.14,48,119,168 ,
7769,156.00,-560.00,16896.00,0.06,-0.35,10.10,65.00,16.00,34.00,0.01,-0.11,0.14,51,119,166 ,
8468,60.00,-652.00,16916.00,0.08,-0.33,10.13,66.00,19.00,30.00,-0.17,0.13,0.20,47,118,163 ,
9169,96.00,-568.00,16868.00,0.08,-0.33,10.06,65.00,22.00,30.00,-0.05,0.07,0.02,45,115,164 ,
9868,180.00,-592.00,16840.00,0.04,-0.35,10.00,66.00,18.00,32.00,0.14,-0.11,-0.10,45,117,161 ,
10568,56.00,-612.00,16804.00,0.10,-0.39,10.00,64.00,23.00,29.00,-0.17,-0.05,-0.04,42,118,160 ,
button pressed
695,196.00,-628.00,16840.00,0.17,-0.37,10.11,68.00,21.00,31.00,0.08,-0.05,0.08,56,168,192 ,
737,20.00,-704.00,16972.00,0.10,-0.35,10.04,66.00,15.00,31.00,-0.17,-0.23,0.14,52,136,185 ,2477
865,-224.00,-592.00,20804.00,0.67,-0.75,8.37,66.00,19.00,31.00,0.14,-0.84,-0.04,48,89,162 ,33
1566,96.00,-488.00,16780.00,-0.02,-0.34,10.05,63.00,20.00,32.00,0.08,0.07,0.14,46,83,153 ,
2265,124.00,-628.00,16816.00,0.10,-0.31,10.15,69.00,19.00,30.00,0.14,0.07,-0.04,50,115,169 ,
2965,120.00,-592.00,16840.00,0.05,-0.33,10.06,65.00,16.00,35.00,0.08,0.01,0.08,47,120,172 ,
3665,208.00,-604.00,16780.00,0.12,-0.37,10.12,65.00,19.00,31.00,-0.23,0.07,0.14,48,120,173 ,
4365,204.00,-580.00,16856.00,0.11,-0.30,9.99,68.00,20.00,27.00,0.01,0.01,-0.17,52,124,175 ,
5065,232.00,-520.00,16780.00,0.09,-0.33,10.06,65.00,22.00,31.00,-0.23,0.01,0.02,51,124,177 ,
5765,72.00,-616.00,16816.00,0.10,-0.37,10.13,67.00,16.00,31.00,-0.11,0.13,0.02,49,123,179 ,
6464,100.00,-692.00,16844.00,0.09,-0.35,10.01,67.00,23.00,32.00,-0.05,0.01,0.14,52,125,180 ,
7165,88.00,-576.00,16740.00,0.06,-0.30,10.04,66.00,20.00,30.00,0.08,0.13,-0.10,54,124,180 ,
7864,72.00,-596.00,16880.00,0.08,-0.36,10.08,66.00,19.00,31.00,0.01,-0.05,0.20,55,124,180 ,
8565,180.00,-516.00,16768.00,0.07,-0.32,10.02,65.00,18.00,30.00,-0.05,-0.23,-0.04,55,125,180 ,
9264,76.00,-520.00,16772.00,0.06,-0.31,10.13,67.00,21.00,32.00,0.14,0.07,-0.04,52,124,179 ,
9964,100.00,-592.00,16764.00,0.09,-0.36,10.04,66.00,20.00,33.00,0.14,0.13,0.20,51,123,179 ,
10664,300.00,-536.00,16780.00,0.13,-0.34,10.08,66.00,23.00,30.00,-0.17,0.13,-0.10,53,122,180 ,
button pressed
696,144.00,-592.00,16752.00,0.06,-0.35,10.07,67.00,21.00,28.00,-0.05,0.13,-0.10,50,119,184 ,
1396,168.00,-656.00,16912.00,0.05,-0.39,10.11,66.00,17.00,33.00,-0.05,-0.05,0.08,56,121,184 ,
1573,-20.00,-480.00,18988.00,0.22,-0.29,10.41,67.00,27.00,31.00,0.08,0.92,-0.10,53,120,182 ,1651
2273,52.00,-568.00,16852.00,0.05,-0.31,10.08,68.00,20.00,31.00,0.01,0.01,0.08,57,99,176 ,
2973,184.00,-612.00,16840.00,0.14,-0.39,10.11,64.00,18.00,32.00,-0.11,-0.11,0.02,52,115,179 ,
3673,-16.00,-616.00,16708.00,0.06,-0.33,10.04,68.00,18.00,31.00,0.01,-0.05,0.08,50,119,178 ,
4373,20.00,-552.00,16824.00,0.07,-0.33,10.05,67.00,18.00,31.00,-0.05,0.07,0.08,53,121,176 ,
5073,148.00,-616.00,16972.00,0.09,-0.37,10.15,67.00,20.00,30.00,-0.05,0.07,0.02,49,121,175 ,
5772,88.00,-612.00,16836.00,0.05,-0.33,10.10,64.00,20.00,31.00,0.01,0.25,0.08,53,121,174 ,
6473,136.00,-616.00,16896.00,0.08,-0.37,10.09,66.00,19.00,32.00,0.08,-0.17,0.14,47,122,172 ,
7172,184.00,-560.00,16816.00,0.10,-0.33,10.10,64.00,19.00,30.00,0.08,-0.05,-0.04,51,122,164 ,
7873,108.00,-584.00,16704.00,0.04,-0.33,10.04,66.00,18.00,31.00,0.08,0.13,-0.10,50,123,171 ,
8572,236.00,-600.00,16840.00,0.12,-0.35,10.09,67.00,19.00,32.00,0.01,0.19,0.08,47,124,171 ,
9272,120.00,-532.00,16864.00,0.10,-0.32,10.08,64.00,18.00,30.00,-0.05,-0.11,0.14,52,124,172 ,
9972,92.00,-600.00,16960.00,0.06,-0.39,10.08,67.00,16.00,31.00,0.01,-0.23,0.08,57,124,171 ,
10672,72.00,-564.00,16808.00,0.13,-0.31,10.17,62.00,19.00,33.00,-0.05,-0.05,-0.04,47,123,170 ,
button pressed
697,128.00,-496.00,16988.00,0.09,-0.37,10.04,66.00,20.00,33.00,0.01,0.07,0.02,53,109,161 ,
1132,96.00,-648.00,14700.00,-0.07,-0.34,11.12,68.00,12.00,34.00,0.26,-0.11,0.08,47,119,164 ,834
1149,-412.00,-556.00,17784.00,0.63,-0.42,8.69,64.00,30.00,32.00,-0.05,-0.66,0.26,51,112,156 ,671
1850,244.00,-540.00,16872.00,0.11,-0.30,10.03,65.00,18.00,32.00,0.01,-0.11,-0.04,48,79,157 ,
2549,156.00,-572.00,16820.00,0.13,-0.34,10.07,66.00,19.00,34.00,-0.17,-0.05,0.08,48,112,159 ,
3250,96.00,-572.00,16892.00,0.06,-0.34,10.10,64.00,21.00,31.00,0.01,0.19,0.02,51,118,161 ,
3949,36.00,-572.00,16752.00,0.02,-0.35,10.04,65.00,18.00,32.00,-0.11,-0.05,0.02,51,121,163 ,
4649,76.00,-592.00,16868.00,0.03,-0.35,10.12,65.00,21.00,31.00,-0.05,0.07,0.08,49,120,164 ,
5349,200.00,-496.00,16772.00,0.09,-0.38,10.17,66.00,22.00,33.00,0.01,0.01,0.14,46,115,164 ,
6049,112.00,-640.00,16952.00,0.06,-0.34,10.09,65.00,19.00,32.00,0.08,-0.05,0.02,46,93,144 ,
6749,192.00,-544.00,16684.00,0.11,-0.31,10.02,63.00,22.00,28.00,-0.05,0.07,-0.04,42,117,153 ,
7449,92.00,-624.00,16776.00,0.04,-0.40,10.06,66.00,16.00,32.00,0.08,0.01,0.08,49,161,171 ,
8148,120.00,-564.00,16840.00,0.08,-0.33,10.08,68.00,21.00,29.00,0.14,0.07,-0.04,49,141,169 ,
8849,196.00,-604.00,16948.00,0.10,-0.38,10.12,65.00,22.00,33.00,0.01,0.19,0.02,53,135,168 ,
9548,64.00,-584.00,16736.00,0.04,-0.35,10.00,67.00,19.00,30.00,0.08,-0.05,-0.04,53,132,167 ,
10249,92.00,-580.00,16840.00,0.08,-0.36,10.01,66.00,17.00,34.00,0.14,-0.11,0.14,48,128,165 ,
button pressed
696,164.00,-536.00,16892.00,0.12,-0.36,10.20,67.00,22.00,33.00,0.01,0.01,0.02,51,146,176 ,
758,192.00,-536.00,16772.00,-0.01,-0.33,10.38,64.00,14.00,32.00,0.01,0.25,-0.04,54,131,174 ,2040
1457,40.00,-588.00,16720.00,0.05,-0.37,10.00,67.00,19.00,30.00,-0.05,0.07,0.08,51,95,160 ,
2158,96.00,-580.00,16628.00,0.11,-0.35,10.03,67.00,20.00,30.00,-0.11,0.25,0.14,55,119,168 ,
2857,176.00,-564.00,16812.00,0.07,-0.37,10.04,64.00,20.00,31.00,-0.17,0.07,-0.10,52,123,172 ,
