"Time","ACC_X.raw","ACC_Y.raw","ACC_Z.raw","ACC_X.norm","ACC_Y.norm","ACC_Z.norm","GYRO_X.raw","GYRO_Y.raw","GYRO_Z.raw","GYRO_X.norm","GYRO_Y.norm","GYRO_Z.norm","Ceramic_Piezo","Film_Piezo","Weighted_Film_Piezo","Vibration_Sensor"
"9795","196","-660","16708","0.07","-0.38","10","65","20","31","0","0.12","0.24","173","201","214","0"
"10495","168","-556","16808","0.09","-0.34","10.1","69","19","32","0.25","0.06","-0.01","173","202","214","0"
"observation 49","","","","","","","","","","","","","","","",""
"696","208","-616","16776","0.09","-0.33","10.02","64","18","29","0.07","-0.06","0.05","155","185","160","0"
"1396","40","-544","16816","0.05","-0.35","10.02","65","17","31","0","0.06","-0.01","155","193","168","0"
"2096","92","-640","16920","0.06","-0.39","10.03","67","19","30","0.13","0.12","-0.01","184","230","256","0"
"2796","164","-552","16860","0.07","-0.29","10.12","67","21","31","-0.06","0.12","-0.07","178","195","222","0"
"3496","152","-616","16736","0.13","-0.34","10.03","66","18","31","0","0.06","-0.01","172","199","217","0"
"4195","196","-584","16992","0.07","-0.37","10.08","63","19","30","-0.06","0.18","0.05","174","194","211","0"
"4896","108","-520","16852","0.11","-0.32","10.13","63","20","31","-0.12","0","0.05","172","191","210","0"
"5595","120","-592","16688","0.03","-0.34","10.05","68","19","31","0","0.06","0.05","172","198","211","0"
"6296","140","-564","16812","0.06","-0.34","9.96","67","17","33","-0.06","0.06","0.05","172","199","208","0"
"6995","136","-556","16824","0.11","-0.32","10.06","65","20","31","0","0","0.05","170","197","209","0"
"7695","116","-624","16884","0.08","-0.34","10.09","67","22","30","-0.18","0.18","0.05","169","193","207","0"
"8395","164","-596","16784","0.12","-0.34","10.03","67","22","32","0","-0.06","0.11","170","192","206","0"
"9095","148","-540","16868","0.15","-0.34","10.1","65","21","32","-0.18","0.12","0.05","171","195","206","0"
"9796","172","-568","16832","0.03","-0.37","10.1","68","16","33","-0.06","-0.06","0.05","171","187","204","0"
"10495","80","-596","16708","0.05","-0.39","10.09","63","18","32","0","-0.06","-0.01","171","198","208","0"
"observation 50","","","","","","","","","","","","","","","",""
"697","208","-576","16860","0.13","-0.37","10.13","65","19","32","-0.18","0","0.24","163","192","180","0"
"1397","92","-552","16840","0.05","-0.28","10.13","68","17","33","-0.06","-0.06","-0.13","163","193","185","0"
"2096","256","-584","16804","0.15","-0.36","10.06","66","19","31","-0.06","0","0.05","184","217","250","0"
"2797","140","-700","16860","0.11","-0.38","10.08","63","19","33","0","0.12","-0.01","181","198","234","0"
"3496","12","-560","16972","0.07","-0.33","10.1","67","19","30","-0.06","-0.06","0.05","181","200","228","0"
"4197","108","-560","16800","0.1","-0.38","10.11","66","18","32","0","0","0.17","178","197","225","0"
"4896","204","-460","16888","0.08","-0.28","10.11","66","21","32","0","0","0.05","179","199","223","0"
"5596","144","-600","16916","0.07","-0.32","10.06","67","18","31","0.07","0.06","-0.01","178","196","220","0"
"6296","184","-520","16724","0.13","-0.34","9.98","66","19","33","0","0.12","0.05","176","200","219","0"
"6996","184","-684","16852","0.09","-0.39","10.02","68","22","30","0.07","-0.06","0.11","177","201","218","0"
"7696","196","-556","16864","0.1","-0.31","10.1","65","17","31","0.13","0","0.05","174","197","215","0"
"8396","112","-604","16800","0.07","-0.36","10.05","70","18","33","0.13","-0.06","-0.01","176","198","215","0"
"9095","132","-552","16772","0.05","-0.33","9.99","65","19","32","-0.06","0","0.11","177","202","215","0"
"9796","208","-540","16696","0.1","-0.35","10.04","65","20","32","-0.12","-0.06","0.17","175","202","214","0"
"10495","128","-576","16960","0.06","-0.34","10.06","63","19","34","-0.06","0","0.24","176","203","213","0"
