"Time","ACC_X.raw","ACC_Y.raw","ACC_Z.raw","ACC_X.norm","ACC_Y.norm","ACC_Z.norm","GYRO_X.raw","GYRO_Y.raw","GYRO_Z.raw","GYRO_X.norm","GYRO_Y.norm","GYRO_Z.norm","Ceramic_Piezo","Film_Piezo","Weighted_Film_Piezo","Vibration_Sensor"
"9095","196","-600","16784","0.14","-0.33","10.05","68","17","28","0.13","-0.19","-0.19","175","189","200","0"
"9795","128","-592","16764","0.11","-0.34","10.09","65","19","32","-0.06","-0.06","0.05","174","188","203","0"
"10495","192","-560","16792","0.08","-0.34","10.12","67","18","33","0.07","-0.25","-0.01","174","188","204","0"
"observation 32","","","","","","","","","","","","","","","",""
"695","140","-520","16872","0.09","-0.36","10.1","67","19","29","0.07","-0.12","-0.01","169","237","200","0"
"1396","68","-468","16980","0.07","-0.37","10.21","66","21","33","0","0","-0.01","171","264","214","0"
"2095","56","-584","16920","0.09","-0.32","10.16","66","19","31","0","-0.06","-0.07","173","202","200","0"
"2795","132","-560","16724","0.06","-0.33","10.01","66","18","33","0","0","0.17","193","250","258","0"
"3495","140","-588","16868","0.1","-0.33","10.07","65","22","34","0","0.12","-0.01","192","191","246","0"
"4195","80","-596","16812","0.09","-0.35","9.99","66","19","30","-0.18","-0.19","-0.01","186","193","237","0"
"4895","192","-632","16816","0.16","-0.33","10.06","62","19","31","0","0","0.05","185","188","227","0"
"5595","228","-492","16852","0.1","-0.34","10.07","62","18","30","-0.18","0.06","-0.01","184","178","219","0"
"6295","184","-652","16824","0.11","-0.39","10.11","68","17","34","0","-0.06","0.17","181","189","220","0"
"6995","52","-556","16748","0.04","-0.34","10","63","19","28","-0.18","0.06","-0.07","182","186","215","0"
"7695","184","-640","16752","0.13","-0.35","10.07","65","20","32","-0.24","-0.12","0.11","181","181","213","0"
"8395","168","-612","16880","0.15","-0.33","10.19","64","19","31","-0.06","0","-0.07","178","175","208","0"
"9095","116","-472","16764","0.06","-0.29","10.09","66","19","30","0.13","0","-0.19","178","176","206","0"
"9794","256","-568","16728","0.09","-0.33","10.11","66","20","29","0.07","0.06","0.05","177","178","202","0"
"10495","160","-584","16856","0.07","-0.34","10.17","66","19","34","-0.12","0.06","0.11","176","179","200","0"
"observation 33","","","","","","","","","","","","","","","",""
"695","228","-588","16804","0.08","-0.35","10.01","64","18","32","-0.12","0","0.11","165","181","173","0"
"1395","88","-608","16628","0.05","-0.36","9.95","67","21","35","-0.12","0.12","0.05","165","192","180","0"
"2095","88","-548","16880","0.08","-0.35","10.09","65","18","30","-0.24","0","-0.07","167","274","208","0"
"2795","268","-648","16940","0.08","-0.37","10.09","68","19","32","0","0.12","-0.01","191","262","269","0"
"3495","124","-560","16880","0.03","-0.35","10.09","68","19","32","0","0.06","0.05","183","180","223","0"
"4195","216","-556","16756","0.12","-0.32","10.04","66","21","34","0","0.06","0.24","180","183","215","0"
"4894","108","-604","16904","0.11","-0.33","10.08","65","19","31","0.07","-0.12","-0.01","180","184","213","0"
"5595","216","-560","16832","0.11","-0.31","10.12","67","19","32","0","0.12","0.11","179","183","210","0"
"6294","72","-552","16900","0.07","-0.36","10.04","69","20","32","0.19","0.06","0.11","178","181","209","0"
"6995","116","-572","16892","0.12","-0.34","10.08","67","19","33","0.07","0","-0.25","179","178","208","0"
"7694","92","-560","16728","0.1","-0.37","10.11","64","19","32","-0.06","-0.06","-0.01","177","183","208","0"
"8394","176","-592","16868","0.11","-0.32","10.03","65","21","30","0.07","0.12","-0.07","177","185","207","0"
"9094","92","-576","16736","0.05","-0.36","10.11","62","19","33","-0.18","0.06","-0.01","177","185","205","0"
"9794","228","-552","16920","0.11","-0.34","10.11","66","19","31","0.13","0.06","0.05","176","187","204","0"
"10495","184","-596","16900","0.11","-0.36","10.11","68","16","32","0.07","-0.06","0.24","177","186","202","0"
"observation 34","","","","","","","","","","","","","","","",""
"695","60","-568","16896","0.03","-0.42","10.13","64","16","29","-0.18","-0.12","0.05","161","188","162","0"
"1396","148","-616","16860","0.08","-0.35","10.03","65","19","31","0.07","0","-0.07","161","229","179","0"
"2096","244","-580","16832","0.11","-0.4","10.03","66","19","31","0.19","0","0.05","181","224","234","0"
"2795","132","-508","16916","0.08","-0.35","10.14","66","16","31","0","-0.06","-0.01","182","185","216","0"
"3496","72","-552","16780","0.07","-0.34","10.08","67","19","30","0.07","0.06","0.11","175","101","182","0"
"4195","72","-600","16928","0.01","-0.32","10.1","65","18","33","-0.06","0.06","0.05","174","164","194","0"
"4896","140","-576","16732","0.1","-0.34","10.14","65","17","32","-0.18","0.06","-0.01","175","169","194","0"
"5595","160","-552","16844","0.13","-0.33","10.09","66","15","32","0.07","-0.06","-0.01","173","178","194","0"
"6295","236","-620","16804","0.14","-0.33","10.08","64","18","29","-0.18","-0.06","0.11","171","184","194","0"
"6995","164","-544","16908","0.03","-0.32","10.04","66","17","30","-0.06","-0.12","-0.13","171","182","192","0"
"7695","104","-564","16856","0.16","-0.41","10.07","68","20","31","0.19","0.18","-0.13","171","182","190","0"
"8395","108","-616","16852","0.05","-0.32","10.12","66","18","33","-0.12","0","0.05","170","181","189","0"
"9095","68","-676","16836","0.08","-0.33","10.09","66","19","29","-0.12","0.24","-0.01","167","180","186","0"
"9794","172","-520","16796","0.11","-0.35","10.09","64","17","32","-0.06","-0.25","-0.07","167","182","186","0"
"10495","52","-524","16884","0.06","-0.32","10.05","63","20","32","0","0.06","-0.01","168","182","187","0"
"observation 35","","","","","","","","","","","","","","","",""
"697","160","-560","16956","0.05","-0.39","10.09","69","18","33","0","-0.12","0.11","160","184","163","0"
"1396","48","-580","16888","0.07","-0.34","10","62","17","32","-0.18","0","-0.01","162","267","199","0"
"2096","152","-588","16924","0.11","-0.37","10.05","66","16","31","0.13","-0.06","0.11","197","273","291","0"
"2796","204","-624","16908","0.08","-0.38","10.1","68","18","29","-0.12","0","-0.07","189","203","250","0"
"3496","172","-476","16868","0.08","-0.34","10.14","63","23","32","-0.06","0.12","-0.19","185","198","238","0"
"4196","212","-624","16944","0.13","-0.37","10.14","66","18","32","0.07","0.06","-0.01","180","199","228","0"
"4896","184","-636","16872","0.15","-0.33","10.08","64","20","31","-0.12","0.12","-0.13","178","200","225","0"
"5595","-28","-540","16744","0.04","-0.31","10.01","69","19","29","0.07","0","0.05","178","184","217","0"
"6296","192","-644","16800","0.15","-0.34","10.06","66","17","30","-0.18","-0.06","-0.13","178","192","216","0"
"6995","184","-624","16736","0.14","-0.37","10.04","69","21","30","0.07","0.12","-0.01","176","190","213","0"
"7696","196","-532","16780","0.09","-0.31","10.01","65","19","32","-0.06","0.06","0.05","174","194","211","0"
"8395","136","-640","16736","0.08","-0.38","10.01","67","16","33","-0.06","0","0.17","176","190","208","0"
"9095","172","-584","16904","0.07","-0.31","10.21","63","16","33","-0.12","-0.06","0.05","173","187","208","0"
"9795","180","-496","16788","0.11","-0.31","10.07","68","19","32","0","0.06","0.05","174","194","208","0"
"10495","76","-612","16904","0.07","-0.34","10.15","68","18","31","-0.06","0.06","0.11","174","199","209","0"
"observation 36","","","","","","","","","","","","","","","",""
"696","72","-608","16860","0.08","-0.35","10.11","66","21","30","0.13","0","-0.01","162","198","170","0"
"1396","120","-604","16708","0.12","-0.37","10.08","64","18","33","-0.06","-0.12","0.11","162","218","181","0"
"2095","64","-556","16940","0.05","-0.34","10.03","67","17","31","0.07","0.06","-0.07","195","253","280","0"
"2796","236","-620","16976","0.07","-0.33","10.02","66","17","33","0.07","-0.19","0.05","192","194","252","0"
"3495","276","-476","16884","0.1","-0.35","10.08","66","20","36","-0.06","0.06","-0.07","184","203","236","0"
"4196","144","-548","16864","0.06","-0.32","10.16","65","20","31","-0.12","0","0.05","184","200","229","0"
"4896","60","-552","16928","0.05","-0.29","10.07","66","18","32","0","0.06","-0.01","184","200","222","0"
"5595","60","-576","16832","0.06","-0.32","10.03","65","19","31","-0.06","-0.06","-0.01","182","199","220","0"
"6296","120","-628","16924","0.05","-0.32","10.09","66","22","33","-0.12","0.18","0.05","179","197","215","0"
"6995","248","-604","16864","0.08","-0.35","10.1","65","20","32","-0.12","0.06","-0.01","179","199","212","0"
"7696","224","-572","16852","0.05","-0.34","10.05","66","20","32","-0.12","-0.12","-0.01","176","184","205","0"
"8395","168","-604","16876","0.09","-0.39","10.15","66","17","31","-0.06","0","-0.01","176","177","202","0"
"9096","168","-540","16944","0.04","-0.34","10.1","65","19","30","-0.06","-0.06","-0.01","175","177","200","0"
"9795","184","-564","16896","0.06","-0.34","9.99","62","20","32","-0.18","-0.06","-0.01","176","194","204","0"
"10495","224","-712","16808","0.1","-0.34","10.11","67","20","31","-0.12","0","-0.13","177","196","205","0"
"observation 37","","","","","","","","","","","","","","","",""
"695","100","-516","17048","0.07","-0.31","10.15","64","18","31","0.13","-0.06","0.11","168","159","184","0"
"1396","84","-536","16776","0.05","-0.38","10.01","66","19","31","0.19","-0.06","0.17","165","175","184","0"
"2095","160","-604","16788","0.06","-0.34","10.02","68","20","31","0.13","0","-0.13","172","201","204","0"
"2796","248","-656","17000","0.16","-0.4","10.13","65","20","35","-0.18","0","0.11","171","177","195","0"
"3496","132","-592","16748","0.11","-0.39","10.02","64","18","34","-0.18","-0.06","0.05","167","179","195","0"
"4195","172","-540","16772","0.07","-0.38","10.02","63","18","30","0.07","0","0.05","169","182","196","0"
"4896","324","-544","16856","0.15","-0.32","9.95","64","17","31","-0.06","-0.19","0.11","170","184","196","0"
"5595","132","-652","16976","0.08","-0.38","10.13","63","17","33","-0.06","-0.06","-0.01","168","183","197","0"
"6296","104","-516","16772","0.07","-0.31","10.14","65","16","29","0","-0.06","-0.07","168","189","198","0"
"6995","176","-492","16888","0.14","-0.33","10.22","66","20","34","0.13","0.12","0.05","168","185","199","0"
"7695","248","-552","16836","0.12","-0.36","10.06","67","17","31","-0.24","0","0.11","169","187","201","0"
"8395","128","-644","16848","0.04","-0.37","10.1","65","18","30","-0.06","-0.12","0.05","168","188","200","0"
"9095","12","-448","16916","0.05","-0.28","10.14","68","18","32","0","-0.06","-0.01","170","190","201","0"
"9795","136","-604","16832","0.1","-0.4","10.01","68","19","33","0","-0.12","0.05","170","190","203","0"
"10495","112","-652","16836","0.1","-0.34","10.06","67","18","33","0","-0.19","0.05","173","191","204","0"
"observation 38","","","","","","","","","","","","","","","",""
"696","168","-540","16800","0.11","-0.34","10.03","65","19","31","0.13","0","-0.07","163","218","193","0"
"1396","180","-596","16880","0.09","-0.38","10.08","66","20","34","-0.06","0.18","0.17","166","230","204","0"
"2096","140","-588","16788","0.05","-0.37","10.1","67","21","31","0.13","0.06","-0.07","170","240","223","0"
"2795","156","-700","16760","0.1","-0.41","10.08","64","22","31","-0.12","0.12","0.05","194","235","282","0"
"3496","276","-600","16960","0.07","-0.39","10.08","65","20","35","0","0","0.05","186","234","269","0"
"4195","32","-564","16792","0.08","-0.28","10","67","23","28","-0.06","0.06","-0.01","185","232","260","0"
"4896","176","-464","16832","0.11","-0.34","10.1","64","19","30","-0.18","-0.06","-0.01","182","228","255","0"
"5595","148","-604","16964","0.09","-0.37","10.17","66","21","32","0","0","-0.01","182","232","251","0"
"6296","192","-592","16872","0.09","-0.34","10.11","63","18","33","-0.12","-0.06","-0.01","182","229","248","0"
"6995","140","-592","16900","0.11","-0.42","10.11","62","19","31","0.07","0.18","0.05","184","223","244","0"
"7695","184","-540","16744","0.11","-0.34","10.05","64","21","32","-0.12","0.18","-0.01","182","226","243","0"
"8396","120","-572","16764","0.08","-0.39","10.07","64","18","32","0.07","0.06","0.05","180","229","244","0"
"9095","144","-484","16808","0.1","-0.32","10.15","66","18","30","-0.12","0","0.11","180","218","237","0"
"9796","64","-504","16856","0.05","-0.32","10.11","64","18","32","-0.18","0.06","-0.07","179","222","236","0"
"10495","188","-552","16704","0.15","-0.33","10.16","67","17","31","0.13","0","-0.07","180","215","232","0"
"observation 39","","","","","","","","","","","","","","","",""
"697","52","-596","16828","0.06","-0.35","10.05","65","20","33","0.07","0","-0.01","162","170","173","0"
"1397","76","-552","16808","0.07","-0.35","10.12","64","21","32","0.13","0","-0.01","163","182","182","0"
"2097","192","-472","16744","0.11","-0.27","10.05","65","17","29","-0.12","0.06","-0.07","181","176","222","0"
"2797","128","-520","16876","0.06","-0.34","10.12","66","19","30","0","-0.06","-0.07","177","155","209","0"
"3496","188","-560","16856","0.15","-0.35","10","66","17","32","0.07","0","-0.13","177","172","211","0"
"4197","128","-604","16880","0.03","-0.34","10.15","66","19","34","-0.3","-0.06","0.11","173","173","209","0"
"4896","108","-560","16776","0.09","-0.32","10.05","64","16","31","-0.06","-0.06","-0.07","174","180","209","0"
"5597","80","-556","16788","0.08","-0.35","10.05","66","21","30","-0.12","0.18","-0.01","172","189","212","0"
"6296","224","-636","16928","0.11","-0.35","10.07","70","18","32","0.13","0","-0.01","175","185","210","0"
"6996","176","-592","16876","0.11","-0.33","10.1","68","17","28","0","0","-0.19","173","184","210","0"
"7696","156","-632","16812","0.15","-0.36","10.05","69","15","33","0.13","-0.25","0.11","173","183","209","0"
"8396","168","-512","16836","0.1","-0.31","10.07","65","24","32","0","0.18","0.11","174","184","208","0"
"9096","228","-544","16904","0.1","-0.36","10.07","65","20","31","0","-0.06","-0.01","173","186","211","0"
"9796","244","-508","16900","0.11","-0.28","10.05","66","18","32","0.07","0","0.17","174","186","211","0"
"10495","212","-496","16796","0.12","-0.27","10.03","64","18","31","0","0.06","0.05","175","189","212","0"
"observation 40","","","","","","","","","","","","","","","",""
"696","188","-556","16976","0.09","-0.43","10.13","63","18","31","-0.12","0","-0.07","163","185","180","0"
"1397","116","-640","16756","0.07","-0.37","10.04","65","22","33","0","-0.06","-0.07","164","155","175","0"
"2096","168","-596","16900","0.08","-0.38","10.08","67","18","28","0","0.06","-0.13","179","259","246","0"
"2797","84","-548","16840","0.04","-0.31","10.05","66","20","31","0.07","-0.06","-0.07","174","171","214","0"
"3496","100","-624","17000","0.1","-0.42","10.06","67","22","34","0.13","0.12","0.11","174","166","207","0"
"4196","108","-584","16932","-0.01","-0.38","10.1","65","21","31","0.07","0.12","0.11","172","176","206","0"
"4896","72","-528","16800","0.06","-0.33","10.05","65","19","31","-0.12","0","-0.07","170","168","202","0"
"5596","172","-588","16856","0.1","-0.36","10.02","67","23","33","-0.12","0.06","0.05","172","168","200","0"
"6296","108","-592","16868","0.13","-0.3","10.08","65","18","32","0","0","-0.01","170","185","203","0"
"6996","108","-632","16924","0.07","-0.42","10.03","66","22","30","0","0.18","-0.01","170","187","203","0"
"7695","172","-528","16800","0.11","-0.34","10.04","64","15","31","-0.06","-0.12","-0.07","171","190","202","0"
"8396","192","-552","16936","0.1","-0.36","10.16","66","15","30","-0.06","0","-0.01","171","192","204","0"
"9096","96","-536","16752","-0.02","-0.3","10.05","66","21","31","-0.06","0","-0.07","170","190","204","0"
"9796","44","-496","16880","0.05","-0.32","10.11","67","19","30","-0.06","0.06","-0.13","170","191","204","0"
"10496","200","-544","16836","0.07","-0.35","10.1","68","17","31","0.07","0.12","-0.13","172","191","203","0"
"observation 41","","","","","","","","","","","","","","","",""
"695","72","-600","16772","0.13","-0.38","10.06","66","21","34","0","-0.06","-0.01","161","264","199","0"
"1396","164","-604","16424","0.02","-0.32","9.94","65","20","28","-0.06","-0.06","-0.07","161","216","190","0"
"2095","196","-516","16776","0.06","-0.32","10.08","66","18","30","-0.06","0.06","0.17","186","193","243","0"
"2796","140","-636","16788","0.12","-0.36","10.1","64","18","33","-0.18","-0.06","0.05","182","192","235","0"
"3495","84","-516","16884","0.06","-0.35","10.05","65","19","30","0","0.06","-0.01","179","195","229","0"
"4195","224","-568","16884","0.07","-0.36","10.05","65","19","32","-0.18","0.12","-0.13","178","186","219","0"
"4896","200","-568","16720","0.06","-0.32","10.07","64","19","31","-0.06","-0.06","0.05","175","188","219","0"
"5595","172","-584","16864","0.1","-0.32","10.06","67","18","30","-0.12","0","-0.01","175","192","218","0"
"6296","92","-584","16760","0.1","-0.36","10.05","67","17","34","-0.12","-0.19","0.11","177","189","217","0"
"6995","80","-652","16844","0.04","-0.35","10.02","64","18","30","-0.12","0","0.17","176","190","216","0"
"7695","164","-632","16796","0.11","-0.37","10.07","69","23","29","0.13","0.12","-0.19","177","194","215","0"
"8395","96","-548","16920","0.05","-0.33","10.02","64","20","32","-0.12","-0.06","-0.13","175","193","215","0"
"9095","156","-640","16856","0.1","-0.34","10.09","68","17","30","0.13","-0.12","-0.13","174","189","213","0"
"9795","76","-632","16852","0.1","-0.34","10.05","65","22","31","-0.06","0.18","0.05","176","196","215","0"
"10495","148","-588","16956","0.1","-0.34","10.12","66","17","31","0","-0.06","0.05","176","196","213","0"
"observation 42","","","","","","","","","","","","","","","",""
"695","108","-652","16812","0.06","-0.34","10.07","65","20","32","0","-0.06","0.05","162","199","178","0"
"1395","144","-636","16764","0.06","-0.36","10.12","68","20","32","0.07","0.06","-0.07","163","178","174","0"
"2095","216","-472","16800","0.06","-0.33","10.05","66","19","36","-0.12","0.06","0.05","165","185","189","0"
"2795","216","-644","16788","0.08","-0.36","10","68","21","32","-0.12","0.18","-0.01","185","226","247","0"
"3495","120","-604","16836","0.1","-0.39","10.03","63","20","34","-0.06","0","-0.01","194","217","268","0"
"4195","84","-560","16932","0.06","-0.33","10.05","67","17","32","0.07","-0.12","0.11","187","209","250","0"
"4895","148","-592","16992","0.09","-0.33","10.11","67","20","32","-0.06","0","0.05","185","204","240","0"
"5595","76","-624","16848","0.07","-0.38","10.03","66","21","33","0.13","0.06","0.11","180","201","233","0"
"6294","180","-528","16836","0.06","-0.35","10.02","64","18","31","0.07","-0.06","0.05","182","198","227","0"
"6995","60","-604","16848","0.04","-0.35","10.12","68","19","31","-0.06","-0.06","0.11","178","195","224","0"
"7694","60","-592","16904","0.06","-0.4","10.13","65","19","30","-0.12","0.24","-0.01","178","193","221","0"
"8395","132","-592","16804","0.02","-0.36","10.07","64","19","32","-0.06","-0.06","-0.01","175","197","221","0"
"9094","124","-508","16840","0.1","-0.33","10.13","67","16","33","0","-0.19","-0.01","178","196","222","0"
"9794","196","-572","16672","0.13","-0.3","9.99","69","17","32","0.13","-0.31","0.05","176","192","220","0"
"10495","32","-656","16908","0.08","-0.4","10.12","65","17","31","-0.06","-0.12","0.11","177","194","219","0"
"observation 43","","","","","","","","","","","","","","","",""
"696","124","-624","16728","0.09","-0.38","10.09","66","20","29","-0.06","0.18","-0.01","166","184","191","0"
"1396","84","-616","16868","0.04","-0.35","10","65","21","34","-0.12","0.18","-0.01","168","248","207","0"
"2096","52","-620","16712","0.07","-0.35","10.1","63","20","27","-0.06","0","-0.19","196","210","263","0"
"2796","208","-580","16848","0.1","-0.37","9.95","69","21","30","0.13","0.12","0.05","185","206","243","0"
"3496","188","-564","16800","0.05","-0.35","10.05","67","18","32","0.13","0","-0.01","180","198","232","0"
"4196","152","-624","16816","0.08","-0.34","10.11","66","18","33","-0.12","-0.12","-0.01","177","200","225","0"
"4896","108","-572","16800","0.1","-0.37","9.99","63","18","32","-0.18","0.06","-0.01","176","199","221","0"
"5596","120","-728","16840","0.07","-0.4","10.07","62","18","33","-0.06","-0.31","-0.01","179","188","215","0"
"6296","188","-636","16832","0.07","-0.39","10.04","64","21","30","-0.12","0.12","-0.01","176","198","217","0"
"6995","128","-448","16832","0.08","-0.35","10.11","65","19","30","0.13","0.06","-0.13","178","199","217","0"
"7696","176","-528","16944","0.11","-0.35","10.03","68","20","31","0.07","0.12","0.24","176","198","216","0"
"8395","140","-568","16896","0.06","-0.37","10.11","64","18","34","-0.06","-0.12","0.17","176","199","214","0"
"9096","132","-604","16780","0.1","-0.35","10.06","62","22","33","-0.06","0.06","0.11","175","198","212","0"
"9795","164","-532","16820","0.12","-0.34","10.06","64","19","32","0","0.06","-0.13","174","193","209","0"
"10495","200","-604","16868","0.13","-0.39","10.13","66","16","32","0.07","-0.06","-0.01","172","192","200","0"
"observation 44","","","","","","","","","","","","","","","",""
"695","144","-572","16844","0.11","-0.35","10.1","67","20","31","0","0","-0.01","165","219","190","0"
"1395","68","-664","17012","0.1","-0.31","10.02","66","21","28","-0.06","0.06","-0.01","165","208","189","0"
"2095","236","-528","16896","0.04","-0.31","10.1","66","20","33","-0.12","-0.06","-0.13","174","212","212","0"
"2795","188","-556","17020","0.02","-0.34","10.13","67","20","31","0.07","-0.06","0.17","191","206","255","0"
"3495","212","-640","16876","0.09","-0.39","10.2","66","17","34","-0.06","0.12","0.11","185","204","240","0"
"4195","124","-552","16808","0.07","-0.33","10.02","68","19","33","0","0.06","0.11","179","200","230","0"
"4894","204","-540","16888","0.1","-0.32","10.14","64","21","31","-0.18","-0.06","0.11","177","197","223","0"
"5595","132","-564","16744","0.1","-0.34","10.03","66","22","28","-0.06","0.12","-0.07","178","197","221","0"
"6294","192","-616","16684","0.1","-0.37","10.07","65","19","32","0","-0.06","-0.01","176","196","220","0"
"6995","164","-552","16904","0.13","-0.34","10.04","64","19","30","-0.12","0","-0.13","177","200","220","0"
"7694","160","-592","16760","0.1","-0.32","10.09","64","18","32","-0.06","0.12","-0.01","178","196","219","0"
"8395","92","-588","16848","0.05","-0.32","10.02","64","18","31","-0.12","0","-0.07","177","200","220","0"
"9095","116","-588","16948","0.07","-0.32","10.06","67","21","32","0","0.18","0.05","178","205","220","0"
"9794","124","-576","16956","0.06","-0.39","10.12","67","18","33","-0.06","0","0.05","177","212","221","0"
"10495","132","-584","16780","0.06","-0.33","10.08","69","18","35","0","0","0.11","176","212","220","0"
"observation 45","","","","","","","","","","","","","","","",""
"695","104","-592","16852","0.1","-0.38","10.05","63","19","32","-0.18","-0.06","0.11","172","197","196","0"
"1395","196","-612","16740","0.11","-0.38","10.08","65","20","34","-0.06","-0.06","0.05","168","184","190","0"
"2095","96","-584","16844","0.07","-0.34","10.01","67","23","31","0.07","0.18","-0.01","164","210","194","0"
"2795","132","-656","16908","0.12","-0.36","10.11","65","19","33","0","-0.12","0.17","167","194","196","0"
"3494","96","-572","16752","0.11","-0.34","10.07","64","17","30","-0.12","0.06","-0.19","168","195","198","0"
"4195","88","-532","16848","0.07","-0.33","10.13","66","19","31","0","-0.06","0.05","169","192","199","0"
"4894","272","-588","16716","0.12","-0.35","10.12","64","22","30","-0.18","-0.06","0.05","171","192","202","0"
"5595","184","-532","16800","0.04","-0.3","10.1","64","18","32","-0.18","-0.12","-0.01","170","197","206","0"
"6294","156","-612","16824","0.07","-0.37","10.06","64","20","33","-0.12","0.24","0.17","172","188","205","0"
"6994","184","-548","16772","0.08","-0.33","10.05","65","18","32","-0.06","0","0.17","173","193","208","0"
"7695","64","-592","16864","0.08","-0.33","10.1","66","18","32","0.07","0","-0.13","171","188","207","0"
"8394","148","-644","16788","0.14","-0.34","10.11","67","23","30","0.07","0.06","-0.07","174","186","204","0"
"9095","124","-688","17000","0.09","-0.29","10.07","65","19","34","-0.12","0.12","0.11","173","187","206","0"
"9794","184","-616","16772","0.06","-0.33","10.07","67","18","31","0.13","-0.06","-0.07","175","199","209","0"
"10494","176","-484","16780","0.09","-0.32","10.06","66","19","31","0.07","0.24","0.11","174","194","210","0"
"observation 46","","","","","","","","","","","","","","","",""
"697","40","-556","16976","0.14","-0.32","10.18","64","19","29","-0.12","0","0.11","164","237","191","0"
"1397","128","-480","16848","0.12","-0.3","10.12","65","23","32","-0.12","0.12","-0.01","166","270","210","0"
"2097","192","-608","16744","0.11","-0.36","10.02","68","20","33","0","0.06","0.05","171","283","225","0"
"2797","116","-516","16680","0.15","-0.39","10.04","65","18","33","0","0.06","0.11","183","244","250","0"
"3496","140","-528","16760","0.05","-0.31","10.06","64","16","27","-0.18","0","0.05","180","177","220","0"
"4197","156","-648","16692","0.09","-0.34","10","65","19","31","-0.12","0.06","-0.01","178","187","220","0"
"4896","100","-520","16900","0.06","-0.33","10.03","65","19","31","-0.12","0","0.11","178","186","219","0"
"5597","160","-600","16952","0.13","-0.37","10.13","66","22","35","0.07","0","0.11","179","190","219","0"
"6296","96","-632","16788","0.13","-0.35","10.07","68","18","32","0.07","0.12","-0.01","178","189","218","0"
"6996","72","-536","16796","0.08","-0.38","10.15","68","20","31","0.19","0.36","-0.07","176","190","216","0"
"7696","196","-628","16808","0.12","-0.37","10.03","67","20","33","0","0","0.05","176","186","215","0"
"8396","116","-560","16852","0.03","-0.33","10.07","67","20","29","0.07","0.06","-0.01","177","197","216","0"
"9096","156","-652","16972","0.05","-0.39","10.14","67","16","31","-0.06","-0.19","-0.01","176","197","217","0"
"9796","132","-496","16748","0.09","-0.36","10.05","64","16","33","-0.06","-0.19","0.11","176","193","215","0"
"10495","108","-592","16960","0.05","-0.34","10.02","66","19","33","0.07","-0.06","0.17","175","189","212","0"
"observation 47","","","","","","","","","","","","","","","",""
"696","148","-540","16764","0.14","-0.31","10.06","67","19","31","0.07","0.06","-0.13","157","163","158","0"
"1396","60","-508","16816","0.06","-0.34","10","69","18","33","0.25","-0.06","-0.01","159","174","169","0"
"2096","168","-516","16880","0.1","-0.34","10.01","64","18","31","0.07","0","0.05","191","197","252","0"
"2796","112","-596","16876","0.07","-0.34","10.09","66","17","34","0.19","-0.19","0.11","183","190","235","0"
"3496","116","-472","16976","0.12","-0.36","10.09","65","22","29","0","0.06","-0.19","178","181","228","0"
"4196","56","-584","16804","0.06","-0.35","10.06","67","21","30","0","-0.06","-0.07","179","185","224","0"
"4896","136","-624","16900","0.09","-0.37","10.06","65","20","32","0.07","0.18","-0.01","176","185","220","0"
"5595","216","-720","16876","0.01","-0.43","10.07","65","19","30","-0.06","0.06","-0.07","175","186","216","0"
"6296","152","-536","16700","0.06","-0.39","10.03","66","19","32","0","0.06","0.11","174","185","213","0"
"6995","88","-620","16768","0.1","-0.35","10.01","63","18","31","0.07","-0.06","0.11","173","179","209","0"
"7696","184","-636","16824","0.13","-0.35","10.1","66","18","32","-0.12","0.12","0.11","174","177","204","0"
"8395","208","-480","16888","0.12","-0.29","10.1","68","20","31","0","0.12","-0.07","173","181","205","0"
"9095","108","-568","16856","0.06","-0.35","10.11","67","19","34","0","0","-0.01","172","184","205","0"
"9795","184","-636","16788","0.07","-0.31","10.13","66","19","31","0","0","-0.07","173","186","209","0"
"10495","104","-580","16736","0.07","-0.37","10.05","64","21","33","-0.06","-0.06","0.11","173","188","210","0"
"observation 48","","","","","","","","","","","","","","","",""
"695","152","-412","16808","0.06","-0.32","9.99","68","21","33","0.07","-0.06","0.17","161","181","177","0"
"1396","176","-604","16848","0.05","-0.37","10.1","68","23","32","0.07","0.18","-0.01","158","164","171","0"
"2095","148","-636","16912","0.09","-0.38","10.12","66","22","31","-0.06","0.12","-0.01","189","260","280","0"
"2796","152","-520","16852","0.14","-0.36","10.05","63","21","32","-0.18","0.12","0.11","187","196","254","0"
"3495","124","-540","16956","0.08","-0.37","10.12","67","20","25","-0.06","0","-0.07","182","201","245","0"
"4195","260","-516","16916","0.07","-0.32","10.08","68","19","33","0","0.06","0.05","178","208","239","0"
"4895","116","-532","16828","0","-0.35","10.1","63","19","31","0.07","-0.06","-0.01","180","191","228","0"
"5595","288","-600","16940","0.11","-0.35","9.99","65","21","31","0.07","0.06","-0.07","177","199","226","0"
"6295","116","-576","16808","0.12","-0.34","10.03","65","20","30","-0.18","0","-0.01","177","212","227","0"
"6995","136","-568","16880","0.03","-0.37","10.13","65","20","30","-0.06","-0.06","-0.01","174","208","225","0"
"7695","124","-616","16888","0.1","-0.33","10.13","65","20","29","-0.06","0","0.17","173","208","223","0"
"8395","80","-524","16832","0.1","-0.36","10.15","68","21","31","0.07","-0.06","-0.01","175","203","219","0"
"9095","140","-600","16812","0.08","-0.32","10.11","67","18","34","-0.06","-0.12","0.11","171","190","213","0"
